# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
-86.625, -44.125, 1.086377629865894e-23, 1.0867015950440832e-23 
-86.375, -44.125, 2.5478586192879495e-23, 2.548733384062822e-23 
-86.125, -44.125, 2.4996584657322027e-23, 2.500602445034632e-23 
-85.875, -44.125, 2.8691711770693633e-23, 2.870316056893298e-23 
-85.625, -44.125, 2.9594113488565624e-23, 2.960659292228221e-23 
-85.375, -44.125, 1.0852164270191121e-23, 1.0857036975863541e-23 
-85.125, -44.125, 1.9127332875551184e-23, 1.9136443790034212e-23 
-84.875, -44.125, 1.8534209242394206e-23, 1.8543222768649786e-23 
-84.625, -44.125, 6.293198838183807e-23, 6.296319214959822e-23 
-84.375, -44.125, 6.944327019565641e-23, 6.947836322695597e-23 
-84.125, -44.125, 3.5957622011627464e-23, 3.5976135275716354e-23 
-83.875, -44.125, 3.053686572799446e-23, 3.0552616961960797e-23 
-83.625, -44.125, 2.876223975541374e-23, 2.877693039490052e-23 
-83.375, -44.125, 3.16169814616605e-23, 3.163265487375519e-23 
-83.125, -44.125, 5.945678345014342e-23, 5.94853418185362e-23 
-82.875, -44.125, 3.7435633583117625e-23, 3.745254348463494e-23 
-82.625, -44.125, 1.0084288750707257e-23, 1.0088521308579933e-23 
-82.375, -44.125, 9.816010679476903e-24, 9.819674953143989e-24 
-89.125, -43.875, 8.741307861305006e-24, 8.738815156870017e-24 
-88.875, -43.875, 7.378717089920896e-24, 7.376951874225565e-24 
-88.625, -43.875, 1.2453647147316844e-23, 1.2451163775192852e-23 
-88.375, -43.875, 9.027080291362223e-24, 9.02584824269154e-24 
-88.125, -43.875, 1.1521141916235792e-23, 1.1520294450238415e-23 
-87.875, -43.875, 8.4579785168106e-24, 8.457888602273055e-24 
-87.625, -43.875, 7.66298668580653e-24, 7.663355886924463e-24 
-87.375, -43.875, 5.3270810851103775e-24, 5.327578109328227e-24 
-87.125, -43.875, 7.958270797899878e-24, 7.959372410642317e-24 
-86.875, -43.875, 3.3720211150440474e-23, 3.3726400374958715e-23 
-86.625, -43.875, 3.837031843996587e-23, 3.8378917361145634e-23 
-86.375, -43.875, 5.473528161849089e-23, 5.474942852029816e-23 
-86.125, -43.875, 4.170363826652811e-23, 4.171530873388794e-23 
-85.875, -43.875, 3.5546297232093566e-23, 3.5557004694863344e-23 
-85.625, -43.875, 3.4100684641949274e-23, 3.4111729247989714e-23 
-85.375, -43.875, 4.0258314480796004e-23, 4.027245326501853e-23 
-85.125, -43.875, 3.161698980761295e-23, 3.1628957515450273e-23 
-84.875, -43.875, 2.5910057982068886e-23, 2.592057336433805e-23 
-84.625, -43.875, 5.1332604037582654e-23, 5.1353947731083186e-23 
-84.375, -43.875, 3.2748098086544234e-23, 3.276202604527228e-23 
-84.125, -43.875, 3.158276817537254e-23, 3.159650098896503e-23 
-83.875, -43.875, 2.8134222055262337e-23, 2.814672304559341e-23 
-83.625, -43.875, 1.376353780614509e-23, 1.3769615936615138e-23 
-83.375, -43.875, 2.45895928531762e-23, 2.460006790736298e-23 
-83.125, -43.875, 4.458067396001944e-23, 4.4598389502463327e-23 
-82.875, -43.875, 1.731650606346026e-23, 1.7322891844944285e-23 
-82.625, -43.875, 1.5039833411068988e-23, 1.5044898568764675e-23 
-82.375, -43.875, 3.677037811055281e-24, 3.678142162960579e-24 
-82.125, -43.875, 1.7735793986563353e-23, 1.7740718538374704e-23 
-81.875, -43.875, 2.52323728573223e-23, 2.5238806774988182e-23 
-81.625, -43.875, 2.795634822066788e-23, 2.796281277036653e-23 
-81.375, -43.875, 3.152629049766095e-23, 3.1532678590336513e-23 
-81.125, -43.875, 2.4023333940375276e-23, 2.4027514438967404e-23 
-80.875, -43.875, 2.620883292056303e-23, 2.6212643936505255e-23 
-80.625, -43.875, 3.5489238655227274e-23, 3.5493655048265745e-23 
-80.375, -43.875, 3.315532425660626e-23, 3.3159092093427606e-23 
-80.125, -43.875, 2.2705541445015054e-23, 2.2707876507112667e-23 
-79.875, -43.875, 1.6855351521055982e-23, 1.685690289450569e-23 
-90.875, -43.625, 4.119764023587566e-23, 4.116292399170624e-23 
-90.625, -43.625, 2.752884113866825e-23, 2.750791665280848e-23 
-90.375, -43.625, 1.9301910581275852e-23, 1.9288597564004802e-23 
-90.125, -43.625, 1.773235633783977e-23, 1.7721373629196872e-23 
-89.875, -43.625, 1.3147479084736606e-23, 1.3140261164207957e-23 
-89.625, -43.625, 9.719653439836031e-24, 9.71504955272584e-24 
-89.375, -43.625, 1.379856929018241e-23, 1.3792676587839934e-23 
-89.125, -43.625, 1.9193921552450674e-23, 1.9186619477766738e-23 
-88.875, -43.625, 3.8850332248969677e-23, 3.883736310495204e-23 
-88.625, -43.625, 3.092200904704432e-23, 3.091331026211851e-23 
-88.375, -43.625, 2.906594718640222e-23, 2.905959944967498e-23 
-88.125, -43.625, 2.259161939432282e-23, 2.2588107133626673e-23 
-87.875, -43.625, 2.0443723708492495e-23, 2.0441831776329652e-23 
-87.625, -43.625, 1.8536119091021978e-23, 1.8535493765552173e-23 
-87.375, -43.625, 2.0778532619303073e-23, 2.0778769159616553e-23 
-87.125, -43.625, 3.885251002254554e-23, 3.88547053393577e-23 
-86.875, -43.625, 6.605937750789355e-23, 6.60660907545513e-23 
-86.625, -43.625, 6.304826779800318e-23, 6.305751985332046e-23 
-86.375, -43.625, 5.2135927295313244e-23, 5.214469979783332e-23 
-86.125, -43.625, 4.1958623233325285e-23, 4.1966580394342144e-23 
-85.875, -43.625, 5.646697672438112e-23, 5.647889263120239e-23 
-85.625, -43.625, 6.81354598547947e-23, 6.815138168808565e-23 
-85.375, -43.625, 5.0190936359928284e-23, 5.02040360280565e-23 
-85.125, -43.625, 3.738014954662812e-23, 3.739092679463167e-23 
-84.875, -43.625, 9.452821102854277e-23, 9.455804727551769e-23 
-84.625, -43.625, 6.536801586940467e-23, 6.539019404573848e-23 
-84.375, -43.625, 2.740780161876672e-23, 2.7417361304739786e-23 
-84.125, -43.625, 1.9986998125407964e-23, 1.9994159608760342e-23 
-83.875, -43.625, 1.9687834202452954e-23, 1.96950757829477e-23 
-83.625, -43.625, 2.7201052901195844e-23, 2.7211317242440695e-23 
-83.375, -43.625, 2.552182669473902e-23, 2.553073077106802e-23 
-83.125, -43.625, 5.53762269192106e-24, 5.5393962213690525e-24 
-82.875, -43.625, 1.0014609816939082e-23, 1.0017530657378789e-23 
-82.625, -43.625, 1.7859365629178052e-23, 1.786408356715621e-23 
-82.375, -43.625, 2.308456241368895e-23, 2.3090137271156392e-23 
-82.125, -43.625, 2.362058628797422e-23, 2.3625755021779317e-23 
-81.875, -43.625, 1.8779182430329727e-23, 1.8782865963233923e-23 
-81.625, -43.625, 1.8867150630587993e-23, 1.8870377771545427e-23 
-81.375, -43.625, 2.2546327835069313e-23, 2.2549539279980426e-23 
-81.125, -43.625, 4.773188005501526e-23, 4.7737313388923827e-23 
-80.875, -43.625, 7.02141420953257e-23, 7.02201259941324e-23 
-80.625, -43.625, 3.589456510739928e-23, 3.589670774362506e-23 
-80.375, -43.625, 3.166317140788108e-23, 3.1664719502287344e-23 
-80.125, -43.625, 3.345528502284925e-23, 3.34565594329958e-23 
-79.875, -43.625, 2.2443338057400538e-23, 2.2443950615778308e-23 
-79.625, -43.625, 1.963288830561079e-23, 1.9633212138738631e-23 
-79.375, -43.625, 4.24505196554922e-23, 4.2450054149526374e-23 
-79.125, -43.625, 6.035344730213336e-23, 6.035105917112766e-23 
-78.875, -43.625, 3.199966756153827e-23, 3.1997486087878266e-23 
-78.625, -43.625, 8.589153616100073e-24, 8.588322410568673e-24 
-78.375, -43.625, 2.4617023727728124e-23, 2.4614149179238704e-23 
-92.125, -43.375, 1.6714256744614257e-22, 1.6690665602340506e-22 
-91.875, -43.375, 1.4847907149059987e-22, 1.4828306225065582e-22 
-91.625, -43.375, 9.555471730236277e-23, 9.543613404200684e-23 
-91.375, -43.375, 5.34306049068803e-23, 5.336805808653593e-23 
-91.125, -43.375, 5.0643389840717066e-23, 5.058766998122962e-23 
-90.875, -43.375, 3.904255612217991e-23, 3.900335463692015e-23 
-90.625, -43.375, 4.768591273461178e-23, 4.7643283356239006e-23 
-90.375, -43.375, 6.501945962434618e-23, 6.496591012627349e-23 
-90.125, -43.375, 5.1031039686199433e-23, 5.0992601863773633e-23 
-89.875, -43.375, 4.3377754036247385e-23, 4.334862173748352e-23 
-89.625, -43.375, 3.2667294972148247e-23, 3.2648237661865805e-23 
-89.375, -43.375, 2.673776473639227e-23, 2.6724034231085483e-23 
-89.125, -43.375, 4.175465910140604e-23, 4.173516346776531e-23 
-88.875, -43.375, 4.596294145749973e-23, 4.5943958568056987e-23 
-88.625, -43.375, 2.0900463230295708e-23, 2.0893308634941064e-23 
-88.375, -43.375, 2.6927216796074077e-23, 2.691969350009547e-23 
-88.125, -43.375, 2.2753816956708106e-23, 2.2748891452126282e-23 
-87.875, -43.375, 3.69179569845868e-23, 3.6912288437499567e-23 
-87.625, -43.375, 3.930202170093415e-23, 3.929829839650056e-23 
-87.375, -43.375, 4.2427126875499246e-23, 4.242502181830478e-23 
-87.125, -43.375, 5.4646960802068e-23, 5.464671514337461e-23 
-86.875, -43.375, 1.2198915525117967e-22, 1.2199411114200033e-22 
-86.625, -43.375, 1.0689717863308364e-22, 1.0690634477761736e-22 
-86.375, -43.375, 1.1383410430877294e-22, 1.1384900172380998e-22 
-86.125, -43.375, 8.810800070792519e-23, 8.812142279972422e-23 
-85.875, -43.375, 8.266831007827416e-23, 8.268267106196494e-23 
-85.625, -43.375, 7.522744330227301e-23, 7.524221593499692e-23 
-85.375, -43.375, 4.652008875978472e-23, 4.6530494868085293e-23 
