# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2024 JAN 30 10:30:44, 759882713.1847326, 7379.557274393997, 929.865021809466, 8309.422296203464, 8114.551193500213, 17.603507820134144, 57.48123638477137, 95.4707134130351, 75.30681218340574, 70.02711653806044, 70.03638342644024, 70.03174998225035, 4826100.699283466,  nan, 0.1273573026311053,  nan,  nan, 3.4291662635358504,  nan, 124.53707754566337, 7.863382986906344e-15, 3.0079946100188483e-16,  nan, 7.408508535715807e-17, 2.7113614423330774e-20, 8.823462432151937e-26, 8.477497677371263e-25, 2.5296672843961638e-17,  nan, 1.6357232333429652e-17, 0.5086531121585693, 521018.3577410206, 1909.945957499651, 0.3709713269050433, 315458.8897961561, 5880.321195431394, 87.33822860796018, 360238.530718456, 0.001671519244094, 0.15703929312607, 3.855898784732127, 0.1566618369879317, 3.848843299054052,  nan,  nan,  nan,  nan, 2.7022341181945304, 0.0267229676242971, 24.70867951793455, 92.22639852436528, 57.625, 17.625, 49.875, -31.375, 139.9529963853337, 65.2531457763554, 8.884818837535235, 45.3615610121312
2024 JAN 30 10:30:45, 759882714.186402, 7378.596070625387, 928.7494793197492, 8307.345549945136, 8111.791362021467, 17.621756617958585, 57.508951610765614, 95.50052146540231, 75.3113991967957, 69.97984766520283, 69.98910041559525, 69.98447404039904, 4837317.48847308,  nan, 0.1273823232101567,  nan,  nan, 3.4276913058292795,  nan, 124.57173325416792, 7.925175628766261e-15, 3.30278592215765e-16,  nan, 1.0206535809202596e-16, 2.694110376820518e-20, 8.87202405135018e-26, 8.484223689858877e-25, 1.0206535809202596e-16,  nan, 1.625511807739151e-17, 0.3317040236016352, 315458.8897961561, 8012.780236473163, 0.3317040236016352, 315458.8897961561, 8012.780236473163, 87.32632046367739, 360238.530718456, 0.0016715678056832, 0.1567940571422699, 3.848843299054052, 0.1567940571422699, 3.848843299054052,  nan,  nan,  nan,  nan, 2.702768028220803, 0.0265328393074448, 24.704059445811485, 92.28946260052562, 57.625, 17.625, 49.875, -31.375, 139.95212589113757, 65.2640783878271, 8.905755566056133, 45.40885235804328
2024 JAN 30 10:30:46, 759882715.1880715, 7377.622118130517, 927.647743594938, 8305.269861725455, 8109.031749671299, 17.64027684678874, 57.53686929585805, 95.5303648112567, 75.31597613620161, 69.93229050824749, 69.94227338683332, 69.93728194754041, 4848882.642238288,  nan, 0.1273719891043338,  nan,  nan, 3.4256837560534503,  nan, 124.59190481398728, 7.961230790258334e-15, 3.7285962582800894e-16,  nan, 1.3775431496006023e-16, 2.6764388659820044e-20, 8.920809137298848e-26, 8.490859439746641e-25, 1.3775431496006023e-16,  nan, 1.6153535468321904e-17, 0.2982150344484368, 315458.8897961561, 10696.164357499838, 0.2982150344484368, 315458.8897961561, 10696.164357499838, 87.31448783284559, 360238.530718456, 0.0016716162757577, 0.1569256136448714, 3.848843299054052, 0.1569256136448714, 3.848843299054052,  nan,  nan,  nan,  nan, 2.703305477920472, 0.0263438529839786, 24.699408793093784, 92.35255420720198, 57.625, 17.625, 49.875, -31.375, 139.95125720492743, 65.27500795519045, 8.926734032370371, 45.45613780314092
2024 JAN 30 10:30:47, 759882716.1897409, 7376.661023116423, 926.5342040954572, 8303.19522721188, 8106.272362234034, 17.658648628279202, 57.56458627722476, 95.560243330038, 75.32054300535282, 69.88497653054554, 69.89486753511459, 69.88992203283007, 4861611.453972889,  nan, 0.1273762126904585,  nan,  nan, 3.423898107320817,  nan, 124.50418743457134, 7.804442504730444e-15, 4.2621822740875944e-16,  nan, 1.7660624412508456e-16, 2.6583700384392773e-20, 8.969905217583224e-26, 8.497442218204465e-25, 1.7660624412508456e-16,  nan, 1.6052482254988563e-17, 0.2727476195298396, 315458.8897961561, 13562.141001833772, 0.2727476195298396, 315458.8897961561, 13562.141001833772, 87.30273061078762, 360238.530718456, 0.0016716646506413, 0.1570572091608881, 3.848843299054052, 0.1570572091608881, 3.848843299054052,  nan,  nan,  nan,  nan, 2.703846472896375, 0.0261560031163526, 24.694727511869072, 92.41567342834531, 57.625, 17.625, 49.875, -31.375, 139.95039027868918, 65.28593451141005, 8.947754369713692, 45.503417329787126
2024 JAN 30 10:30:48, 759882717.1914103, 7375.699207779077, 925.4224429906058, 8301.121650769683, 8103.513204588196, 17.67708358452754, 57.592319506560855, 95.5901571328954, 75.32509979178971, 69.83762377250174, 69.84743123917022, 69.84252750583599, 4873414.366858004,  nan, 0.1273976622452503,  nan,  nan, 3.422375379501213,  nan, 124.56316307557694, 7.910243946651471e-15, 4.828930091645065e-16,  nan, 2.0690140975460274e-16, 2.639909126223997e-20, 9.019267733411924e-26, 8.503952104568084e-25, 2.0690140975460274e-16,  nan, 1.5951956310499294e-17, 0.2578055509789497, 315458.8897961561, 15713.29613124547, 0.2578055509789497, 315458.8897961561, 15713.29613124547, 87.29104873915242, 360238.530718456, 0.0016717129264991, 0.1571884730275273, 3.848843299054052, 0.1571884730275273, 3.848843299054052,  nan,  nan,  nan,  nan, 2.704391018215349, 0.0259692843763443, 24.690015559044635, 92.4788202838274, 57.625, 17.625, 49.875, -31.375, 139.94952516600608, 65.29685802556669, 8.968816725654191, 45.55069093518485
2024 JAN 30 10:30:49, 759882718.1930798, 7374.73676465847, 924.3123732368304, 8299.049137895301, 8100.754282221464, 17.69558044819089, 57.62006750943805, 95.6201059575872, 75.3296465083081, 69.79023408299764, 69.79996092452257, 69.7950975037601, 4884612.085242409,  nan, 0.1274089914648776,  nan,  nan, 3.42071026028816,  nan, 124.53150732019812, 7.856402712287381e-15, 5.36409197180614e-16,  nan, 2.1444338012545563e-16, 2.6210679765084762e-20, 9.068898279519286e-26, 8.510389273017012e-25, 2.1444338012545563e-16,  nan, 1.5851955488109442e-17, 0.2553622723648037, 315458.8897961561, 16105.727075141747, 0.2553622723648037, 315458.8897961561, 16105.727075141747, 87.27944194550567, 360238.530718456, 0.0016717611004162, 0.1573194089073974, 3.848843299054052, 0.1573194089073974, 3.848843299054052,  nan,  nan,  nan,  nan, 2.7049391127068256, 0.0257836914736703, 24.68527294525291, 92.5419947857961, 57.625, 17.625, 49.875, -31.375, 139.94866181377273, 65.30777853408355, 8.989921219665247, 45.59795858699282
2024 JAN 30 10:30:50, 759882719.1947492, 7373.773727913579, 923.2039613389084, 8296.977689252488, 8097.995599627934, 17.714138920029622, 57.647829786832176, 95.65008995727226, 75.33418313961809, 69.7428081111147, 69.75245541929408, 69.74763176520439, 4894010.264876931,  nan, 0.1274404166133287,  nan,  nan, 3.4193476715884548,  nan, 124.49017984094, 7.779670290754091e-15, 5.967384291255336e-16,  nan, 2.2978548185116793e-16, 2.601858680466537e-20, 9.118797969046451e-26, 8.516753629303387e-25, 1.952427171707439e-16,  nan, 1.575247766936108e-17, 0.2658789419936456, 315458.8897961561, 14500.6842655386, 0.2636678310571853, 102943.44585950622, 18153.413321166678, 87.26791022730278, 360238.530718456, 0.0016718091683955, 0.1574500187759596, 3.848843299054052, 0.1570725361550981, 3.841820291455909,  nan,  nan,  nan,  nan, 2.705490763542559, 0.0255992190839971, 24.680499609159217, 92.60519696334568, 57.875, 17.875, 49.875, -31.375, 139.9478002799028, 65.31869600269647, 9.011067998467722, 45.645220277145285
2024 JAN 30 10:30:51, 759882720.1964186, 7372.810099639193, 922.0972108131172, 8294.90731045231, 8095.237162325149, 17.73275914884751, 57.675606308321015, 95.68010886799787, 75.33870969688196, 69.69534582735265, 69.70491470273984, 69.70013026504625, 4907308.187570446,  nan, 0.1274390208356611,  nan,  nan, 3.41749185040132,  nan, 124.54082748707052, 7.869933870879875e-15, 6.988239303259737e-16,  nan, 3.665794009456683e-16, 2.5822935380239863e-20, 9.168968104501534e-26, 8.523045227482124e-25, 1.598058006381966e-16,  nan, 1.5653520719913994e-17, 0.28804883256402, 315458.8897961561, 11736.380437282409, 0.207199665760263, 102943.44585950622, 28644.4939516046, 87.25645331356914, 360238.530718456, 0.0016718571275911, 0.1575803039484234, 3.848843299054052, 0.1572026488658973, 3.841820291455909,  nan,  nan,  nan,  nan, 2.7060459695434544, 0.025415861949668, 24.675695561381364, 92.66842682801284, 57.875, 17.875, 49.875, -31.375, 139.9469405103213, 65.32961046746584, 9.03225718743514, 45.69247597125897
2024 JAN 30 10:30:52, 759882721.1980882, 7371.845879490305, 920.9921233121032, 8292.838002802408, 8092.478975238173, 17.75144135890799, 57.70339711929542, 95.71016274789154, 75.34322617386351, 69.6478471248252, 69.6573389441231, 69.65259303447415, 4918955.484528358,  nan, 0.1274393229011589,  nan,  nan, 3.4156685617897504,  nan, 124.57217074733208, 7.925957615227746e-15, 8.92668718287713e-16,  nan, 5.952214371700833e-16, 2.562385063263212e-20, 9.219409772710768e-26, 8.52926398288244e-25, 1.0220963116773238e-17,  nan, 1.5555082497722634e-17, 0.6850496994844253, 585554.5838534673, 751.1291788636929, 0.1505651545504098, 102943.44585950622, 46001.44393159623, 87.2450711292596, 360238.530718456, 0.0016719049743762, 0.1577115616807537, 3.8488674133167415, 0.157332439368063, 3.841820291455909,  nan,  nan,  nan,  nan, 2.706604735962583, 0.0252336147421027, 24.670860757265046, 92.73168442126035, 57.875, 17.875, 49.875, -31.375, 139.94608253568916, 65.34052191476209, 9.05348893066558, 45.73972566818144
2024 JAN 30 10:30:53, 759882722.1997576, 7370.881086873494, 919.8886815022709, 8290.769768375765, 8089.721044114575, 17.770185467790398, 57.7312019437587, 95.74025164001284, 75.34773256070476, 69.60031231849966, 69.60972753193047, 69.60501992521506, 4931035.888750825,  nan, 0.1274618068207415,  nan,  nan, 3.4141839328807677,  nan, 124.51517163794315, 7.824075950531318e-15, 1.205677787947215e-15,  nan, 9.346584349495941e-16, 2.5421459848229246e-20, 9.270124105515209e-26, 8.53540983895195e-25, 8.743637648998648e-18,  nan, 1.545716090093449e-17, 0.7248094035154842, 585554.5838534673, 635.3810056135878, 0.0937754410769171, 102943.44585950622, 71441.07192499613, 87.23376360409289, 360238.530718456, 0.0016719527051345, 0.1578412019995837, 3.8488674133167415, 0.1574619092993569, 3.841820291455909,  nan,  nan,  nan,  nan, 2.7071670678337774, 0.0250524722122142, 24.66599515377409, 92.79496976274903, 57.875, 17.875, 49.875, -31.375, 139.94522638265985, 65.35143032676298, 9.074763368438347, 45.78696934878623
