# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 AUG 02 04:09:47, 807379856.1832428, 3206.6127644875974, -2197.5659205391335, 2093.1981176263052, 1515.2763351430683, 136.39337788539527, 26.83145517958161, 26.531990662365526, 70.41643770324166, 70.4264117018727, 2453.1187332847435, 905.5933605774843, 145.81365636446202, 33.09418306306644
2025 AUG 02 04:09:57, 807379866.5280703, 3198.1967830088793, -2188.3638640000527, 2086.184507601666, 1537.8285788609114, 136.36934493590243, 27.26270525846388, 26.959582191448174, 70.0349717186355, 70.04439940961623, 2458.2898261914825, 896.8375778584647, 145.85430166067835, 33.56707711478361
2025 AUG 02 04:10:08, 807379876.872898, 3189.6920515887746, -2179.144746525001, 2078.966449888513, 1560.2628422421212, 136.34771843701827, 27.693340910831516, 27.386599510537163, 69.64901126804017, 69.65879054770078, 2463.3781660097675, 888.163805454037, 145.89586656098777, 34.03772778310171
2025 AUG 02 04:10:18, 807379887.2177255, 3181.101714181094, -2169.899241446535, 2071.565908012813, 1582.565308992678, 136.32809670673396, 28.123055665784083, 27.81279450827887, 69.25924076433384, 69.26848281118961, 2468.411249424848, 879.5475304469483, 145.93837032972962, 34.50614320905809
2025 AUG 02 04:10:28, 807379897.5625532, 3172.4289696677592, -2160.63786899688, 2063.962099677853, 1604.7509460103288, 136.31092813626861, 28.55220901351423, 28.238469591800317, 68.86496915441448, 68.87453969515711, 2473.365027807507, 871.0157961145704, 145.98183255142715, 34.97233182523124
2025 AUG 02 04:10:39, 807379907.9073807, 3163.6770726018576, -2151.3558904253678, 2056.1651342040764, 1626.8150142586485, 136.29603590760834, 28.98066924844625, 28.663549879199312, 68.46649002225783, 68.4764735884424, 2478.2523620155057, 862.5587469370912, 146.02627317109253, 35.43630224633341
2025 AUG 02 04:10:49, 807379918.2522082, 3154.8493347572185, -2142.0510030688188, 2048.1876018350185, 1648.746841944251, 136.283238974009, 29.408299431890846, 29.087845425145286, 68.06422153983573, 68.07357308454486, 2483.0903225427855, 854.1623278357258, 146.07171250347804, 35.89806331595764
2025 AUG 02 04:10:59, 807379928.5970359, 3145.9491251050786, -2132.730667302478, 2040.0067618979501, 1670.5667341653268, 136.27298070868721, 29.83545489908661, 29.51176432992433, 67.65736481733647, 67.66712017142393, 2487.851679402257, 845.8567971683892, 146.1181712416711, 36.357624072163695
2025 AUG 02 04:11:10, 807379938.9418634, 3136.979871728751, -2123.3878811919353, 2031.6459557659334, 1692.2568438819583, 136.26486844505283, 30.261829790398753, 29.93497652188156, 67.24668911874876, 67.25582211120427, 2492.566211775098, 837.6154118723477, 146.16567047171358, 36.814993720812986
2025 AUG 02 04:11:20, 807379949.2866911, 3127.9450619068666, -2114.0311144327343, 2023.0826742296047, 1713.8350672303718, 136.25936168098897, 30.68779167545603, 30.35784749145475, 66.83141948429173, 66.8409550820381, 2497.2080966874773, 829.4670468796866, 146.21423168390788, 37.270181664534604
