# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 AUG 05 08:49:07, 807655816.1831641, 2923.5058096026446, -411.3361956405292, 3179.624895053689, 1113.6271436242303, 97.37120232563517, 19.37785732824876, 19.15434042610424, 79.60828269666224, 79.61770491808737, 1774.4516536218323, 1196.09592721891, 102.00744295510287, 18.486119802055317
2025 AUG 05 08:49:17, 807655826.5279917, 2912.5242681900377, -407.50394055530256, 3168.71497607678, 1145.3006296350288, 97.32814503045556, 19.951580651802615, 19.722110419794653, 79.28241703489074, 79.29232925077147, 1777.9461786703323, 1184.338418917389, 102.08828824488894, 19.042272903529682
2025 AUG 05 08:49:28, 807655836.8728193, 2901.3813866038545, -403.66138622697883, 3157.539945144129, 1176.7158546285289, 97.28520299578867, 20.522669044014496, 20.28731396451646, 78.95138601127319, 78.96097802679759, 1781.4260779551219, 1172.5409189698605, 102.16963266371927, 19.59589489675408
2025 AUG 05 08:49:38, 807655847.2176468, 2890.0803070230418, -399.83127154517473, 3146.1020720988176, 1207.8723193642081, 97.24276915872613, 21.091083470320914, 20.849968885958567, 78.61479098315503, 78.62405126949984, 1784.8736625055199, 1160.7260193631732, 102.25149982247422, 20.146973021417164
2025 AUG 05 08:49:48, 807655857.5624745, 2878.624249566137, -396.03488260318403, 3134.4054889078884, 1238.7654096723284, 97.20121242760945, 21.6567921318056, 21.41001809933636, 78.27224266910625, 78.28194774892827, 1788.272322600526, 1148.9152519900922, 102.33391349674822, 20.695495428567632
2025 AUG 05 08:49:59, 807655867.907302, 2867.0165091188555, -392.24650593548074, 3122.4572951255245, 1269.3981801956513, 97.16005233552508, 22.219873924814095, 21.967541423926548, 77.9244601512002, 77.9337882189863, 1791.6521398188193, 1137.0834858959115, 102.41689758910972, 21.241451174242926
2025 AUG 05 08:50:09, 807655878.2521296, 2855.2604604862427, -388.5036630500683, 3110.260376403807, 1299.7643411107854, 97.11995785893114, 22.780262870754374, 22.522447647046533, 77.57066176106157, 77.5804248668821, 1794.9804732560642, 1125.268331114912, 102.50047614534483, 21.784830238800463
2025 AUG 05 08:50:19, 807655888.5969572, 2843.359559354088, -384.7803418745428, 3097.819725695912, 1329.8717164090392, 97.0804475228367, 23.338039555905933, 23.074900284825603, 77.2115879021189, 77.22093831045291, 1798.2879984048598, 1113.4441072436819, 102.58467337809107, 22.32562347343766
2025 AUG 05 08:50:30, 807655898.9417847, 2831.3173443629453, -381.11359246395205, 3085.1394983053897, 1359.711463582165, 97.04218779993491, 23.893143617268798, 23.62475879141302, 76.84644422971516, 76.85620659280471, 1801.5423693693888, 1101.6481749211475, 102.6695136897524, 22.863822507452763
2025 AUG 05 08:50:40, 807655909.2866124, 2819.1374367303283, -377.47721787962195, 3072.2257457775436, 1389.2885965127775, 97.00469100804193, 24.445657744413413, 24.172133945333798, 76.47597355674063, 76.48529174603408, 1804.774062113766, 1089.855099274661, 102.755021637701, 23.3994198775156
2025 AUG 05 08:50:50, 807655919.6314399, 2806.8235493438574, -373.9080174814406, 3059.0806668843225, 1418.5991987076018, 96.96863284265568, 24.995525433207348, 24.716970981476553, 76.09937983342229, 76.10908737873689, 1807.9514858497885, 1078.1015321387206, 102.84122199596652, 23.93240885702106
2025 AUG 05 08:51:01, 807655929.9762676, 2794.3794775317433, -370.37991188011085, 3045.7099972670608, 1447.6483917405085, 96.93352810411587, 25.542830276925795, 25.25938134383479, 75.71740772051815, 75.72663714996908, 1811.1048697216925, 1066.3623313064575, 102.92813971241715, 24.462783570949085
2025 AUG 05 08:51:11, 807655940.3210951, 2781.8091126879845, -366.92888243946965, 3032.1173186562028, 1476.4297334602977, 96.90004412910034, 26.087521312577294, 25.799260931102538, 75.32925721630599, 75.33885503815968, 1814.2032952774596, 1054.6735218113936, 103.0157999707681, 24.990538825667258
2025 AUG 05 08:51:21, 807655950.6659226, 2769.1164360622106, -363.54471819859134, 3018.306387318293, 1504.9481631003152, 96.86799668532097, 26.629648927928514, 26.33671545714676, 74.93528050477023, 74.94525698548071, 1817.261538304432, 1043.025461446872, 103.10422814803258, 25.515670252343092
2025 AUG 05 08:51:32, 807655961.0107503, 2756.30552780383, -360.2158222029558, 3004.283022142137, 1533.204384921112, 96.83716811659687, 27.169266985017934, 26.87177214716525, 74.53586438055696, 74.54530007503863, 1820.2952480718925, 1031.4076518312954, 103.1934498738429, 26.038174152949438
2025 AUG 05 08:51:42, 807655971.3555778, 2743.380562044488, -356.9785919894437, 2990.0500014713007, 1561.1938449813808, 96.8082509431267, 27.706327694985728, 27.40435705512976, 74.13017446818493, 74.13996843418333, 1823.2734230767119, 1019.8562789451349, 103.28349101274762, 26.558047525608906
2025 AUG 05 08:51:53, 807655981.7004055, 2730.3458193787933, -353.80616779165194, 2975.6116739299177, 1588.923489101033, 96.78074745186555, 28.240918379463228, 27.934612447432624, 73.71899213308693, 73.72822155619403, 1826.226846630789, 1008.3457574753728, 103.37437767100906, 27.075288081175145
2025 AUG 05 08:52:03, 807655992.045233, 2717.205679871156, -350.73390123500906, 2960.9707628805622, 1616.3891183297033, 96.75534159893338, 28.772995701755093, 28.46246872320309, 73.30149149785746, 73.31105539765129, 1829.1256670769292, 996.911165031806, 103.46613623195996, 27.589894132904018
2025 AUG 05 08:52:13, 807656002.3900605, 2703.964629462011, -347.75067391445884, 2946.1319667164626, 1643.593175017747, 96.73183624346154, 29.302615054030536, 28.987981675622507, 72.87804166865985, 72.88795120661715, 1831.9851737321944, 985.5424688539483, 103.55879335327418, 28.10186465522602
2025 AUG 05 08:52:24, 807656012.7348882, 2690.627266050844, -344.8446027303183, 2931.0998598603314, 1670.5381903147722, 96.71001660190953, 29.829833445533534, 29.511208658544096, 72.44904156518164, 72.4583339889303, 1834.8212499289937, 974.2290566210669, 103.65237596332807, 28.61119925113903
2025 AUG 05 08:52:34, 807656023.0797157, 2677.1982985624113, -342.05084723236166, 2915.876258869382, 1697.2217307416802, 96.69058226679363, 30.35461020281515, 30.032109766640566, 72.01364642296925, 72.02326294789081, 1837.6045750913804, 963.0055499603166, 103.74691129707684, 29.117898082351314
2025 AUG 05 08:52:44, 807656033.4245434, 2663.682548827708, -339.35774575649805, 2900.4655563691676, 1723.646429363797, 96.6733302868479, 30.877002740869212, 30.550742667723345, 71.57224111621836, 71.5821938223928, 1840.350883021094, 951.8615436707661, 103.84242692423965, 29.62196183995244
2025 AUG 05 08:52:55, 807656043.7693709, 2650.084960453558, -336.7530827412086, 2884.8711509153354, 1749.8163727054232, 96.65804564847066, 31.397069570044422, 31.06719330444026, 71.12523878661784, 71.13452604856154, 1843.0763784571675, 940.7861804633218, 103.93895067094401, 30.12339187462989
2025 AUG 05 08:53:05, 807656054.1141986, 2636.410592724664, -334.2713466012427, 2869.096420631713, 1775.7266159888522, 96.64542964289494, 31.914773087688005, 31.581370067221822, 70.67178060802819, 70.68138456536143, 1845.7524656579421, 929.8134349359251, 104.0365107666674, 30.622189961762647
