# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 NOV 09 09:10:58, 815951527.1826367, 1556.2360676916337, -817.3475924768269, -97.2565671642833, -3275.5400727738015, -173.21425457413739, -75.75290940780295, -75.89443902141441, 68.37732570887442, 68.38683635516998, 850.7979995870791, 823.3254490087617, -173.4121087196247, -76.10011737692592
2025 NOV 09 09:10:59, 815951528.1843061, 1551.982616888858, -815.8735577538608, -99.60998563709703, -3275.833338991773, -173.0392088277258, -75.77369241667661, -75.9150870254073, 68.30545030120341, 68.31464470645875, 848.6333692639763, 821.7496650056243, -173.22984218218485, -76.1167313023544
2025 NOV 09 09:11:00, 815951529.1859757, 1547.729589771649, -814.4028186532004, -101.9605995976417, -3276.1235294084863, -172.86388346940643, -75.79457655942291, -75.93556580247785, 68.23329957298633, 68.24214951303276, 846.472408489485, 820.1729086066427, -173.0471684588731, -76.13320126226324
2025 NOV 09 09:11:01, 815951530.1876451, 1543.477004192093, -812.9175242479639, -104.30995035404362, -3276.4149837918594, -172.68801677356086, -75.81530415301877, -75.95614591896957, 68.16017246515365, 68.17006189610517, 844.2996756641605, 818.6106470816937, -172.86409006935145, -76.149526765439
2025 NOV 09 09:11:02, 815951531.1893145, 1539.2248768041209, -811.4465183151638, -106.66490044754178, -3276.700405225534, -172.51138714491248, -75.83564235590121, -75.97632941200082, 68.0873368882667, 68.09708745546357, 842.1432844446257, 817.0347986421671, -172.68060933308757, -76.1657073971407
2025 NOV 09 09:11:03, 815951532.190984, 1534.9732228174887, -809.9830293952188, -109.01896337173036, -3276.9816697269353, -172.33439171204168, -75.8559967578921, -75.99626378796069, 68.01442290244998, 68.02360021385974, 839.9950283140242, 815.4536028778859, -172.49672867253216, -76.18174273171111
2025 NOV 09 09:11:04, 815951533.1926534, 1530.722063720533, -808.5170877244225, -111.37615043970428, -3277.2610862261786, -172.1566626218365, -75.87597778186648, -76.01607865018761, 67.94108374533018, 67.94995033211815, 837.8473265630779, 813.8746635635032, -172.31245057937423, -76.1976323285392
2025 NOV 09 09:11:05, 815951534.1943228, 1526.4714150843893, -807.0402545706274, -113.72549061935717, -3277.54107503011, -171.97887985740485, -75.896316365731, -76.03597849460145, 67.86680294978854, 67.87665976164101, 835.6890420947631, 812.3091540700129, -172.1277775206878, -76.2133757846437
2025 NOV 09 09:11:06, 815951535.1959924, 1522.221294100912, -805.5781054926887, -116.08442692490635, -3277.8148159254893, -171.80008022784833, -75.91596288792134, -76.05544554619814, 67.79289320604661, 67.80239053453212, 833.5487972526759, 810.7284777669234, -171.9427121626467, -76.22897262577965
2025 NOV 09 09:11:07, 815951536.1976618, 1517.9717196736492, -804.1171686299742, -118.44389276278532, -3278.085899084201, -171.620767431437, -75.93545733261608, -76.07475056529121, 67.71866363015327, 67.72784231914397, 831.4115757174764, 809.1476849376392, -171.75725697802247, -76.24442249339883
2025 NOV 09 09:11:08, 815951537.1993313, 1513.7227088656016, -802.6599844634922, -120.80130581695451, -3278.353804974692, -171.44115067456048, -75.95503950155212, -76.0938710248742, 67.64417901561711, 67.65294637342187, 829.2788194789363, 807.565363153033, -171.57141465418215, -76.25972493811629
2025 NOV 09 09:11:09, 815951538.2010007, 1509.4742809130873, -801.1882200027953, -123.15697610519992, -3278.6229596417916, -171.26101599580062, -75.97446782176522, -76.11309143255292, 67.56867776843261, 67.57847318130995, 827.1342745144481, 805.9977950608217, -171.38518796958866, -76.2748795223189
2025 NOV 09 09:11:10, 815951539.2026701, 1505.2264537551218, -799.7327625108388, -125.51887731109188, -3278.885600493911, -171.08013647769698, -75.993465742928, -76.1318724725598, 67.493566869028, 67.50299064084865, 825.0081431818319, 804.4148153163779, -171.19857960266415, -76.28988585524932
2025 NOV 09 09:11:11, 815951540.2043396, 1500.9792453576697, -798.278359493457, -127.88125256900234, -3279.1456286645202, -170.89875608371605, -76.01231360343799, -76.15049191805602, 67.4181224790436, 67.42723096578942, 822.8849371111729, 802.8319388198573, -171.01159225523682, -76.30474354006725
2025 NOV 09 09:11:12, 815951541.206009, 1496.7326755601646, -796.8281457164383, -130.24200018553165, -3279.402374896538, -170.7170602976291, -76.03124183306517, -76.16891533515003, 67.34244325183461, 67.35109091506682, 820.7667951801876, 801.2470610543941, -170.8242288394248, -76.31945214997111
2025 NOV 09 09:11:13, 815951542.2076784, 1492.4867612127978, -795.3633378876746, -132.60077977807097, -3279.6603643270437, -170.53485854098355, -76.05001769452828, -76.18743812665885, 67.2657269733743, 67.2753813180336, 818.636868372179, 799.6770615055229, -170.6364921985914, -76.3340112816387
2025 NOV 09 09:11:14, 815951543.209348, 1488.2415239839263, -793.9147774401134, -134.9656833258553, -3279.9118749675367, -170.3519426783958, -76.06836428327658, -76.20551985918162, 67.18940081648178, 67.19865143966192, 816.5252935444757, 798.0918370008537, -170.44838527351138, -76.34842052092267
2025 NOV 09 09:11:15, 815951544.2110174, 1483.9969825748476, -792.4677684756753, -137.33123755157285, -3280.160651761984, -170.1685307286898, -76.08655260672262, -76.22342857085984, 67.11275890892075, 67.12161430772271, 814.4172090423157, 796.506280161542, -170.25991095794208, -76.36267949469732
2025 NOV 09 09:11:16, 815951545.2126868, 1479.7531560187565, -791.0078637645308, -139.6921375962893, -3280.4103620396836, -169.98481908917438, -76.10484957615063, -76.24142809512935, 67.03509860834626, 67.04497863090815, 812.2980639792318, 794.9349752665947, -170.0710722733166, -76.37678779370557
2025 NOV 09 09:11:17, 815951546.2143563, 1475.510061822674, -789.5645973104668, -142.05924034223438, -3280.6535094469173, -169.80041146672943, -76.1227112461307, -76.25897741593604, 66.95784944343245, 66.9672928705302, 810.197666543704, 793.3481480332263, -169.88187229441456, -76.39074501364342
2025 NOV 09 09:11:18, 815951547.2160257, 1471.2677239972168, -788.1228764100903, -144.42698373752035, -3280.893928840493, -169.6155178055738, -76.14041675914063, -76.27635211389223, 66.88027973332964, 66.88929563270189, 808.1008001417166, 791.7610468199366, -169.69231403820498, -76.40455079019924
2025 NOV 09 09:11:19, 815951548.2176951, 1467.02616044581, -786.6827051169872, -146.79536517907283, -3281.131620617477, -169.43014151962208, -76.15796716315486, -76.29355156791945, 66.80238806795481, 66.81098514273533, 806.0074842850898, 790.1736864105446, -169.50240066100488, -76.41820472457177
2025 NOV 09 09:11:20, 815951549.2193646, 1462.7853893753543, -785.2300612126345, -149.15931141808449, -3281.370130086265, -169.24445555032395, -76.17562265415935, -76.31083211165071, 66.7234838212055, 66.73305694784719, 803.9036560303216, 788.6001627836752, -169.3121353076263, -76.43170643601208
2025 NOV 09 09:11:21, 815951550.221034, 1458.5454352829886, -783.7916411152771, -151.53110958128363, -3281.6025881557916, -169.05795136969414, -76.19260234458555, -76.32768378427241, 66.64491508490022, 66.65414395131972, 801.8169719609765, 787.0128576650208, -169.12152124296108, -76.44505554533954
