# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 NOV 04 03:21:58, 815498587.1825567, 2926.5287134946, -1034.6115987142564, -504.7712258540586, -3176.328986415456, -153.992957377043, -69.87767381347074, -70.07849929739741, 81.67755004544576, 81.68703145165993, 1724.5717496521968, 1232.2891398848622, -164.77996789373753, -71.7175303265516
2025 NOV 04 03:21:59, 815498588.1842262, 2921.837427362874, -1032.1203252423195, -504.7555812149107, -3177.1323232373966, -153.9391831804137, -69.91847417072361, -70.11894009944574, 81.6444804644767, 81.65385532399806, 1721.4698538284167, 1230.897722812265, -164.70253950488515, -71.75559191952
2025 NOV 04 03:22:00, 815498589.1858957, 2917.144058917803, -1029.6292584304974, -504.7406608664388, -3177.9333469966755, -153.88517048796047, -69.95923718710874, -70.15934353604351, 81.6113280643478, 81.62059709220601, 1718.3680149808913, 1229.5050117098301, -164.6248075490635, -71.79360981535699
2025 NOV 04 03:22:01, 815498590.1875651, 2912.4486113536896, -1027.1377581741142, -504.71042967127545, -3178.7347805111226, -153.83162443264226, -70.00010154291162, -70.19984714988394, 81.57773949877605, 81.58764083958569, 1715.250135910595, 1228.1271107006337, -164.54677047435624, -71.83158388883132
2025 NOV 04 03:22:02, 815498591.1892345, 2907.7510870713577, -1024.6471112566517, -504.69714947180853, -3179.5311514647883, -153.7771235816655, -70.04078817769226, -70.24017416638763, 81.54442391191289, 81.55421356600658, 1712.148615215257, 1226.731625355784, -164.46842673356025, -71.86951394553081
2025 NOV 04 03:22:03, 815498592.190904, 2903.051488363182, -1022.1566734702195, -504.6846054833419, -3180.3252134286963, -153.72238000159578, -70.08143706165183, -70.28046340903045, 81.5110244480528, 81.52070307310757, 1709.0471729792193, 1225.3348416533504, -164.3897747772653, -71.90739981233327
2025 NOV 04 03:22:04, 815498593.1925734, 2898.349818779427, -1019.6664458519119, -504.6727946965151, -3181.116968769249, -153.66739259260834, -70.12204809562724, -70.32071479276529, 81.47754061195884, 81.48710916461413, 1705.9458077970246, 1223.9367649898606, -164.3108130356426, -71.94524129597143
2025 NOV 04 03:22:05, 815498594.1942428, 2893.6460801571534, -1017.1764303752731, -504.66172414421425, -3181.9064179782076, -153.61215981576458, -70.1626211139419, -70.36092813632303, 81.44397211392456, 81.45343138595196, 1702.8445308147532, 1222.5373911485904, -164.2315399501291, -71.98303822186212
2025 NOV 04 03:22:06, 815498595.1959124, 2888.9402751054786, -1014.6866274616963, -504.65139660295284, -3182.6935627034964, -153.55668028126598, -70.20315596710174, -70.40110331619064, 81.41031856189619, 81.41966938619599, 1699.743345418692, 1221.1367192183895, -164.15195391017016, -72.0207904070201
2025 NOV 04 03:22:07, 815498596.1975818, 2884.2324071903986, -1012.1963955398792, -504.6256365286333, -3183.481140742946, -153.50167155229454, -70.24379376963121, -70.44138027495812, 81.37622075618076, 81.38621400868189, 1696.6260235876507, 1219.7509850292668, -164.07205335800742, -72.05849765898765
2025 NOV 04 03:22:08, 815498597.1992513, 2879.5224776303594, -1009.7070304574962, -504.6169752073704, -3184.2636497065937, -153.44568779130887, -70.28425058321004, -70.481477402819, 81.34239928026095, 81.352278933643, 1693.5252153732554, 1218.3475429709197, -163.99183669661628, -72.09615980224667
2025 NOV 04 03:22:09, 815498598.2009207, 2874.810490830906, -1007.217880259837, -504.60902992750874, -3185.0438643314756, -153.38945466361918, -70.32466911435846, -70.52153625266415, 81.30849081154702, 81.31825941269491, 1690.4244813200048, 1216.9428379854298, -163.9113023092438, -72.13377665838458
2025 NOV 04 03:22:10, 815498599.2025901, 2870.0964486253906, -1004.7289407870633, -504.6015790727644, -3185.8218227925886, -153.33298086845173, -70.36505113851493, -70.5615585798808, 81.27448993878394, 81.2841605716913, 1687.3236010241956, 1215.5370948278294, -163.83044861733364, -72.17134798131319
2025 NOV 04 03:22:11, 815498600.2042596, 2865.3803531832546, -1002.253709655849, -504.59454389599546, -3186.5933441191873, -153.27657866085923, -70.4054582664467, -70.60136262434243, 81.24042146465573, 81.24995446427597, 1684.223712761252, 1214.1291834658368, -163.749273950424, -72.20887366657918
2025 NOV 04 03:22:12, 815498601.205929, 2860.66220826239, -999.7651365337355, -504.58896097371, -3187.3666876532325, -153.21957955045065, -70.44575914719663, -70.64130539650769, 81.20625376134585, 81.21567493251254, 1681.1234211188125, 1212.720499789203, -163.66777672585116, -72.24635345226065
2025 NOV 04 03:22:13, 815498602.2075984, 2855.942016046044, -997.2767872776031, -504.584147346351, -3188.1377343453073, -153.1623235734063, -70.48602077254377, -70.68120891103193, 81.17199839880583, 81.18130851506373, 1678.0232689390625, 1211.3105099275608, -163.58595531554766, -72.28378717187742
2025 NOV 04 03:22:14, 815498603.209268, 2851.2197786435836, -994.7880210388314, -504.56401023656775, -3188.909200379342, -153.10553171905138, -70.52638507618846, -70.72121394190148, 81.13729461969407, 81.14724809713783, 1674.9071200775065, 1209.9153539853933, -163.50380803284284, -72.32117465290126
