# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2024 FEB 11 01:53:19, 760888468.1850172, 5888.055632570346, 464.1250855917697, 6352.180718162115, 5576.547222778169, -12.912909987540484, 67.53600168404859, 5.843886690662239, 62.1983160972059, 23.073794532786103, 23.083188633796528, 23.07849158329132, 8258664.421778704,  nan, 0.2003289486969164,  nan,  nan, 3.654608404260173,  nan, 124.2310667020828, 7.336674960322424e-15, 4.8071092843671106e-15,  nan, 1.982298456003981e-15, 1.8253274959181656e-21, 1.599451832683063e-26, 1.3185833461413906e-24, 1.982298456003981e-15,  nan, 8.337065215909941e-21, 0.3922064807256556, 726486.8143518463, 3502.357717797961, 0.3922064807256556, 726486.8143518463, 3502.357717797961, 74.91438525516669, 2455.9089729104635, 0.022417358770566, 0.2043993187145003, 3.730472087233711, 0.2043993187145003, 3.730472087233711,  nan,  nan,  nan,  nan, 4.064779271541379, 4.27637544523011e-06, 11.778792974654362, 150.8367524280957, 67.625, -12.875, 49.875, -61.875, 13.086260436835136, 58.55154193303566, -19.695740340893693, 68.61210248235146
2024 FEB 11 01:53:20, 760888469.1866866, 5888.286111123383, 463.9090027714474, 6352.195113894831, 5576.093129220827, -12.855269697968987, 67.50340421208894, 5.850267961760159, 62.19181407632222, 23.00677619109308, 23.016340553617844, 23.011558372355463, 8256908.93346938,  nan, 0.2003653564477365,  nan,  nan, 3.654741710337178,  nan, 124.67517695036015, 8.135741004532783e-15, 3.390176610658005e-15,  nan, 7.166989785348572e-16, 1.833346667974164e-21, 1.592591696860183e-26, 1.319038936557766e-24, 7.166989785348572e-16,  nan, 8.214137488411844e-21, 0.5565929256391174, 726486.8143518463, 1252.3609615688513, 0.5565929256391174, 726486.8143518463, 1252.3609615688513, 74.92115502940376, 2455.9089729104635, 0.022415217600623, 0.2044285049796489, 3.730472087233711, 0.2044285049796489, 3.730472087233711,  nan,  nan,  nan,  nan, 4.0675381316998, 4.20977804786686e-06, 11.745465413576737, 150.92154719816236, 67.625, -12.875, 49.875, -61.875, 13.084257177369055, 58.56250205829183, -19.607665157085037, 68.57474476267089
2024 FEB 11 01:53:21, 760888470.1883562, 5888.520245528901, 463.69378706978273, 6352.214032598684, 5575.645446857846, -12.797758493511004, 67.47079929664726, 5.856645683122257, 62.18531147767576, 22.93982220406291, 22.94954968270484, 22.944685943383877, 8257422.091215859,  nan, 0.2004020351849966,  nan,  nan, 3.654881736643144,  nan, 125.0097185981469, 8.752131010289096e-15, 3.301221614139651e-15,  nan, 4.444872085681507e-16, 1.841431833338585e-21, 1.585771548715696e-26, 1.3194860664807392e-24, 3.8256439562436605e-16,  nan, 8.093031844832593e-21, 0.5541529299421565, 2675209.62400305, 671.7734164150974, 0.5836875153886112, 1377203.434031551, 797.6437297129835, 73.67430879713697, 654.6394043375157, 0.0442194909451924, 0.204572144024298, 3.732735491932816, 0.204572144024298, 3.732735491932816,  nan,  nan,  nan,  nan, 4.070289669593513, 4.1442415205099205e-06, 11.712154453763524, 151.00626349793978, 67.375, -12.625, 49.875, -61.625, 13.08225465082585, 58.57345918207824, -19.519895481223887, 68.53733663068168
2024 FEB 11 01:53:22, 760888471.1900256, 5888.758011235124, 463.4794670961829, 6352.237478331307, 5575.204180129099, -12.740425549555209, 67.4381445233101, 5.863019857925394, 62.17880830587331, 22.872929163965004, 22.882837482543668, 22.877883323254338, 8256296.122180748,  nan, 0.2004388979796571,  nan,  nan, 3.655028457152236,  nan, 125.07652224183995, 8.916330743442121e-15, 4.425862139974985e-15,  nan, 1.4070238347104814e-15, 1.8495836649237006e-21, 1.5789911442046552e-26, 1.3199246973981118e-24, 1.4070238347104814e-15,  nan, 7.973722936207314e-21, 0.3974778011634573, 1377203.434031551, 2495.664079262812, 0.3974778011634573, 1377203.434031551, 2495.664079262812, 73.68206578274182, 654.6394043375157, 0.0442142332986548, 0.2046010741476593, 3.732735491932816, 0.2046010741476593, 3.732735491932816,  nan,  nan,  nan,  nan, 4.073033834369945, 4.079749565845287e-06, 11.678860643608884, 151.09090018649067, 67.375, -12.625, 49.875, -61.625, 13.0802528845686, 58.58441328823032, -19.432430245595334, 68.49987836511403
2024 FEB 11 01:53:23, 760888472.191695, 5889.001883906809, 463.26356718254567, 6352.265451089354, 5574.769334938068, -12.683498131189614, 67.40550759970829, 5.869390442574155, 62.17230458505223, 22.80626334133972, 22.81536485675957, 22.810814099049644, 8256430.862425157,  nan, 0.2004748024211501,  nan,  nan, 3.6551557577044704,  nan, 125.40835299448446, 9.6377446034619e-15, 1.2268285827040406e-14,  nan, 8.924096700857503e-15, 1.8578040546525573e-21, 1.5722516389715403e-26, 1.3203556351617621e-24, 8.924096700857503e-15,  nan, 7.856185458202262e-21, 0.211613365680876, 1377203.434031551, 15647.973497019342, 0.211613365680876, 1377203.434031551, 15647.973497019342, 73.68983603503604, 654.6394043375157, 0.0442089699308628, 0.2046300290115676, 3.732735491932816, 0.2046300290115676, 3.732735491932816,  nan,  nan,  nan,  nan, 4.0757705816798175, 4.016285977917536e-06, 11.64558445832654, 151.1754563068081, 67.375, -12.625, 49.875, -61.625, 13.078251826206508, 58.59536441009701, -19.34526825515423, 68.46237022202757
2024 FEB 11 01:53:24, 760888473.1933645, 5889.24701599767, 463.0509413685502, 6352.2979573662205, 5574.340915496028, -12.626451395150385, 67.37281859009826, 5.875757486681054, 62.165800300949705, 22.739504739273663, 22.74876049737433, 22.744132618324, 8255594.569222673,  nan, 0.2005136799021164,  nan,  nan, 3.655347502382959,  nan, 125.25561319354384, 9.292093963894547e-15, 3.263751569321413e-13,  nan, 3.2261683551435954e-13, 1.8660914385983578e-21, 1.5655501473548244e-26, 1.3207772525384343e-24, 3.2261683551435954e-13,  nan, 7.740394621710103e-21, 0.0443032892839657, 1377203.434031551, 559327.5783273956, 0.0443032892839657, 1377203.434031551, 559327.5783273956, 73.69761950350701, 654.6394043375157, 0.044203700891537, 0.2046587264217642, 3.732735491932816, 0.2046587264217642, 3.732735491932816,  nan,  nan,  nan,  nan, 4.078499863067849, 3.953834887880306e-06, 11.612326427505122, 151.25993076133744, 67.375, -12.625, 49.875, -61.625, 13.076251528591555, 58.60631252022549, -19.258408313320228, 68.42481245625864
2024 FEB 11 01:53:25, 760888474.1950339, 5889.49577164085, 462.8392251626703, 6352.33499680352, 5573.918926992476, -12.569579650431043, 67.34007954472122, 5.882120945332923, 62.15929547987953, 22.67280831077685, 22.68224298880865, 22.67752564979275, 8256194.463871717,  nan, 0.2005513841945549,  nan,  nan, 3.6555175542690064,  nan, 125.1534819768441, 9.067717813015162e-15, 1.999569423478108e-14,  nan, 1.5732319417747116e-14, 1.8744476422040414e-21, 1.558887743783484e-26, 1.3211903014847142e-24, 1.5732319417747116e-14,  nan, 7.626325814262171e-21, 0.1744209731164724, 1377203.434031551, 26973.337745205397, 0.1744209731164724, 1377203.434031551, 26973.337745205397, 73.70541608904486, 654.6394043375157, 0.0441984262631973, 0.2046873021695774, 3.732735491932816, 0.2046873021695774, 3.732735491932816,  nan,  nan,  nan,  nan, 4.081221633385354, 3.892380585918924e-06, 11.579087046236324, 151.34432254358316, 67.375, -12.625, 49.875, -61.625, 13.074251941258687, 58.61725764808037, -19.171849260713888, 68.38720533359134
2024 FEB 11 01:53:26, 760888475.1967034, 5889.748204290546, 462.6283696623129, 6352.376573952859, 5573.503375147403, -12.512861042040502, 67.3073128593377, 5.888480847098936, 62.152790113837376, 22.60617930930841, 22.61579052390656, 22.610984916607485, 8255873.348023049,  nan, 0.2005884258080544,  nan,  nan, 3.6556775703910818,  nan, 125.287917376291, 9.370741780578544e-15, 5.751210178526411e-15,  nan, 1.9394123645483058e-15, 1.882873440839465e-21, 1.552264251975553e-26, 1.3215947868322014e-24, 1.9394123645483058e-15,  nan, 7.513954952071952e-21, 0.3619874980617223, 1377203.434031551, 3288.922216451618, 0.3619874980617223, 1377203.434031551, 3288.922216451618, 75.10735307691172, 414.2891498059821, 0.0544324499525401, 0.2047157601415159, 3.732735491932816, 0.2047157601415159, 3.732735491932816,  nan,  nan,  nan,  nan, 4.083935842482237, 3.831907707052039e-06, 11.54586687590714, 151.42863048039405, 67.375, -12.625, 49.875, -61.375, 13.0722531160181, 58.628199767432406, -19.085589998454456, 68.34954911004185
2024 FEB 11 01:53:27, 760888476.1983728, 5890.004351141581, 462.41833589802303, 6352.422687039603, 5573.09426427409, -12.456272862960644, 67.27454044551578, 5.894837188157156, 62.14628421471588, 22.539622039959323, 22.54938630090233, 22.544504170430827, 8253927.997571092,  nan, 0.2006236899653452,  nan,  nan, 3.655804890881417,  nan, 125.39421259042828, 9.59661732699126e-15, 3.756196978713891e-15,  nan, 7.528775294572606e-16, 1.8913696062982716e-21, 1.5456794767553315e-26, 1.3219906966486756e-24, 7.528775294572606e-16,  nan, 7.403257879549086e-21, 0.5030794744232829, 1271071.6610951729, 1290.5551432258696, 0.5030794744232829, 1271071.6610951729, 1290.5551432258696, 75.11373274631063, 414.2891498059821, 0.0544276173436715, 0.2047441033153954, 3.732735491932816, 0.2047441033153954, 3.732735491932816,  nan,  nan,  nan,  nan, 4.0866424499524125, 3.7724009066944855e-06, 11.512666364151569, 151.512853677968, 67.375, -12.375, 49.875, -61.375, 13.070255001431262, 58.639138907659934, -18.99962916913397, 68.31184403098268
2024 FEB 11 01:53:28, 760888477.2000422, 5890.264078357333, 462.2092620521818, 6352.473340409515, 5572.691600089471, -12.399852608271924, 67.2417171161281, 5.901189997555097, 62.13977777567716, 22.47312572165384, 22.48309011422508, 22.47810791793946, 8253328.847171858,  nan, 0.2006591580806971,  nan,  nan, 3.655938410868284,  nan, 125.13607599881252, 9.031283556937377e-15, 3.420708026277557e-15,  nan, 3.5459120798971207e-16, 1.8999368173346747e-21, 1.5391331134102658e-26, 1.322377956692923e-24, 3.120599876806089e-16,  nan, 7.294211148726954e-21, 0.6137306553756009, 2265126.1691919183, 537.5414050026924, 0.6502416921749619, 1271071.6610951729, 601.3400290307967, 75.12012619904587, 414.2891498059821, 0.0544227768964987, 0.2048867481013803, 3.734999770252263, 0.2047723215845927, 3.732735491932816,  nan,  nan,  nan,  nan, 4.089341405559132, 3.7138452793840256e-06, 11.479486084459444, 151.59699093333467, 67.375, -12.375, 49.875, -61.375, 13.06825765061523, 58.65007504154407, -18.91396568843888, 68.27409035468818
