# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2025 MAR 20 23:40:54, 795786123.1856099, 747.1206018427633, 776.4856744829863, 1523.6062763257496, 1335.440369585158, 94.09989878072972, 64.36975378273358, 93.93207720355042, 64.5781206153708, 61.2335929600298, 61.22460576864475, 61.22909936433727, 4474386.771873836,  nan, 0.1087032984170102,  nan,  nan, 2.8694809586522,  nan, 125.0309677822568, 8.806261715346532e-15, 6.802212182633874e-14,  nan, 6.768749277467414e-14,  4.1668967769625696e-21, 1.446496719487466e-25,  1.4909556142375638e-24, 6.768749277467414e-14,  nan, 1.469872571285769e-17, 0.0500135460642563, 1479515.0186975088, 476835.9065691747, 0.0500135460642563, 1479515.0186975088, 476835.9065691747, 89.08341311366038, 512613.2113162592, 0.0013972426244514, 0.0710604692446911, 2.3250133196519127, 0.0710604692446911, 2.3250133196519127,  nan,  nan,  nan,  nan, 0.0169129288211352, 0.1039151079330887, 80.46370616955953, 79.32569976761212, 64.375, 94.125, 49.875, 55.875, 100.3574276553147, 54.97222910798748, 80.8712843889799, 73.58054442404752
2025 MAR 20 23:40:55, 795786124.1872793, 745.542425462917, 774.8520636957157, 1520.3944891586327, 1331.3635946174863, 94.15089703688604, 64.40980356459225, 93.98428078202996, 64.6177934893622, 61.134855461760445, 61.12604545975504, 61.13045046075774, 4486109.4936818285,  nan, 0.1087778467640807,  nan,  nan, 2.867841154965369,  nan, 124.97796943845503, 8.697644420981043e-15, 1.075721401082325e-15,  nan, 6.68457860736754e-16,  4.035308890660434e-21, 1.4617211834938678e-25,  1.4867918527556526e-24, 6.68457860736754e-16,  nan, 1.467891531428234e-17, 0.3192613049074833, 1479515.0186975088, 4600.954060839301, 0.3192613049074833, 1479515.0186975088, 4600.954060839301, 89.1069138161298, 512613.2113162592, 0.0013972154706473, 0.0712503151464802, 2.3250133196519127, 0.0712503151464802, 2.3250133196519127,  nan,  nan,  nan,  nan, 0.0168347880338178, 0.1036211705860427, 80.49696227278898, 79.35479018541572, 64.375, 94.125, 49.875, 55.875, 100.36299385495842, 55.035507281866735, 81.02089686658886, 73.60577457291956
2025 MAR 20 23:40:56, 795786125.1889489, 743.9687489308691, 773.2196092606952, 1517.1883581915642, 1327.288618589305, 94.20204650462276, 64.44985183286646, 94.03663781322004, 64.65743719380605, 61.03578289273696, 61.02711409988408, 61.03144849631052, 4497050.205695125,  nan, 0.1088881309991936,  nan,  nan, 2.866735703110909,  nan, 126.99425017968188, 2.554523624574836e-14, 7.877607387368269e-16,  nan, 3.2577472363066044e-16,  3.9082337686592745e-21, 1.4771551443034293e-25,  1.4826291214407313e-24, 7.038738680583222e-17,  nan, 1.4659411829393118e-17, 0.6871318957789706, 1479515.0186975088, 473.331717959737, 0.4941146629151563, 468018.9262629223, 2184.337033776954, 89.1303918007496, 512613.2113162592, 0.0013971890479366, 0.0714405688930852, 2.3250133196519127, 0.0714405688930852, 2.3250133196519127,  nan,  nan,  nan,  nan, 0.0167571528364069, 0.1033274907607125, 80.53014273611622, 79.38392695620979, 64.375, 94.375, 49.875, 55.875, 100.36859054443276, 55.0987846738577, 81.17096876513533, 73.63089266630269
2025 MAR 20 23:40:57, 795786126.1906183, 742.399151314299, 771.5887780955384, 1513.9879294098373, 1323.2154717149112, 94.2533124459352, 64.48988341703942, 94.089148891238, 64.69705164303551, 60.93634561353684, 60.92783884887295, 60.93209223120489, 4509314.824194269,  nan, 0.1089799596950449,  nan,  nan, 2.865355970368615,  nan, 134.74316427611635, 8.882890891317318e-14, 1.1121169588640894e-15,  nan, 5.242418921810804e-16,  3.7855209174282765e-21, 1.492801933276752e-25,  1.4784675317732761e-24, 5.242418921810804e-16,  nan, 1.464021608029009e-17, 0.4228249898556195, 468018.9262629223, 3433.1944420721816, 0.4228249898556195, 468018.9262629223, 3433.1944420721816, 89.15384753479235, 512613.2113162592, 0.0013971633537206, 0.0716312283309626, 2.3250133196519127, 0.0716312283309626, 2.3250133196519127,  nan,  nan,  nan,  nan, 0.0166800217471144, 0.1030340667779525, 80.56324671261417, 79.41311044797585, 64.375, 94.375, 49.875, 55.875, 100.37421788063293, 55.162061209070025, 81.32150010931579, 73.65589818346513
2025 MAR 20 23:40:58, 795786127.1922877, 740.8338146385927, 769.9594324981011, 1510.793247136694, 1319.1441831562613, 94.30471454496686, 64.52990474293911, 94.1418146340918, 64.73663676342709, 60.83655407801725, 60.828208088118586, 60.83238108306792, 4520662.498980288,  nan, 0.1090628402648402,  nan,  nan, 2.863815508090151,  nan, 134.44754851410897, 8.225854943887626e-14, 8.243468663170249e-16,  nan, 1.7664537284357763e-16,  3.667023792944004e-21, 1.5086649191086238e-25,  1.474307184913844e-24, 1.5341660956459703e-16,  nan, 1.4621328902119252e-17, 0.6259856240930664, 558181.8210798753, 1003.7145337070144, 0.6186893589361645, 468018.9262629223, 1129.8386806113222, 89.17728149129486, 512613.2113162592, 0.0013971383854541, 0.0720119349986572, 2.3272673437361204, 0.0718222900005407, 2.3250133196519127,  nan,  nan,  nan,  nan, 0.0166033932739478, 0.1027408968387086, 80.59627335657068, 79.44234104361078, 64.375, 94.375, 49.875, 55.875, 100.37987602811104, 55.225336833095774, 81.47249095141055, 73.68079061030674
2025 MAR 20 23:40:59, 795786128.1939572, 739.2862994417967, 768.3180581875931, 1507.6043576293898, 1315.0747823890729, 94.3560378458707, 64.57016199473742, 94.1946356582882, 64.77619248219692, 60.73725682839813, 60.72739351954698, 60.73232517397256, 4533489.277276231,  nan, 0.1091429427952769,  nan,  nan, 2.8622424766834493,  nan, 134.60210618418174, 8.492386494745657e-14, 2.4669547964192885e-15,  nan, 1.946209710692009e-15,  3.552599514561588e-21, 1.5247471113706614e-25,  1.4701480418854817e-24, 1.946209710692009e-15,  nan, 1.4602751145183666e-17, 0.2615126305259928, 558181.8210798753, 12438.42267196062, 0.2615126305259928, 558181.8210798753, 12438.42267196062, 89.20069413726954, 512613.2113162592, 0.0013971141406579, 0.0722032695700013, 2.3272673437361204, 0.0722032695700013, 2.3272673437361204,  nan,  nan,  nan,  nan, 0.0165272659325966, 0.1024479791407703, 80.6292218157312, 79.47161912950159, 64.625, 94.375, 49.875, 55.875, 100.38556514696268, 55.2886114933094, 81.62394131727795, 73.70556943288273
2025 MAR 20 23:41:00, 795786129.1956266, 737.7292515944015, 766.6920527064615, 1504.421304300863, 1311.0073004309008, 94.40772036033026, 64.61015765067404, 94.24761256697894, 64.81571871153426, 60.636740579076296, 60.62706259870808, 60.63190158889219, 4543950.399546236,  nan, 0.1092368366590653,  nan,  nan, 2.8608734159182725,  nan, 134.27505390456548, 7.840653303090987e-14, 1.4026238727823208e-14,  nan, 1.3485640241785295e-14,  3.442110306698529e-21, 1.5410528655724708e-25,  1.4659905048064865e-24, 1.3485640241785295e-14,  nan, 1.4584483691871793e-17, 0.1219618226111102, 558181.8210798753, 84191.63981852567, 0.1219618226111102, 558181.8210798753, 84191.63981852567, 89.22408592799881, 512613.2113162592, 0.0013970906169241, 0.0723950208730755, 2.3272673437361204, 0.0723950208730755, 2.3272673437361204,  nan,  nan,  nan,  nan, 0.0164516382838444, 0.1021553119555577, 80.6620912150619, 79.50094508791635, 64.625, 94.375, 49.875, 55.875, 100.3912853986746, 55.35188511400158, 81.77585115705281, 73.73023412743059
2025 MAR 20 23:41:01, 795786130.197296, 736.1765239762211, 765.0676100106515, 1501.2441339868726, 1306.9417674906838, 94.45954169486438, 64.6501427409527, 94.30074598507602, 64.85521537693218, 60.53586824852248, 60.52637324206755, 60.53112074529501, 4554760.842376499,  nan, 0.1093276898255699,  nan,  nan, 2.859466788737662,  nan, 134.6413237086341, 8.584462073949899e-14, 1.1328121067920409e-15,  nan, 3.6346074784122243e-16,  3.3354212146901476e-21, 1.5575853047419086e-25,  1.4618345303455367e-24, 3.6346074784122243e-16,  nan, 1.4566527432070523e-17, 0.478186834303818, 558181.8210798753, 2216.464949072556, 0.478186834303818, 558181.8210798753, 2216.464949072556, 89.24745732664306, 512613.2113162592, 0.0013970678118943, 0.0725871642837498, 2.3272673437361204, 0.0725871642837498, 2.3272673437361204,  nan,  nan,  nan,  nan, 0.0163765088764019, 0.1018628934418091, 80.6948806814874, 79.53031931543863, 64.625, 94.375, 49.875, 55.875, 100.39703694928066, 55.41515764122644, 81.92822044685191, 73.75478417819966
2025 MAR 20 23:41:02, 795786131.1989655, 734.6281187132892, 763.4447736575089, 1498.072892370798, 1302.878213891784, 94.51150304229166, 64.69011684775539, 94.35403653771723, 64.89468240365136, 60.434638368002034, 60.425325407731584, 60.42998188786681, 4566183.953427917,  nan, 0.1094122436659923,  nan,  nan, 2.857933871432776,  nan, 134.84859848129747, 9.027024584164565e-14, 1.8800962979758478e-15,  nan, 1.1287764554314166e-15,  3.232401580956083e-21, 1.5743480495928556e-25,  1.457680226007908e-24, 1.1287764554314166e-15,  nan, 1.4548883278458934e-17, 0.358800703767528, 285434.5019883004, 6703.835114079835, 0.358800703767528, 285434.5019883004, 6703.835114079835, 89.27080878856849, 512613.2113162592, 0.0013970457232762, 0.0727796965175822, 2.3272673437361204, 0.0727796965175822, 2.3272673437361204,  nan,  nan,  nan,  nan, 0.0163018762745442, 0.1015707217245224, 80.72758933180926, 79.55974221559629, 64.625, 94.625, 49.875, 55.875, 100.40281996378582, 55.47842902219885, 82.08104913439695, 73.77921906808425
2025 MAR 20 23:41:03, 795786132.200635, 733.0840765256016, 761.8235508913925, 1494.9076274169945, 1298.816671944008, 94.56360495522188, 64.73008020869288, 94.4074847947278, 64.93411969299584, 60.33305166008814, 60.32391707030057, 60.32848436519436, 4578281.922728909,  nan, 0.1095022098434102,  nan,  nan, 2.8564916199164943,  nan, 134.7763507390394, 9.1029584351838e-14, 1.6298391349407108e-15,  nan, 7.496476125278353e-16,  3.132924692565393e-21, 1.5913447764304612e-25,  1.4535277104452767e-24, 7.496476125278353e-16,  nan, 1.453155220039587e-17, 0.4191443138363461, 285434.5019883004, 4347.40507962424, 0.4191443138363461, 285434.5019883004, 4347.40507962424, 89.29414072571997, 512613.2113162592, 0.0013970243488739, 0.0729726140512547, 2.3272673437361204, 0.0729726140512547, 2.3272673437361204,  nan,  nan,  nan,  nan, 0.016227739183745, 0.101278794637282, 80.7602162173041, 79.58921422454482, 64.625, 94.625, 49.875, 55.875, 100.40863454244064, 55.541699166860745, 82.23433708954788, 73.80353827239193
