# lat_index, lat_min [rad], lat_max [rad], S_latcirc [km^2]
0,0.0,0.004363323129985824,689.8709693719568
1,0.004363323129985824,0.008726646259971648,2069.5993114983085
2,0.008726646259971648,0.013089969389957472,3449.28686410956
3,0.013089969389957472,0.017453292519943295,4828.906435320904
4,0.017453292519943295,0.02181661564992912,6208.430834935368
5,0.02181661564992912,0.026179938779914945,7587.832875118798
6,0.026179938779914945,0.030543261909900768,8967.085371074692
7,0.030543261909900768,0.03490658503988659,10346.16114171894
8,0.03490658503988659,0.039269908169872414,11725.033010354216
9,0.039269908169872414,0.04363323129985824,13103.67380534423
10,0.04363323129985824,0.04799655442984406,14482.056360787616
11,0.04799655442984406,0.05235987755982989,15860.153517191555
12,0.05235987755982989,0.05672320068981571,17237.93812214483
13,0.05672320068981571,0.061086523819801536,18615.38303099089
14,0.061086523819801536,0.06544984694978735,19992.461107499905
15,0.06544984694978735,0.06981317007977318,21369.145224540924
16,0.06981317007977318,0.07417649320975901,22745.408264752736
17,0.07417649320975901,0.07853981633974483,24121.223121215044
18,0.07853981633974483,0.08290313946973066,25496.56269811873
19,0.08290313946973066,0.08726646259971647,26871.399911434553
20,0.08726646259971647,0.0916297857297023,28245.707689583167
21,0.0916297857297023,0.09599310885968812,29619.45897410187
22,0.09599310885968812,0.10035643198967395,30992.626720313376
23,0.10035643198967395,0.10471975511965978,32365.18389799094
24,0.10471975511965978,0.1090830782496456,33737.103492024995
25,0.1090830782496456,0.11344640137963143,35108.358503088035
26,0.11344640137963143,0.11780972450961724,36478.92194829745
27,0.11780972450961724,0.12217304763960307,37848.7668618801
28,0.12217304763960307,0.1265363707695889,39217.8662958326
29,0.1265363707695889,0.1308996938995747,40586.19332058328
30,0.1308996938995747,0.13526301702956053,41953.72102565276
31,0.13526301702956053,0.13962634015954636,43320.42252031026
32,0.13962634015954636,0.1439896632895322,44686.270934233806
33,0.1439896632895322,0.14835298641951802,46051.23941816543
34,0.14835298641951802,0.15271630954950383,47415.30114456632
35,0.15271630954950383,0.15707963267948966,48778.429308272374
36,0.15707963267948966,0.16144295580947549,50140.597127143876
37,0.16144295580947549,0.16580627893946132,51501.77784271986
38,0.16580627893946132,0.17016960206944712,52861.94472086635
39,0.17016960206944712,0.17453292519943295,54221.07105242692
40,0.17453292519943295,0.17889624832941878,55579.1301538666
41,0.17889624832941878,0.1832595714594046,56936.09536792088
42,0.1832595714594046,0.18762289458939044,58291.94006423833
43,0.18762289458939044,0.19198621771937624,59646.637640023204
44,0.19198621771937624,0.19634954084936207,61000.161520678485
45,0.19634954084936207,0.2007128639793479,62352.48516044158
46,0.2007128639793479,0.20507618710933373,63703.582043026
47,0.20507618710933373,0.20943951023931956,65053.42568225561
48,0.20943951023931956,0.21380283336930536,66401.98962269913
49,0.21380283336930536,0.2181661564992912,67749.2474403049
50,0.2181661564992912,0.22252947962927702,69095.17274302767
51,0.22252947962927702,0.22689280275926285,70439.73917146192
52,0.22689280275926285,0.23125612588924865,71782.9203994666
53,0.23125612588924865,0.23561944901923448,73124.69013479327
54,0.23561944901923448,0.2399827721492203,74465.02211970495
55,0.2399827721492203,0.24434609527920614,75803.89013160235
56,0.24434609527920614,0.24870941840919197,77141.26798364102
57,0.24870941840919197,0.2530727415391778,78477.12952534952
58,0.2530727415391778,0.25743606466916363,79811.44864324479
59,0.25743606466916363,0.2617993877991494,81144.1992614447
60,0.2617993877991494,0.26616271092913524,82475.35534228443
61,0.26616271092913524,0.27052603405912107,83804.89088691544
62,0.27052603405912107,0.2748893571891069,85132.77993592276
63,0.2748893571891069,0.2792526803190927,86458.99656992473
64,0.2792526803190927,0.28361600344907856,87783.51491017654
