# MEX_intpoint_lon [deg], MEX_intpoint_lat [deg], MEX_intpoint_angle [deg], TGO_intpoint_lon [deg], TGO_intpoint_lat [deg], TGO_intpoint_angle [deg] 
-80.97055868283584, 54.96436708759216, 56.714355255816216, -96.32763547901007, 58.99334476906267, 62.518056871618825 
-81.88773104713334, 55.14212239538806, 56.71286410473811, -97.12274817433064, 59.219350938570294, 62.51581724418387 
-82.80857850235407, 55.32062741716241, 56.71137025515251, -97.9216013857662, 59.44680787160489, 62.51357315494406 
-83.73318411162111, 55.499839017924806, 56.70987416876689, -98.72432055816151, 59.675678256538276, 62.51132529750851 
-84.66163218398431, 55.67971337142971, 56.708376310865496, -99.53103535354792, 59.90592407816444, 62.50907437135647 
-85.59400826165374, 55.86020594934611, 56.70687715015868, -100.3418798048167, 60.13750659344407, 62.50682108161098 
-86.5303991043205, 56.04127151028179, 56.70537715862748, -101.15699247510133, 60.37038630587159, 62.50456613880515 
-87.47089267034667, 56.22286408868226, 56.70387681136383, -101.9765166230067, 60.604522938394695, 62.50231025864116 
-88.41557809459614, 56.40493698362642, 56.702376586406245, -102.80060037381364, 60.83987540481412, 62.500054161741694 
-89.3645456626645, 56.587442747543484, 56.700876964571215, -103.62939689677393, 61.0764017795866, 62.497798573394626 
-90.31788678125511, 56.770333174878544, 56.69937842928017, -104.46306458859605, 61.31405926595167, 62.49554422329032 
-91.27569394443483, 56.95355929073687, 56.69788146638234, -105.30176726320147, 61.55280416229849, 62.49329184525205 
-92.23806069549099, 57.137071339539986, 56.69638656397354, -106.14567434780916, 61.79259182668552, 62.49104217695982 
-93.20508158409827, 57.320818773730075, 56.694894212210656, -106.99496108537869, 62.0333766394219, 62.488795959667314 
-94.17685211849098, 57.50475024256227, 56.693404903122634, -107.84980874340799, 62.275111963615984, 62.4865539379125 
-95.15346871232461, 57.68881358102856, 56.69191913041722, -108.71040482904586, 62.51775010359219, 62.48431685922176 
-96.13502862589664, 57.87295579896037, 56.69043738928421, -109.57694331043213, 62.76124226107395, 62.48208547380799 
-97.12162990138609, 58.057123070361236, 56.688960176195145, -110.44962484412784, 63.00553848902677, 62.47986053426256 
-98.11337129175814, 58.24126072302538, 56.68748798869931, -111.32865700843543, 63.25058764305161, 62.47764279524168 
-99.1103521829707, 58.425313228502304, 56.68602132521654, -112.21425454234048, 63.496337330216114, 62.475433013146834 
-100.11267250910753, 58.609224192472276, 56.68456068482678, -113.10663958972386, 63.742733855207184, 62.473231945800165 
-101.12043266005551, 58.79293634560281, 56.6831065670565, -114.00604194840211, 63.989722163686444, 62.47104035211437 
-102.13373338133343, 58.976391534961216, 56.68165947166221, -114.91269932344586, 64.23724578272741, 62.468858991757656 
-103.15267566567468, 59.15953071606373, 56.68021989841111, -115.82685758410618, 64.48524675821167, 62.46668862481418 
-104.1773606359598, 59.34229394564761, 56.67878834685912, -116.7487710235393, 64.73366558905981, 62.46453001143954 
-105.2078894190926, 59.524620375257946, 56.67736531612631, -117.67870262036352, 64.98244115817344, 62.4623839115124 
-106.24436301041274, 59.70644824574753, 56.675951304670164, -118.61692430090426, 65.23151065996474, 62.46025108428155 
-107.28688212823842, 59.88771488279372, 56.67454681005632, -119.56371720078062, 65.48080952435215, 62.4581322880098 
-108.33554705813904, 60.06835669354312, 56.67315232872768, -120.51937192426068, 65.7302713371047, 62.45602827961378 
-109.39045748654388, 60.248309164500625, 56.67176835577126, -121.48418879955585, 65.97982775642224, 62.45393981430079 
-110.45171232330624, 60.42750686078681, 56.67039538468356, -122.45847812793716, 66.22940842564635, 62.45186764520243 
-111.51940951285658, 60.60588342689306, 56.66903390713442, -123.44256042423416, 66.47894088200641, 62.44981252300559 
-112.59364583360036, 60.78337158907141, 56.667684412729365, -124.43676664591715, 66.7283504613178, 62.44777519558106 
-113.67451668523988, 60.95990315950188, 56.66634738877096, -125.4414384075608, 66.97756019856494, 62.44575640760981 
-114.76211586373168, 61.13540904238654, 56.66502332001892, -126.45692817704145, 67.22649072432155, 62.44375690020744 
-115.85653532362748, 61.30981924212601, 56.66371268844976, -127.48359944932507, 67.47506015698411, 62.44177741054713 
-116.95786492758995, 61.4830628737393, 56.662415973015484, -128.52182689315535, 67.72318399082387, 62.43981867148115 
-118.06619218292506, 61.655068175694424, 56.661133649402004, -129.5719964653479, 67.97077497989699, 62.4378814111615 
-119.18160196503088, 61.825762525321196, 56.65986618978732, -130.63450548673674, 68.21774301789361, 62.43596635265974 
-120.30417622772832, 61.995072456982854, 56.65861406259959, -131.70976267309464, 68.46399501405533, 62.43407421358665 
-121.43399370051314, 62.16292368318697, 56.65737773227537, -132.79818811356216, 68.70943476534721, 62.432205705711525 
-122.57112957285219, 62.32924111881866, 56.65615765901815, -133.90021318827075, 68.95396282513668, 62.4303615345821 
-123.71565516573841, 62.49394890868201, 56.65495429855745, -135.01628041592582, 69.19747636870852, 62.42854239914447 
-124.86763759082024, 62.65697045853604, 56.653768101908625, -136.14684322113794, 69.43986905603327, 62.42674899136462 
-126.02713939753303, 62.81822846981172, 56.652599515133616, -137.29236561025027, 69.68103089230823, 62.42498199585051 
-127.19421820877974, 62.97764497819548, 56.65144897910283, -138.4533217433148, 69.92084808690468, 62.42324208947608 
-128.36892634583873, 63.13514139626063, 56.65031692925818, -139.6301953887335, 70.15920291148747, 62.421529941006824 
-129.55131044331625, 63.290638560324666, 56.64920379537793, -140.82347924590886, 70.39597355821947, 62.41984621072779 
-130.74141105511058, 63.44405678170313, 56.64811000134297, -142.03367412006526, 70.63103399913078, 62.418191550073736 
-131.93926225251042, 63.59531590252243, 56.64703596490517, -143.2612879322264, 70.86425384791649, 62.41656660126257 
-133.14489121571802, 63.74433535624342, 56.64598209745775, -144.5068345462013, 71.09549822563343, 62.4149719969313 
-134.35831782025699, 63.89103423303453, 56.644948803808, -145.77083239337034, 71.32462763199152, 62.413408359775914 
-135.57955421990548, 64.03533135011776, 56.64393648195254, -147.05380287513043, 71.55149782418384, 62.411876302194855 
-136.80860442797467, 64.17714532719245, 56.6429455228551, -148.35626852210098, 71.77595970546746, 62.4103764259366 
-138.0454638989412, 64.31639466702195, 56.64197631022739, -149.67875088868615, 71.99785922599597, 62.40890932175142 
-139.2901191126239, 64.4529978412434, 56.641029220312944, -151.0217681614025, 72.21703729871246, 62.4074755690482 
-140.54254716328217, 64.58687338143537, 56.640104621674055, -152.3858324596172, 72.43332973343416, 62.40607573555611 
-141.80271535619195, 64.71793997544845, 56.63920287498257, -153.77144680809528, 72.64656719259602, 62.40471037699146 
-143.07058081442835, 64.84611656897158, 56.63832433281391, -155.17910176214346, 72.85657517246143, 62.40338003673031 
-144.34609009874669, 64.97132247227134, 56.63746933944512, -156.60927166829396, 73.06317401395, 62.40208524548705 
-145.62917884360397, 65.09347747200479, 56.63663823065681, -158.06241054652259, 73.26617894756328, 62.40082652099914 
-146.91977141249484, 65.21250194796428, 56.635831333539294, -159.53894758409072, 73.46540017719998, 62.39960436771821 
-148.217780575889, 65.32831699457094, 56.635048966303174, -161.0392822363724, 73.66064300792742, 62.39841927650826 
-149.52310721514473, 65.44084454688813, 56.63429143809419, -162.56377893661906, 73.85170802299987, 62.39727172435049 
-150.83564005583338, 65.55000751087864, 56.633559048812984, -164.11276142463447, 74.03839131556964, 62.396162174055945 
-152.15525543393832, 65.65572989758202, 56.63285208893949, -165.68650671387817, 74.22048478059797, 62.395091073985455 
-153.4818170983846, 65.75793696083795, 56.632170839362566, -167.2852387276327, 74.39777647242171, 62.39405885777756 
-154.81517605331064, 65.85655533813261, 56.631515571214535, -168.90912164755167, 74.57005103323786, 62.393065944084306 
-156.15517044340453, 65.95151319409446, 56.6308865457111, -170.558253032069, 74.73709019740834, 62.39211273631602 
-157.50162548549744, 66.04274036611731, 56.63028401399678, -172.23265677762413, 74.89867337593537, 62.39119962239396 
-158.85435344942795, 66.13016851154018, 56.629708216995816, -173.93227601215398, 75.05457832468548, 62.39032697451242 
-160.2131536909644, 66.21373125576876, 56.62915938526886, -175.65696602741485, 75.20458189893182, 62.38949514890935 
-161.57781273929893, 66.2933643406798, 56.62863773887553, -177.40648737387787, 75.34846089551796, 62.388704485646834 
-162.94810444130349, 66.36900577261075, 56.628143487242795, -179.18049925850056, 75.48599298241709, 62.387955308400656 
-164.32379016436778, 66.44059596920303, 56.627676829039714, 179.02144659920893, 75.61695771366972, 62.38724792425964 
-165.70461905922411, 66.50807790433656, 56.6272379520581, 177.19991148469794, 75.74113762564278, 62.386582623535006 
-167.09032838370584, 66.57139725037086, 56.62682703309967, 175.35557440201623, 75.85831940829647, 62.38595967957977 
-168.48064388789157, 66.63050251689026, 56.62644423786967, 173.48923580138796, 75.96829514271495, 62.38537934861813 
-169.87528026055745, 66.685345185141, 56.626089720876784, 171.60182013927013, 76.07086359362042, 62.384841869585706 
-171.27394163630578, 66.73587983734669, 56.62576362533994, 169.69437709675867, 76.16583154302593, 62.38434746397994 
-172.676322162163, 66.78206428009392, 56.62546608310162, 167.76808129679233, 76.25301514869248, 62.383896335721424 
-174.08210662185354, 66.82385966099538, 56.62519721454798, 165.82423038297426, 76.33224130874859, 62.38348867102592 
-175.49097111536642, 66.86123057786094, 56.62495712853593, 163.86424135309073, 76.4033490118296, 62.38312463828754 
-176.90258379084744, 66.8941451796397, 56.62474592232704, 161.8896450782213, 76.46619065051965, 62.38280438797278 
-178.31660562528234, 66.92257525843685, 56.624563681528365, 159.90207898286445, 76.52063327485159, 62.382528052525906 
-179.73269124989167, 66.94649633195947, 56.624410480040524, 157.90327791137997, 76.56655976224171, 62.38229574628543 
178.84951018434973, 66.96588771580161, 56.62428638001261, 155.89506325942202, 76.60386988058805, 62.38210756541218 
177.4303541061224, 66.98073258504631, 56.62419143180442, 153.87933050361798, 76.63248122239544, 62.3819635878285 
176.01019959356748, 66.99101802473164, 56.624125673955795, 151.85803531596278, 76.65232998971736, 62.381863873169166 
174.58940842030836, 66.99673506880815, 56.62408913316303, 149.83317849852477, 76.66337161239622, 62.381808462743734 
173.16834408379623, 66.99787872729651, 56.62408182426268, 147.80679001644316, 76.6655811854658, 62.381797379510395 
171.74737082230334, 66.99444800144165, 56.624103750222524, 145.7809124404342, 76.65895371553654, 62.38183062806151 
170.32685262702546, 66.98644588674937, 56.62415490213974, 143.75758413217295, 76.6435041703658, 62.38190819462071 
168.90715225581638, 66.97387936388232, 56.62423525924628, 141.73882251565638, 76.61926733044093, 62.382030047051586 
167.4886302550564, 66.95675937748425, 56.62434478892159, 139.72660777438963, 76.5862974460789, 62.38219613487798 
166.07164399605728, 66.93510080309146, 56.62448344671249, 137.72286729817327, 76.54466770807335, 62.38240638931596 
164.65654673222846, 66.90892240237939, 56.62465117636023, 135.72946117536694, 76.4944695441101, 62.382660723317024 
163.24368668297762, 66.87824676707693, 56.62484790983477, 133.74816898841883, 76.43581175685843, 62.382959031623194 
161.83340614999685, 66.84310025196176, 56.62507356737623, 131.7806781243754, 76.36881952269417, 62.38330119083338 
160.42604067120186, 66.80351289742518, 56.62532805754333, 129.82857376057277, 76.29363327232664, 62.383687059481076 
159.02191821715056, 66.7595183421635, 56.62561127726904, 127.89333063147897, 76.21040747613249, 62.38411647812344 
157.6213584342785, 66.71115372661438, 56.6259231119231, 125.9763066283726, 76.11930935773923, 62.38458926944162 
156.22467193876298, 66.65845958781055, 56.62626343538164, 124.07873823165627, 76.02051755937903, 62.38510523835206 
154.8321596642678, 66.60147974636835, 56.62663211010356, 122.20173772819803, 75.9142207818193, 62.385664172129154 
153.4441122662467, 66.54026118636553, 56.627028987213805, 120.34629212478376, 75.80061642036021, 62.38626584053834 
152.06080958489247, 66.4748539288904, 56.62745390659331, 118.51326363465358, 75.67990921658827, 62.38690999598036 
150.68252016823186, 66.40531090006411, 56.627906696975714, 116.70339158776774, 75.55230994340359, 62.38759637364593 
149.30950085628382, 66.33168779434753, 56.628387176050516, 114.91729559700843, 75.4180341384267, 62.38832469168103 
147.94199642663204, 66.25404293394715, 56.6288951505728, 113.15547980165988, 75.27730089834999, 62.38909465136238 
146.5802393012217, 66.17243712512787, 56.62943041647923, 111.41833800558113, 75.13033174423697, 62.38990593728325 
145.22444931367593, 66.08693351222716, 56.62999275901048, 109.70615952961771, 74.9773495652803, 62.39075821754899 
143.8748335359515, 65.99759743014528, 56.63058195283959, 108.01913560497368, 74.81857764617939, 62.39165114398272 
142.53158616271543, 65.90449625605864, 56.63119776220654, 106.35736614540515, 74.65423878114456, 62.39258435234021 
141.19488845143195, 65.80769926107214, 56.63183994105873, 104.72086675013793, 74.48455447561771, 62.39355746253454 
139.86490871580165, 65.7072774624888, 56.63250823319701, 103.1095758053605, 74.30974423513725, 62.394570078869556 
138.5418023698963, 65.60330347733401, 56.6332023724277, 101.52336156910783, 74.13002493937843, 62.39562179028269 
