# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2025 MAR 20 23:40:54, 795786123.1856099, 747.1206018427633, 776.4856744829863, 1523.6062763257496, 1335.440369585158, 94.09989878072972, 64.36975378273358, 93.93207720355042, 64.5781206153708, 61.2335929600298, 61.22460576864475, 61.22909936433727, 4476355.086899915,  nan, 0.1086926126028045,  nan,  nan, 2.8694946189450103,  nan, 125.0309677822568, 8.806261715346532e-15, 3.360633749709284e-15,  nan, 5.64018627967441e-16,  1.4172960316094517e-21, 1.335621515454844e-26,  7.784666223116818e-26, 5.64018627967441e-16,  nan, 1.469872571285769e-17, 0.0397353622851421, 66538.3191295627, 63467.50869761086, 0.0397353622851421, 66538.3191295627, 63467.50869761086, 89.02183756113399, 143714.68956463112, 0.0026389994328396, 0.070985743773916, 2.324127481559225, 0.070985743773916, 2.324127481559225,  nan,  nan,  nan,  nan, 0.0169129288211352, 0.1039151079330887, 80.46370616955953, 79.32569976761212, 64.34375, 94.09375, 49.78125, 55.90625, 100.3574276553147, 54.97222910798748, 80.8712843889799, 73.58054442404752
2025 MAR 20 23:40:55, 795786124.1872793, 745.542425462917, 774.8520636957157, 1520.3944891586327, 1331.3635946174863, 94.15089703688604, 64.40980356459225, 93.98428078202996, 64.6177934893622, 61.134855461760445, 61.12604545975504, 61.13045046075774, 4487361.229887188,  nan, 0.1087741615752145,  nan,  nan, 2.86796021007,  nan, 124.97796943845503, 8.697644420981043e-15, 2.7894376592044648e-15,  nan, 3.850062005604455e-16,  1.3722167717652766e-21, 1.3494123074706083e-26,  7.763303063277924e-26, 3.850062005604455e-16,  nan, 1.467891531428234e-17, 0.1714859083872259, 174846.04751917883, 42531.16707901808, 0.1714859083872259, 174846.04751917883, 42531.16707901808, 89.04525894402518, 143714.68956463112, 0.0026389448388667, 0.0712230666668429, 2.324690101734839, 0.0712230666668429, 2.324690101734839,  nan,  nan,  nan,  nan, 0.0168347880338178, 0.1036211705860427, 80.49696227278898, 79.35479018541572, 64.40625, 94.15625, 49.78125, 55.90625, 100.36299385495842, 55.035507281866735, 81.02089686658886, 73.60577457291956
2025 MAR 20 23:40:56, 795786125.1889489, 743.9687489308691, 773.2196092606952, 1517.1883581915642, 1327.288618589305, 94.20204650462276, 64.44985183286646, 94.03663781322004, 64.65743719380605, 61.03578289273696, 61.02711409988408, 61.03144849631052, 4498506.274304745,  nan, 0.1088576807178023,  nan,  nan, 2.866450711766813,  nan, 126.99425017968188, 2.554523624574836e-14, 3.997969197043597e-15,  nan, 8.825928185015707e-16,  1.3286994511756683e-21, 1.3633864578843719e-26,  7.741947652272194e-26, 2.0485538749839707e-16,  nan, 1.4659411829393118e-17, 0.2384151356424687, 122920.78793702045, 22215.56363544822, 0.098475139001161, 180663.9401831557, 95120.22461209704, 89.06865831947009, 143714.68956463112, 0.002638891618709, 0.0714607470714747, 2.3252528189560007, 0.0714133352382782, 2.324690101734839,  nan,  nan,  nan,  nan, 0.0167571528364069, 0.1033274907607125, 80.53014273611622, 79.38392695620979, 64.40625, 94.28125, 49.78125, 55.90625, 100.36859054443276, 55.0987846738577, 81.17096876513533, 73.63089266630269
2025 MAR 20 23:40:57, 795786126.1906183, 742.399151314299, 771.5887780955384, 1513.9879294098373, 1323.2154717149112, 94.2533124459352, 64.48988341703942, 94.089148891238, 64.69705164303551, 60.93634561353684, 60.92783884887295, 60.93209223120489, 4509765.558998966,  nan, 0.1089435924870276,  nan,  nan, 2.8649729681890777,  nan, 134.74316427611635, 8.882890891317318e-14, 5.212384030606277e-15,  nan, 2.581193261363473e-15,  1.2866910568253934e-21, 1.377546741731493e-26,  7.720600397437439e-26, 2.581193261363473e-15,  nan, 1.464021608029009e-17, 0.034539386157559, 322733.96398917935, 273275.8981729213, 0.034539386157559, 322733.96398917935, 273275.8981729213, 89.02845788862976, 86512.24311242014, 0.0034013281191503, 0.0716513954504068, 2.3252528189560007, 0.0716513954504068, 2.3252528189560007,  nan,  nan,  nan,  nan, 0.0166800217471144, 0.1030340667779525, 80.56324671261417, 79.41311044797585, 64.46875, 94.28125, 49.78125, 55.84375, 100.37421788063293, 55.162061209070025, 81.32150010931579, 73.65589818346513
2025 MAR 20 23:40:58, 795786127.1922877, 740.8338146385927, 769.9594324981011, 1510.793247136694, 1319.1441831562613, 94.30471454496686, 64.52990474293911, 94.1418146340918, 64.73663676342709, 60.83655407801725, 60.828208088118586, 60.83238108306792, 4520733.81707516,  nan, 0.1090252883238535,  nan,  nan, 2.863427991659436,  nan, 134.44754851410897, 8.225854943887626e-14, 2.810557850418972e-15,  nan, 5.484560275565008e-16,  1.2461400299347661e-21, 1.3918959594999058e-26,  7.699261654280272e-26, 3.587801758426837e-17,  nan, 1.4621328902119252e-17, 0.5541677446947378, 10167.941689092468, 3731.2459974673, 0.137647730974435, 138256.06004720018, 57348.43935670345, 89.05170545797961, 86512.24311242014, 0.0034012587490112, 0.0718898067040897, 2.325815633247821, 0.0719371684712427, 2.3263785446354195,  nan,  nan,  nan,  nan, 0.0166033932739478, 0.1027408968387086, 80.59627335657068, 79.44234104361078, 64.59375, 94.28125, 49.78125, 55.84375, 100.37987602811104, 55.225336833095774, 81.47249095141055, 73.68079061030674
2025 MAR 20 23:40:59, 795786128.1939572, 739.2862994417967, 768.3180581875931, 1507.6043576293898, 1315.0747823890729, 94.3560378458707, 64.57016199473742, 94.1946356582882, 64.77619248219692, 60.73725682839813, 60.72739351954698, 60.73232517397256, 4532042.290741001,  nan, 0.109113770207309,  nan,  nan, 2.861980172144603,  nan, 134.60210618418174, 8.492386494745657e-14, 2.7078279313454544e-15,  nan, 3.9021332640646847e-16,  1.2069961629589834e-21, 1.4064365638478123e-26,  7.677931048360338e-26, 1.9773283284521112e-16,  nan, 1.4602751145183666e-17, 0.2481446710008291, 78226.1056911589, 20185.2154056606, 0.1237019255748498, 56541.46150051215, 39808.86082005452, 89.074932357691, 86512.24311242014, 0.0034011911199998, 0.0721285445488901, 2.3263785446354195, 0.0721285445488901, 2.3263785446354195,  nan,  nan,  nan,  nan, 0.0165272659325966, 0.1024479791407703, 80.6292218157312, 79.47161912950159, 64.59375, 94.40625, 49.78125, 55.84375, 100.38556514696268, 55.2886114933094, 81.62394131727795, 73.70556943288273
2025 MAR 20 23:41:00, 795786129.1956266, 737.7292515944015, 766.6920527064615, 1504.421304300863, 1311.0073004309008, 94.40772036033026, 64.61015765067404, 94.24761256697894, 64.81571871153426, 60.636740579076296, 60.62706259870808, 60.63190158889219, 4543146.118616427,  nan, 0.1091991781828049,  nan,  nan, 2.860482667844524,  nan, 134.27505390456548, 7.840653303090987e-14, 2.5100974104904963e-15,  nan, 2.0451419090943541e-16,  1.169211083700346e-21, 1.4211722643148854e-26,  7.656610511378332e-26, 1.1238434982329564e-16,  nan, 1.4584483691871793e-17, 0.3358832412179032, 56541.46150051215, 11198.926382598973, 0.1947675148574848, 1263521.6781225046, 20505.68935380264, 89.09813903860132, 86512.24311242014, 0.0034011252262487, 0.0723203376429628, 2.3263785446354195, 0.0723676476775909, 2.3269415531439246,  nan,  nan,  nan,  nan, 0.0164516382838444, 0.1021553119555577, 80.6620912150619, 79.50094508791635, 64.65625, 94.34375, 49.78125, 55.84375, 100.3912853986746, 55.35188511400158, 81.77585115705281, 73.73023412743059
2025 MAR 20 23:41:01, 795786130.197296, 736.1765239762211, 765.0676100106515, 1501.2441339868726, 1306.9417674906838, 94.45954169486438, 64.6501427409527, 94.30074598507602, 64.85521537693218, 60.53586824852248, 60.52637324206755, 60.53112074529501, 4554343.185946729,  nan, 0.1092870837419605,  nan,  nan, 2.8590182622100966,  nan, 134.6413237086341, 8.584462073949899e-14, 4.660299512350232e-15,  nan, 1.3405461851953862e-15,  1.132737473674805e-21, 7.602391079973532e-27,  7.635299650056496e-26, 4.591829953475927e-16,  nan, 1.4566527432070523e-17, 0.1594007525132641, 121115.75394732394, 44912.74653573796, 0.0689587280951805, 186506.1879708762, 130288.30136027238, 89.12132595939214, 86512.24311242014, 0.0034010610620063, 0.0725598065019019, 2.3269415531439246, 0.0725125231206065, 2.3263785446354195,  nan,  nan,  nan,  nan, 0.0163765088764019, 0.1018628934418091, 80.6948806814874, 79.53031931543863, 64.59375, 94.53125, 49.78125, 55.84375, 100.39703694928066, 55.41515764122644, 81.92822044685191, 73.75478417819966
2025 MAR 20 23:41:02, 795786131.1989655, 734.6281187132892, 763.4447736575089, 1498.072892370798, 1302.878213891784, 94.51150304229166, 64.69011684775539, 94.35403653771723, 64.89468240365136, 60.434638368002034, 60.425325407731584, 60.42998188786681, 4565581.414643737,  nan, 0.1093756259080931,  nan,  nan, 2.8575596675703783,  nan, 134.84859848129747, 9.027024584164565e-14, 4.230848777753838e-15,  nan, 1.2175261000565761e-15,  1.097529564481197e-21, 7.685410776455649e-27,  7.613998861631133e-26, 1.7188162953666114e-16,  nan, 1.4548883278458934e-17, 0.2253404512971377, 781956.8124829116, 16501.193992722645, 0.1021985392057762, 1042791.6336961644, 116229.16141133508, 89.14449357100303, 86512.24311242014, 0.0034009986216818, 0.0727996119126841, 2.327504658798474, 0.0727523542490558, 2.3269415531439246,  nan,  nan,  nan,  nan, 0.0163018762745442, 0.1015707217245224, 80.72758933180926, 79.55974221559629, 64.65625, 94.53125, 49.78125, 55.84375, 100.40281996378582, 55.47842902219885, 82.08104913439695, 73.77921906808425
2025 MAR 20 23:41:03, 795786132.200635, 733.0840765256016, 761.8235508913925, 1494.9076274169945, 1298.816671944008, 94.56360495522188, 64.73008020869288, 94.4074847947278, 64.93411969299584, 60.33305166008814, 60.32391707030057, 60.32848436519436, 4576449.781425052,  nan, 0.1094619358286514,  nan,  nan, 2.8560632660250627,  nan, 134.7763507390394, 9.1029584351838e-14, 4.186721879069885e-15,  nan, 8.549150887295572e-16,  1.0635430132129067e-21, 7.769615620259624e-27,  7.592708602758715e-26, 8.549150887295572e-16,  nan, 1.453155220039587e-17, 0.1100432619899986, 161435.63431478824, 80104.68245384522, 0.1100432619899986, 161435.63431478824, 80104.68245384522, 89.20536946913815, 188370.71334515323, 0.0023047223617374, 0.072992518078886, 2.327504658798474, 0.072992518078886, 2.327504658798474,  nan,  nan,  nan,  nan, 0.016227739183745, 0.101278794637282, 80.7602162173041, 79.58921422454482, 64.71875, 94.59375, 49.78125, 55.78125, 100.40863454244064, 55.541699166860745, 82.23433708954788, 73.80353827239193
