# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
29.875, 30.625, 1.0201519703624806e-22, 1.0101952341587861e-22 
30.125, 30.625, 3.2820700403094084e-23, 3.250333863761614e-23 
30.375, 30.625, 2.5244165101717652e-23, 2.5002573276482222e-23 
30.625, 30.625, 1.6977287281073845e-23, 1.6816578024275297e-23 
30.875, 30.625, 5.976027071080182e-23, 5.920080481873722e-23 
31.125, 30.625, 9.905399509331162e-23, 9.813699748677417e-23 
29.125, 30.875, 1.3803350569611186e-22, 1.3660910222218328e-22 
29.375, 30.875, 4.9896640328619176e-23, 4.9384831727574043e-23 
29.625, 30.875, 1.455562461364964e-22, 1.440609987330825e-22 
29.875, 30.875, 1.3064695158477394e-22, 1.293166901813492e-22 
30.125, 30.875, 1.992761070119453e-23, 1.9726509486574652e-23 
30.375, 30.875, 1.640414262059082e-23, 1.6240110440667254e-23 
30.625, 30.875, 6.051246259079538e-24, 5.9913825041189334e-24 
30.875, 30.875, 6.039578726119264e-23, 5.980492164230521e-23 
31.125, 30.875, 1.1519745135692119e-22, 1.1408246440880423e-22 
31.375, 30.875, 7.649507843039923e-23, 7.57626665578939e-23 
31.625, 30.875, 8.642028243031619e-24, 8.560025829609143e-24 
31.875, 30.875, 1.705789223327092e-23, 1.6896483224586894e-23 
28.625, 31.125, 1.7172042568583785e-23, 1.698677070069892e-23 
28.875, 31.125, 3.384074049490943e-23, 3.347893317591777e-23 
29.125, 31.125, 1.4770372398523748e-22, 1.4613374447124444e-22 
29.375, 31.125, 1.5522453338220249e-22, 1.5356666963168442e-22 
29.625, 31.125, 1.2494350820532406e-22, 1.2360715441329332e-22 
29.875, 31.125, 8.265883128973701e-23, 8.17822262488026e-23 
30.125, 31.125, 2.1304111348933598e-23, 2.1080142968324287e-23 
30.375, 31.125, 2.3439464682327507e-23, 2.3195335743318994e-23 
30.625, 31.125, 1.498388928856442e-23, 1.4829290213145977e-23 
30.875, 31.125, 1.2046238948233032e-23, 1.1923236589493733e-23 
31.125, 31.125, 6.491500058235982e-23, 6.42592756295301e-23 
31.375, 31.125, 1.0328411657233885e-23, 1.0225158828021498e-23 
31.625, 31.125, 9.132883981516844e-24, 9.04236692307792e-24 
31.875, 31.125, 1.3140638880615463e-23, 1.3010747272432499e-23 
32.125, 31.125, 1.0005197626049665e-23, 9.906729065210656e-24 
32.375, 31.125, 2.3242335544734326e-23, 2.3016014125484758e-23 
32.625, 31.125, 2.3780676675611872e-23, 2.3550092664511254e-23 
27.875, 31.375, 7.034314704294502e-23, 6.95763703897662e-23 
28.125, 31.375, 8.404960347794389e-23, 8.31231592195801e-23 
28.375, 31.375, 1.4989542381130185e-22, 1.482310048961446e-22 
28.625, 31.375, 1.1142912762909892e-22, 1.1019630748164895e-22 
28.875, 31.375, 4.891386964586252e-23, 4.837576079239189e-23 
29.125, 31.375, 2.6390053042811402e-23, 2.60983820824343e-23 
29.375, 31.375, 1.0291161673392398e-22, 1.0176894205061086e-22 
29.625, 31.375, 7.981665438306756e-23, 7.892919929602902e-23 
29.875, 31.375, 3.044614525474373e-23, 3.0110432029591575e-23 
30.125, 31.375, 2.7580303771909525e-23, 2.727888435943653e-23 
30.375, 31.375, 2.209708725987656e-23, 2.1857750638163065e-23 
30.625, 31.375, 2.1515447981911294e-23, 2.1284511910943858e-23 
30.875, 31.375, 2.4616861876903977e-23, 2.4355039962071999e-23 
31.125, 31.375, 2.2336795378179914e-23, 2.2101614706543433e-23 
31.375, 31.375, 7.06451511400507e-24, 6.990907915297781e-24 
31.625, 31.375, 1.473029383490197e-23, 1.4578079705329417e-23 
31.875, 31.375, 1.6590729794318468e-23, 1.6420001868655776e-23 
32.125, 31.375, 7.474496840432141e-24, 7.398359696756007e-24 
32.375, 31.375, 1.0270710144093989e-23, 1.0167161209538389e-23 
32.625, 31.375, 1.3614449896583473e-23, 1.3477750473211692e-23 
32.875, 31.375, 1.868132798714014e-23, 1.8491051828366067e-23 
33.125, 31.375, 2.7936178935129134e-23, 2.76503697648916e-23 
27.125, 31.625, 4.929933176779625e-23, 4.875202364887501e-23 
27.375, 31.625, 4.3159594916194914e-23, 4.2684045520567736e-23 
27.625, 31.625, 4.470527443084128e-23, 4.421470724968507e-23 
27.875, 31.625, 5.380356220279069e-23, 5.320991491178591e-23 
28.125, 31.625, 4.0805351235187334e-23, 4.035014039878232e-23 
28.375, 31.625, 1.2378363960929454e-22, 1.2238764329172774e-22 
28.625, 31.625, 1.444278538378596e-22, 1.42785263692517e-22 
28.875, 31.625, 8.281933871829025e-23, 8.1873192315805e-23 
29.125, 31.625, 3.652561650128052e-23, 3.610647222407176e-23 
29.375, 31.625, 2.0412705341140027e-23, 2.0177418787601383e-23 
29.625, 31.625, 1.4263456840582344e-23, 1.4098855637518773e-23 
29.875, 31.625, 2.6228174100415584e-23, 2.5928062144236467e-23 
30.125, 31.625, 3.3508442310592864e-23, 3.312830070235093e-23 
30.375, 31.625, 2.840707332183254e-23, 2.808757987325498e-23 
30.625, 31.625, 1.9944912810797118e-23, 1.9722541003965467e-23 
30.875, 31.625, 1.7933253868509298e-23, 1.7735061897345175e-23 
