# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2024 FEB 06 09:43:22, 760484671.1849074, 5149.543380836832, 962.3444881857424, 6111.887869022574, 5924.34767398648, 151.05184971764788, 73.96307602214151, -161.51730826803572, 57.82629141416596, 70.29043999675159, 70.29971236284302, 70.2950761797973, 4717787.222878913,  nan, 0.141274408378096,  nan,  nan, 3.587042992795051,  nan, 122.50853495621196, 6.903245000000003e-15, 2.252025181380329e-16,  nan, 2.5799680215913045e-17, 6.187987117741814e-23, 1.3479452172923274e-26, 8.167379444154879e-25, 9.602509928652157e-18,  nan, 2.619115657353078e-17, 0.6626432193257118, 357192.7457362463, 1048.6123143612656, 0.4863092437387165, 278889.3947939079, 2879.326906759699, 87.05293671637652, 494277.1358084996, 0.0014280354598042, 0.1463669320404675, 3.674169424585398, 0.1463669320404675, 3.674169424585398,  nan,  nan,  nan,  nan, 1.814397072759984, 0.0339681772009284, 32.72317968618162, 90.08189271039436, 73.875, 151.625, 49.875, 119.125, -149.03897410534947, 40.20238199578747, 102.92835178334936, 72.12807331867992
2024 FEB 06 09:43:23, 760484672.1865768, 5148.620365116025, 960.9087754467852, 6109.52914056281, 5921.176571835642, 151.13841356805418, 73.96357696772532, -161.50183192687703, 57.82428458850901, 70.23352155203176, 70.2426936421449, 70.23810759708833, 4732279.523101998,  nan, 0.1414399294392431,  nan,  nan, 3.5872484213958207,  nan, 122.55791661132942, 6.903245000000003e-15, 2.248300887216152e-16,  nan, 2.58559994167757e-17, 6.202204557384144e-23, 1.3567095394950157e-26, 8.172507781294948e-25, 7.969646392010189e-18,  nan, 2.6015893073174774e-17, 0.7086394396810858, 357192.7457362463, 860.7204210395355, 0.4733940568311803, 331746.1721136434, 2885.135094725873, 87.04970455241377, 494277.1358084996, 0.0014280479084313, 0.1465234553930536, 3.674169424585398, 0.1465234553930536, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8152036306397632, 0.0336897849579166, 32.71533148984317, 90.15630147634224, 73.875, 151.875, 49.875, 119.125, -149.041441415707, 40.2206793731533, 103.05414546380904, 72.15871572540739
2024 FEB 06 09:43:24, 760484673.1882464, 5147.682825513715, 959.4893169963588, 6107.172142510074, 5918.005886351647, 151.2259376521971, 73.96393001606364, -161.4863660870263, 57.822268665427856, 70.1762436984064, 70.18616506346712, 70.18120438093675, 4745353.164595488,  nan, 0.1416042786169997,  nan,  nan, 3.5874470358478017,  nan, 122.56104935040584, 6.903245000000003e-15, 2.2476318332084384e-16,  nan, 2.5340556456873122e-17, 6.216387444020174e-23, 1.3655157986665372e-26, 8.177538415889422e-25, 6.63186970039418e-18,  nan, 2.584157290665449e-17, 0.7570396038390298, 357192.7457362463, 708.3335577357827, 0.4785409831822967, 331746.1721136434, 2796.836978788174, 87.04653784465572, 494277.1358084996, 0.0014280601183175, 0.1466792142396619, 3.674169424585398, 0.1466792142396619, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8160162724958728, 0.0334132578054575, 32.70742571645239, 90.23076147611418, 73.875, 151.875, 49.875, 119.125, -149.04390853884826, 40.2389689816392, 103.18037047779715, 72.18927184641807
2024 FEB 06 09:43:25, 760484674.1899158, 5146.758486992506, 958.0583855919308, 6104.816872584436, 5914.835624730935, 151.31271011338225, 73.96429956510154, -161.47091075107352, 57.82024366525399, 70.11921189336887, 70.1290369154656, 70.12412440441724, 4757839.679348314,  nan, 0.1417678359542377,  nan,  nan, 3.587632561975242,  nan, 122.49747271548324, 6.903245000000003e-15, 2.251141237907941e-16,  nan, 2.3720444835621177e-17, 6.230562613740838e-23, 1.3743705521928136e-26, 8.182507003357447e-25, 1.0131628044359029e-17,  nan, 2.566819213611516e-17, 0.7320954007650133, 177276.19136752203, 1082.064692797072, 0.4915221396152542, 331746.1721136434, 2589.429821968471, 87.04343627432074, 494277.1358084996, 0.0014280720898742, 0.1468348733261422, 3.674169424585398, 0.1468348733261422, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8168350112787632, 0.0331385863683072, 32.69946227466199, 90.30527283703556, 73.875, 151.875, 49.875, 119.125, -149.04637549511767, 40.25725084210643, 103.30702783900094, 72.21974125694956
2024 FEB 06 09:43:26, 760484675.1915852, 5145.83360266073, 956.6297383532112, 6102.463341013941, 5911.665797855298, 151.3996193177209, 73.9646418007113, -161.45546585938874, 57.81820958137416, 70.06212602249994, 70.0718487449891, 70.06698738374452, 4772106.1093474245,  nan, 0.141932775338175,  nan,  nan, 3.587849390674742,  nan, 122.580572330336, 6.903245000000003e-15, 2.2601854655966536e-16,  nan, 2.3011201704487545e-17, 6.244716360087741e-23, 1.3832705149583012e-26, 6.352445212396836e-25, 8.542690244290353e-18,  nan, 2.549574702559185e-17, 0.7793425428695288, 177276.19136752203, 902.274831011438, 0.5009112928268576, 314148.5779291156, 2511.635748611504, 87.04039951111476, 494277.1358084996, 0.0014280838235791, 0.146990106281925, 3.674169424585398, 0.146990106281925, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8176598589739328, 0.0328657616021061, 32.6914410826578, 90.37983560355512, 73.875, 152.125, 49.875, 119.125, -149.04884224041308, 40.27552492300015, 103.43411855204226, 72.25012351587537
2024 FEB 06 09:43:27, 760484676.1932547, 5144.90793063721, 955.2036187010096, 6100.111549338219, 5908.496411782268, 151.4866262780809, 73.9649049182282, -161.44003143506228, 57.81616644330037, 70.00498038030442, 70.01461062229988, 70.00979550130215, 4786103.296922067,  nan, 0.1420973076061097,  nan,  nan, 3.5880665545554065,  nan, 122.55372139715476, 6.903245000000003e-15, 2.2761982003331904e-16,  nan, 2.276917393642323e-17, 6.258848178686302e-23, 1.3922155912988134e-26, 6.356007566764145e-25, 7.223883478248418e-18,  nan, 2.5324233694501577e-17, 0.8286338360570953, 177276.19136752203, 754.5185087067146, 0.5046765279777271, 314148.5779291156, 2458.0310606409043, 87.03742718273399, 494277.1358084996, 0.0014280953200946, 0.1471449091428308, 3.674169424585398, 0.1471449091428308, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8184908269654525, 0.0325947742428085, 32.68336206494305, 90.45444988630908, 73.875, 152.125, 49.875, 119.125, -149.0513087977101, 40.29379125208728, 103.5616436098784, 72.2804181792908
2024 FEB 06 09:43:28, 760484677.1949241, 5143.981664378975, 953.7798389050284, 6097.761503284003, 5905.327473720201, 151.57374530720847, 73.96511504100019, -161.42460747692945, 57.814114268984, 69.94777919637683, 69.95731484559305, 69.95254702098494, 4800988.919453958,  nan, 0.1422620548931455,  nan,  nan, 3.5882937019841887,  nan, 122.50939431107084, 6.903245000000003e-15, 2.30082560072856e-16,  nan, 2.160746547826381e-17, 6.272957993729832e-23, 1.401205783151422e-26, 6.359512103200064e-25, 9.541945001854701e-18,  nan, 2.515364840022117e-17, 0.7013292066581084, 278889.3947939079, 996.58907153115, 0.5158938832203999, 314148.5779291156, 2307.021319179904, 87.03451893273797, 494277.1358084996, 0.001428106580044, 0.1472992885727868, 3.674169424585398, 0.1472992885727868, 3.674169424585398,  nan,  nan,  nan,  nan, 1.819327926528467, 0.032325615229685, 32.67522514737377, 90.52911574704812, 73.875, 152.125, 49.875, 119.125, -149.05377516487926, 40.31204983042778, 103.68960395342285, 72.31062479172736
2024 FEB 06 09:43:29, 760484678.1965935, 5143.0548375299695, 952.3583683807872, 6095.413205910757, 5902.158994596892, 151.6610009431485, 73.96529724628272, -161.40919400795065, 57.81205308734857, 69.89052323801435, 69.89995986747732, 69.89524155274583, 4814747.759165045,  nan, 0.1424250476846335,  nan,  nan, 3.58849655988265,  nan, 122.5720490925994, 6.903245000000003e-15, 2.3357669099255203e-16,  nan, 2.1744120606007413e-17, 6.287045585122317e-23, 1.4102410521925817e-26, 6.362959020174293e-25, 7.940478158639808e-18,  nan, 2.4983987244834523e-17, 0.7494973841439171, 278889.3947939079, 820.1117872734528, 0.5137450452352119, 318337.7259487171, 2321.3113460944637, 87.15881855391676, 313088.980317416, 0.0017937777776713, 0.1474532475492276, 3.674169424585398, 0.1474532475492276, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8201711691034788, 0.0320582753503342, 32.667030254222645, 90.60383329622492, 73.875, 152.375, 49.875, 118.875, -149.05624136476862, 40.3303006851993, 103.81800055556992, 72.34074290545307
2024 FEB 06 09:43:30, 760484679.198263, 5142.12727996699, 950.939384128562, 6093.066664095552, 5898.990980510205, 151.7483493667967, 73.96540025924473, -161.39379096731264, 57.8099828920308, 69.83320826100798, 69.84255326424967, 69.83788076262883, 4828311.556542933,  nan, 0.1425873147574615,  nan,  nan, 3.588692998152416,  nan, 122.5686351101146, 6.903245000000003e-15, 2.382897539280188e-16,  nan, 2.1618713408805706e-17, 6.301110490980523e-23, 1.41932129463971e-26, 6.366348281236811e-25, 6.635957333818039e-18,  nan, 2.481524657216229e-17, 0.79968344480503, 278889.3947939079, 677.7379463918027, 0.5167491339975099, 318337.7259487171, 2282.555315010751, 87.15622852782415, 313088.980317416, 0.0017937898559098, 0.1476067835339039, 3.674169424585398, 0.1476067835339039, 3.674169424585398,  nan,  nan,  nan,  nan, 1.821020566803256, 0.0317927456486053, 32.658777303775295, 90.67860257954696, 73.875, 152.375, 49.875, 118.875, -149.0587073519037, 40.34854378559686, 103.94683438213733, 72.37077207243053
2024 FEB 06 09:43:31, 760484680.1999325, 5141.199522942946, 949.5223592793398, 6090.721882222286, 5895.823438704435, 151.8358114375918, 73.9654769907161, -161.3783983825591, 57.80790371294223, 69.77584612176787, 69.78507337751059, 69.78045974963922, 4842458.817800351,  nan, 0.1427495175233878,  nan,  nan, 3.588894719678218,  nan, 122.50381631680509, 6.903245000000003e-15, 2.444078604564914e-16,  nan, 2.064902700316507e-17, 6.315152982727652e-23, 1.4284465808486752e-26, 6.36968058666024e-25, 9.336109053519175e-18,  nan, 2.4647422609935002e-17, 0.6925667885504945, 331746.1721136434, 953.4806472384334, 0.5270367173930103, 318337.7259487171, 2156.1340180796938, 87.15370082288632, 313088.980317416, 0.0017938016542294, 0.1477599115279394, 3.674169424585398, 0.1477599115279394, 3.674169424585398,  nan,  nan,  nan,  nan, 1.8218761308212053, 0.0315290170586608, 32.65046622346918, 90.75342367979124, 73.875, 152.375, 49.875, 118.875, -149.06117314795102, 40.36677915201988, 104.07610633472454, 72.40071183153145
