# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 JUL 12 05:09:27, 805569036.1838019, 1154.01669242057, 2604.941412227568, -1549.9995450359502, 1522.6140705752089, -30.753610523520557, 26.974810501927436, 26.670933951940906, 50.36870285484958, 50.376824178184314, 881.5158123799598, 598.8009610808814, -32.352678468180905, 25.96102032491667
2025 JUL 12 05:09:37, 805569046.5286294, 1157.4040974346142, 2594.79553340881, -1537.271084941289, 1552.2001353840349, -30.64436717594436, 27.541350678000008, 27.23293911570507, 50.15929911466125, 50.167749028925, 890.4821956280906, 597.2172584768527, -32.309420563994784, 26.508268031515378
2025 JUL 12 05:09:48, 805569056.8734571, 1160.9456573281618, 2584.4441927206926, -1524.388016700296, 1581.5462907791023, -30.53346626598765, 28.106130293453333, 27.79328439129997, 49.9506677854537, 49.9594660835499, 899.5904834213014, 595.6572900392156, -32.26559832986954, 27.054182023319687
2025 JUL 12 05:09:58, 805569067.2182846, 1164.6412312881437, 2573.8888613862046, -1511.3543129541197, 1610.6520614734438, -30.42090583885243, 28.669139355629614, 28.3519876512484, 49.7428688246679, 49.75202642641573, 908.838525384828, 594.1211111883886, -32.22119489903513, 27.598747332877235
2025 JUL 12 05:10:08, 805569077.5631123, 1168.4906644531375, 2563.1318309520175, -1498.1736832819824, 1639.5159154094133, -30.306671234081634, 29.230374577994947, 28.90904646147178, 49.53595554911077, 49.54548576796252, 918.2241410649839, 592.6088133486887, -32.17619302942323, 28.141949408331318
2025 JUL 12 05:10:19, 805569087.9079398, 1172.4937986177051, 2552.1745124459376, -1484.849928807113, 1668.137634977881, -30.19075741244214, 29.78982939402209, 29.464481712624124, 49.32998343722252, 49.339893178215696, 927.7452430462877, 591.1204180592605, -32.13057516564794, 28.6837739123655
2025 JUL 12 05:10:29, 805569098.2527674, 1176.6504654247979, 2541.025125250928, -1471.3724826607424, 1696.5191980377729, -30.072849741581155, 30.34762338814673, 30.01835949299464, 49.12587702567988, 49.1340652167941, 937.4113495562405, 589.6443487653902, -32.08432333181371, 29.224206971967554
2025 JUL 12 05:10:39, 805569108.597595, 1180.9604900762906, 2529.676825942148, -1457.7720176686576, 1724.6495169927027, -29.953474726212015, 30.903534137945602, 30.570486033456753, 48.921959208146696, 48.9304823193275, 947.1974802303064, 588.2035556108359, -32.03741920687408, 29.763234914293694
2025 JUL 12 05:10:50, 805569118.9424225, 1185.423698952708, 2518.135926922764, -1444.0387197770644, 1752.533069098241, -29.832349329723296, 31.45767138047938, 31.12097103113017, 48.719129901668936, 48.728001062886705, 957.1129272367964, 586.78673568432, -31.98984402612493, 30.300844487678013
2025 JUL 12 05:11:00, 805569129.2872502, 1190.0399143290524, 2506.403753842927, -1430.176077237773, 1780.1700958044826, -29.709461731002463, 32.010033724484856, 31.669840201484774, 48.51743857174781, 48.526666835206505, 967.1557551063806, 585.3938420279317, -31.941578611202598, 30.837022746873558
2025 JUL 12 05:11:10, 805569139.6320777, 1194.8089592259682, 2494.4843691758592, -1416.1871145980265, 1807.557400876253, -29.58476449822417, 32.56063361992425, 32.217052816734416, 48.31692565699499, 48.326535677493325, 977.3239680372739, 584.0249181120155, -31.892603351772344, 31.371757023519258
2025 JUL 12 05:11:21, 805569149.9769053, 1199.730656478348, 2482.3829978904214, -1402.0616755120916, 1834.7003897904929, -29.457967008780773, 33.109571672217434, 32.762736383101334, 48.118468381700154, 48.12642001704382, 987.6268230166585, 582.6687841999166, -31.842898151259973, 31.905035035930457
2025 JUL 12 05:11:31, 805569160.3217329, 1204.8048355850817, 2470.094139910522, -1387.8292859209562, 1861.5886307852313, -29.329576364496106, 33.65665612857259, 33.30670006228114, 47.92048493643497, 47.92876656871256, 998.0407304141729, 581.3471348718041, -31.79244245357512, 32.43684476517217
2025 JUL 12 05:11:41, 805569170.6665605, 1210.031329521225, 2457.622814925396, -1373.4801860033015, 1888.227558255201, -29.199311083451466, 34.20198675627252, 33.849070038861605, 47.72382058223676, 47.73244262697051, 1008.5746105729318, 580.049191068245, -31.74121516672301, 32.96717457574229
2025 JUL 12 05:11:52, 805569181.0113881, 1215.4099749924655, 2444.973106219064, -1359.017167876799, 1914.614349820661, -29.067115694507297, 34.74557846674748, 34.38980790707099, 47.528514413339906, 47.53749874925193, 1019.2266699393549, 578.7749294507896, -31.68919470807858, 33.49601306053396
2025 JUL 12 05:12:02, 805569191.3562156, 1220.9406205054622, 2432.1462199124735, -1344.4432429821736, 1940.749770195812, -28.9329660831058, 35.287434931503334, 34.92894424604697, 47.334612442295644, 47.34397414673606, 1029.9952533304388, 577.524221410701, -31.63635892727739, 34.02334916994683
2025 JUL 12 05:12:13, 805569201.7010432, 1226.6231207880344, 2419.144293322223, -1329.7612674260904, 1966.6334715363198, -28.79682505340832, 35.82756427406712, 35.46648717222367, 47.14215679340104, 47.15191248124715, 1040.8787011389397, 576.2969766281209, -31.58268507775485, 34.54917221464505
2025 JUL 12 05:12:23, 805569212.0458708, 1232.4573396937499, 2405.9722203384254, -1314.9603972836098, 1992.2707498956656, -28.658375414021183, 36.36606476120828, 36.00256129934766, 46.951995341747725, 46.96009132923151, 1051.886307184333, 575.0822028412715, -31.528149871221313, 35.07347166769803
2025 JUL 12 05:12:33, 805569222.3906984, 1238.4431522477007, 2392.626685157663, -1300.0700342974449, 2017.6502832617832, -28.518116749813792, 36.90276850752711, 36.536945567614715, 46.7625848176071, 46.7710295535118, 1062.9950960005938, 573.9011996736003, -31.472729340716416, 35.59623744590812
2025 JUL 12 05:12:44, 805569232.735526, 1244.580442200796, 2379.1124355577163, -1285.0797390031894, 2042.7774101714049, -28.375740135463687, 37.43777200182313, 37.06976296029495, 46.57474702626717, 46.583555776217274, 1074.2140894471804, 572.7433294525389, -31.416398899749435, 36.11745966534435
2025 JUL 12 05:12:54, 805569243.0803536, 1250.8691103765998, 2365.430539488179, -1269.9920581391889, 2067.6531620883306, -28.23120825856089, 37.97108189473954, 37.60104657576548, 46.388529324723585, 46.39770201428609, 1085.5418975541345, 571.6083988063885, -31.359133286327143, 36.637128761700964
