# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 JUL 17 10:37:50, 806020739.1836574, 742.0018940982826, 417.2085300363751, -2993.8814148818587, -1539.0212703185034, -82.06670979020939, -26.736802143056806, -26.982481835402893, 43.018273961007296, 43.02684169407174, 582.0332669958468, 502.55593979934014, -81.7866421876211, -27.335702680177743
2025 JUL 17 10:38:00, 806020749.528485, 731.9810452642078, 423.7062606677447, -3007.963422046152, -1509.854484192989, -81.98198349957595, -26.187290801737895, -26.429652685976382, 42.77818979689234, 42.785490929793305, 574.1160307509958, 501.09732699348444, -81.72594331120031, -26.75406795696162
2025 JUL 17 10:38:11, 806020759.8733126, 721.9075255991156, 430.1255930530969, -3021.8079089374805, -1480.4541872922687, -81.89891020134426, -25.636471980228418, -25.875238281184615, 42.523108875501286, 42.53194640052012, 566.3492484439032, 499.57713795631787, -81.66619409583886, -26.17183596860889
2025 JUL 17 10:38:21, 806020770.2181401, 711.7822578964834, 436.4319072409458, -3035.420686050594, -1450.812210215506, -81.81810230674137, -25.083621338985637, -25.318862415897065, 42.25550375496012, 42.26296091223033, 558.7568796118514, 497.97641658368025, -81.60736591927453, -25.589033805165005
2025 JUL 17 10:38:31, 806020780.5629678, 701.6062114302007, 442.64916526132936, -3048.7865161873297, -1420.9464290863277, -81.73902739274537, -24.52933296206454, -24.760935348548173, 41.972363170743, 41.98138199476704, 551.3223221138636, 496.3169333012874, -81.54943089564617, -25.005688666865332
2025 JUL 17 10:38:42, 806020790.9077953, 691.3804050469658, 448.75852855319414, -3061.9141830912886, -1390.8375395561902, -81.66201101504632, -23.97321913696019, -24.20106759195327, 41.67633165597845, 41.683852203258404, 544.0697914842852, 494.57980188009213, -81.49236186253597, -24.42182789484189
2025 JUL 17 10:38:52, 806020801.2526228, 681.1059043363172, 454.78328045304926, -3074.7880103301795, -1360.5049730491075, -81.58654035877812, -23.415851687068653, -23.63968552353758, 41.36427515764243, 41.373335174199724, 536.9824169331649, 492.78739002674797, -81.43613233879043, -23.837478928636088
2025 JUL 17 10:39:02, 806020811.5974505, 670.7838250850159, 460.68867462469467, -3087.413731032884, -1329.9405886495992, -81.51322265486075, -22.856529475398766, -23.076406287170677, 41.038972686183975, 41.04641493780307, 530.0842862266624, 490.92125756529805, -81.38071650311991, -23.252669330868226
2025 JUL 17 10:39:13, 806020821.942278, 660.4153336532531, 466.49946290924254, -3099.776174231124, -1299.1637718646, -81.4415235296161, -22.295851309782577, -22.511659917560426, 40.69721665993816, 40.70613056578555, 523.3586034763587, 489.0040162342731, -81.32608916193698, -22.667426761974657
2025 JUL 17 10:39:23, 806020832.2871057, 650.0016469508967, 472.20444076144696, -3111.884362856214, -1268.1501926915596, -81.37163056093608, -21.73359873767635, -21.945073381579203, 40.341889109032806, 40.349055215947644, 516.8289681467469, 487.0180283213466, -81.2722257298015, -22.081778970212664
