# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 DEC 11 23:25:54, 818767623.1833574, 1057.0850119446532, -332.5044601795558, -437.13048736605066, -3331.7599925595246, -127.25852939581952, -80.5419714939893, -80.63957439362862, 57.402299577814965, 57.3936168395019, 617.9728184083403, 636.933938703308, -126.55896577565066, -80.60602447843928
2025 DEC 11 23:25:55, 818767624.1850268, 1056.6525662650142, -329.1905616609516, -437.9744470777642, -3331.9756625684927, -126.92927309857984, -80.56499670262005, -80.66236330643584, 57.38899812872582, 57.38034199102705, 617.8184024494815, 636.7612895679174, -126.23056787784361, -80.62810509354566
2025 DEC 11 23:25:56, 818767625.1866963, 1056.2204423886008, -325.8759817828002, -438.8192819637966, -3332.1878023015906, -126.59831876006797, -80.58770004096534, -80.68483326228372, 57.3756335649599, 57.36700521779882, 617.665932369966, 636.5879395924342, -125.90063036895572, -80.64987389260715
2025 DEC 11 23:25:57, 818767626.1883657, 1055.7886421542773, -322.5607289747237, -439.6649910998308, -3332.396409080075, -126.265677639231, -80.61007891361847, -80.70698168643405, 57.36220596808372, 57.353606548466125, 617.5154087457283, 636.4138906928019, -125.56916492089648, -80.6713286958635
2025 DEC 11 23:25:58, 818767627.1900351, 1055.357167300954, -319.24481073188014, -440.5115734976779, -3332.6014803444446, -125.93136151239318, -80.6321307468931, -80.72880602527074, 57.348715389174075, 57.340146177552306, 617.3668316678132, 636.2391447919342, -125.23618361970573, -80.69246734431546
2025 DEC 11 23:25:59, 818767628.1917046, 1054.926019510265, -315.9282344566866, -441.3590283059463, -3332.8030135447584, -125.59538273629862, -80.65385297819772, -80.75030373573354, 57.335161834455945, 57.32662384533808, 617.220201406368, 636.063703873769, -124.90169906571435, -80.71328769169793
2025 DEC 11 23:26:00, 818767629.193374, 1054.495200626876, -312.61100799040537, -442.20735391884176, -3333.001006207579, -125.2577543539537, -80.67524306407812, -80.77147229350825, 57.321545391626415, 57.313039738734695, 617.0755204544145, 635.8875699171612, -124.56572456431871, -80.73378761874267
2025 DEC 11 23:26:01, 818767630.1950434, 1054.0647123418582, -309.29314037924354, -443.05655033844647, -3333.1954555584794, -124.91849002278231, -80.6962984413597, -80.79230915363901, 57.30786610134846, 57.299393904409264, 616.9327846315987, 635.7107449001182, -124.22827367194414, -80.75396496745029
2025 DEC 11 23:26:02, 818767631.196713, 1053.6345563998693, -305.97463834912713, -443.906616181117, -3333.386359239784, -124.57760389781136, -80.71701660446784, -80.81281182839491, 57.29412401437974, 57.285686377682715, 616.7919962951287, 635.5332307634388, -123.8893606406505, -80.77381765686546
2025 DEC 11 23:26:03, 818767632.1983824, 1053.2047346470765, -302.6555098246821, -444.7575498448536, -3333.573714831117, -124.23511086682213, -80.73739505551147, -80.83297783715338, 57.28031919146574, 57.2719172025478, 616.6531579562575, 635.3550294891414, -123.54900037852032, -80.79334361525291
2025 DEC 11 23:26:04, 818767633.2000519, 1052.7752487013959, -299.3357635326453, -445.6093513042273, -3333.7575196536686, -123.89102641510125, -80.75743128461771, -80.85280468624867, 57.26645165783614, 57.25808642722228, 616.5162652723824, 635.1761432319043, -123.20720800750254, -80.8125407371011
2025 DEC 11 23:26:05, 818767634.2017213, 1052.3461004103312, -296.0153868681737, -446.4620504042947, -3333.93776896988, -123.54536298882542, -80.7771225726303, -80.8722896750447, 57.252524035311126, 57.24419161961938, 616.3813545667656, 634.9965422055561, -122.86399957190956, -80.83140700777886
2025 DEC 11 23:26:06, 818767635.2033907, 1051.9172915752188, -292.6943961826349, -447.31563556770465, -3334.114460930977, -123.1981386968743, -80.79646653308211, -80.8914304309898, 57.238535458137925, 57.23023371722149, 616.2484101005634, 634.8162400016697, -122.51939131640646, -80.8499403571812
2025 DEC 11 23:26:07, 818767636.2050602, 1051.4888238152569, -289.3720229626541, -448.1713564992579, -3334.2874935261816, -122.84922798384781, -80.81544981438773, -80.91021372020923, 57.22458501049299, 57.21611591137791, 616.118676877969, 634.6339985067524, -122.17340024487758, -80.86813881794787
2025 DEC 11 23:26:08, 818767637.2067297, 1051.0606990148308, -286.0381796752782, -449.01754551315923, -3334.45926955566, -122.49840748868137, -80.83405067350566, -80.9287998830998, 57.21035295319037, 57.20215159423463, 615.9881431317749, 634.4538263733867, -121.82604386266841, -80.88600037536932
2025 DEC 11 23:26:09, 818767638.208399, 1050.6329188761517, -282.71533604717655, -449.8736028325269, -3334.6252932974626, -122.14660216191793, -80.85233694914426, -80.9468949942112, 57.19617273054733, 57.18801355149363, 615.8609911596445, 634.2715463450468, -121.477340109882, -80.90352304386033
2025 DEC 11 23:26:10, 818767639.2100686, 1050.2054851380183, -279.39191707482416, -450.73051822297566, -3334.7877525415993, -121.79331098940577, -80.87026644464761, -80.96463657345693, 57.18193011543131, 57.17381402993617, 615.7357899662218, 634.0885935975398, -121.12730760367957, -80.92070492315449
2025 DEC 11 23:26:11, 818767640.211738, 1049.7783996369296, -276.0679324469803, -451.588290676975, -3334.946644797639, -121.43855401557722, -80.88783680706432, -80.98202228177327, 57.167625209727646, 57.15955338818568, 615.6125373959753, 633.9049704037109, -120.77596548886804, -80.93754406877969
2025 DEC 11 23:26:12, 818767641.2134074, 1049.3516641152075, -272.7433896509827, -452.44691946670736, -3335.101967742861, -121.08235170326817, -80.90504572636488, -80.99904982221464, 57.153258043048375, 57.145231500578525, 615.4912338015768, 633.7206784596536, -120.4233333742344, -80.95403858842855
2025 DEC 11 23:26:13, 818767642.2150769, 1048.9252803000356, -269.418296590871, -453.3064031375854, -3335.2537191371875, -120.72472522830334, -80.92189092759374, -81.01571693192022, 57.13882869288257, 57.130848437970286, 615.3718788408357, 633.5357202980252, -120.06943139943833, -80.97018661603988
2025 DEC 11 23:26:14, 818767643.2167463, 1048.4992499901841, -266.0926620726048, -454.16674055306436, -3335.401896647281, -120.36569646562378, -80.93837015257834, -81.03202136397836, 57.12433718519089, 57.116404237726584, 615.2544728527135, 633.3500977884393, -119.71428037801535, -80.98598630657574
2025 DEC 11 23:26:15, 818767644.2184157, 1048.0735750001566, -262.76649387889864, -455.0279305492479, -3335.546498047038, -120.00528782749734, -80.95448118335992, -81.04796091060356, 57.109783604543466, 57.101898950887424, 615.1390157299812, 633.1638131461901, -119.35790151926138, -81.0014358489127
2025 DEC 11 23:26:16, 818767645.2200853, 1047.6482569929724, -259.4316028830223, -455.90341010862437, -3335.6863361005417, -119.64201820939199, -80.97008965004345, -81.06340247413155, 57.0962319576452, 57.08629150258068, 615.0387612293459, 632.9636193861284, -119.00031657489745, -81.01653346118364
2025 DEC 11 23:26:17, 818767646.2217547, 1047.2232978238742, -256.104452886476, -456.76622217067774, -3335.8237732671955, -119.27893253591459, -80.98545693943923, -81.0786049303492, 57.08154818439701, 57.07167018786742, 614.9271167284074, 632.776100793457, -118.64154797913532, -81.03127740713416
2025 DEC 11 23:26:18, 818767647.2234242, 1046.7986971378166, -252.7767952749407, -457.62988176581143, -3335.9576279300145, -118.91453845014453, -81.0004495970917, -81.09343608790687, 57.06680235257434, 57.05698793597101, 614.8174192491479, 632.5879295944771, -118.28161840519893, -81.04566592451178
2025 DEC 11 23:26:19, 818767648.2250936, 1046.374460954707, -249.44863811390783, -458.4943873870287, -3336.087897977226, -118.54886089894114, -81.0150655443708, -81.10789387305626, 57.05199455676264, 57.04224507938473, 614.709669181109, 632.3991064105478, -117.9205513312547, -81.05969733991171
2025 DEC 11 23:26:20, 818767649.226763, 1045.9505889310053, -246.11998858063305, -459.3597374044081, -3336.214581399809, -118.18192536053297, -81.02930274736359, -81.12197625669577, 57.03712484656421, 57.02744152013634, 614.6038686236731, 632.2096333558695, -117.5583706250633, -81.07337001823907
2025 DEC 11 23:26:21, 818767650.2284325, 1045.527082774611, -242.79085593619837, -460.2259318320569, -3336.3376758326312, -117.81375803499715, -81.04315916869191, -81.13568120445825, 57.022193312986964, 57.01257728824142, 614.500013348795, 632.019512383328, -117.19510052952798, -81.08668229392558
2025 DEC 11 23:26:22, 818767651.230102, 1045.1039443704015, -239.46124889279994, -461.0929682008306, -3336.4571793130804, -117.44438579954064, -81.05663285229582, -81.14900676219413, 57.00719996923817, 56.99765233343535, 614.3981049675896, 631.828746337955, -116.83076604085194, -81.09963259493654
2025 DEC 11 23:26:23, 818767652.2317713, 1044.6811755020815, -236.1311745527802, -461.9608452106664, -3336.573089855943, -117.07383590535643, -81.06972187764808, -81.16195100992938, 56.99214490055062, 56.98266698971319, 614.2981459396075, 631.6373370580808, -116.46539252836283, -81.1122193897552
2025 DEC 11 23:26:24, 818767653.2334409, 1044.2587757166825, -232.80064223343356, -462.8295628616767, -3336.685405162256, -116.70213634077938, -81.08242432839995, -81.17451203036775, 56.9770281626088, 56.967620983081616, 614.2001319687732, 631.4452864354611, -116.09900571631698, -81.1244411192975
2025 DEC 11 23:26:25, 818767654.2351103, 1043.836751186615, -229.46965979274145, -463.69911860034875, -3336.7941234075715, -116.32931565641509, -81.09473838195971, -81.18668799808337, 56.96184986376043, 56.95251469106697, 614.1040672552732, 631.2525969536924, -115.73163209910419, -81.1362963427145
2025 DEC 11 23:26:26, 818767655.2367797, 1043.4151014733911, -226.1382367312424, -464.5695122220244, -3336.899242355703, -115.95540301674194, -81.10666221085037, -81.19847708152656, 56.94661004788572, 56.93734801024597, 614.0099472913743, 631.0592707532926, -115.36329835001267, -81.14778357600534
2025 DEC 11 23:26:27, 818767656.2384492, 1042.9938283732088, -222.8063797292462, -465.4407415777381, -3337.000760250108, -115.58042795982817, -81.11819408392113, -81.20987754394757, 56.931308745783696, 56.92212084730318, 613.9177763215255, 630.8653101491191, -114.99403175838978, -81.15890145973185
