# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 NOV 25 16:19:48, 817359657.1829547, 806.9560458984539, -338.9738520392777, -389.7713635216723, -3336.9197286465674, -131.01262171706668, -81.11268650943018, -81.20080003228952, 48.778185861255636, 48.769721404846095, 527.698130613586, 545.3131428632973, -130.92514281409544, -81.11134967082151
2025 NOV 25 16:19:49, 817359658.1846241, 804.6153905009234, -336.41529619003774, -391.80538324300215, -3336.940204850203, -130.65033075929568, -81.11516413512531, -81.20309331842576, 48.68548591676068, 48.67716726171154, 526.9115212618942, 544.5063276951022, -130.56772475244063, -81.11381528278447
2025 NOV 25 16:19:50, 817359659.1862936, 802.274721001919, -333.857731549578, -393.8398493468379, -3336.957366884968, -130.28791830326333, -81.11734259122478, -81.20501846970772, 48.59248318490748, 48.5842858430539, 526.1279260401881, 543.6999642800292, -130.2101460397535, -81.11593245732018
2025 NOV 25 16:19:51, 817359660.187963, 799.9340410518578, -331.30113464412034, -395.87474930326135, -3336.971220019655, -129.92541424210515, -81.11923414466337, -81.20657568758268, 48.49917594136721, 48.49107755975302, 525.3473388918425, 542.8940801912802, -129.85243491090256, -81.1177010160798
2025 NOV 25 16:19:52, 817359661.1896324, 797.5933622271275, -328.74557574280186, -397.9101965990216, -3336.9817454942704, -129.5628475577836, -81.12085351488497, -81.20776260897337, 48.405576575834544, 48.39752971780161, 524.5698745836656, 542.0885844801107, -129.49461947320538, -81.11912083945325
2025 NOV 25 16:19:53, 817359662.191302, 795.2526874938948, -326.1892430781774, -399.94629038729266, -3336.989107984319, -129.20008672469294, -81.12195822015002, -81.20858372574997, 48.31160162328943, 48.30372302303969, 523.7948389796118, 541.284187976819, -129.1367280976573, -81.12019177601947
2025 NOV 25 16:19:54, 817359663.1929713, 792.9120293677122, -323.6341721468941, -401.9828969382332, -3336.9931254117882, -128.8373461321647, -81.1228354581268, -81.20903402001771, 48.21734347506713, 48.20956616064849, 523.0230186951376, 540.480127057913, -128.77878900372673, -81.12091382439957
2025 NOV 25 16:19:55, 817359664.1946408, 790.5713909077604, -321.0801829299681, -404.0198039636832, -3336.9938422437067, -128.47465639454106, -81.1235231400075, -81.20911812500788, 48.12277772105091, 48.115082726375235, 522.254216363934, 539.6766212691687, -128.42083051745504, -81.12128695405987
2025 NOV 25 16:19:56, 817359665.1963103, 788.2307839737766, -318.52614858942917, -406.0575046197066, -3336.991307386178, -128.11191627466314, -81.12379544939432, -81.2088307181465, 48.02788443795379, 48.02029074827842, 521.4882799895719, 538.8738462990011, -128.06288087659308, -81.1213112132211
2025 NOV 25 16:19:57, 817359666.1979797, 785.8902126237741, -315.9733618250638, -408.09546998782275, -3336.985462250759, -127.74930552345508, -81.12398660242508, -81.20817736171699, 47.93268985682666, 47.92516449782591, 520.7254297936964, 538.0715994338682, -127.70496857806556, -81.12098663172492
2025 NOV 25 16:19:58, 817359667.1996492, 783.5496885530991, -313.420874147991, -410.13409428164243, -3336.9763493278715, -127.38674498970708, -81.1239137814881, -81.20715388411628, 47.837175778005054, 47.829720825228485, 519.965528603364, 537.2700438276597, -127.34712174551869, -81.12031336025025
2025 NOV 25 16:19:59, 817359668.2013186, 781.2092159719781, -310.86892337210134, -412.17326085312135, -3336.963960419982, -127.02429403642648, -81.12370765243521, -81.20576175073477, 47.74134562798519, 47.73395531733498, 519.2086103264849, 536.4691630816487, -126.9893688279757, -81.11929151159967
2025 NOV 25 16:20:00, 817359669.202988, 778.8688070417537, -308.31878155742305, -414.2132046211916, -3336.948150754633, -126.66208086624238, -81.12383084577341, -81.20399314337948, 47.645283703663765, 47.63778575823762, 518.4553708563882, 535.6682883309064, -126.63173791797252, -81.11792131981159
2025 NOV 25 16:20:01, 817359670.2046576, 776.5284651725527, -305.7688923605436, -416.2541239998018, -3336.9290394503187, -126.29998569494738, -81.1240641609206, -81.20184897236818, 47.548925343441525, 47.54127399155272, 517.7052837062874, 534.8679626004962, -126.27425724013361, -81.11620298002362
2025 NOV 25 16:20:02, 817359671.206327, 774.1882035686162, -303.2184038054682, -418.2941763429304, -3336.9069300345855, -125.93808274992725, -81.12499862301219, -81.199366470824, 47.452085060429525, 47.44460042999658, 516.956871021383, 534.0696899323649, -125.9169548722496, -81.11413680782037
2025 NOV 25 16:20:03, 817359672.2079964, 771.8480258457187, -300.6696404519754, -420.3361440674076, -3336.881269289014, -125.57642866288055, -81.1278915673818, -81.19648704422139, 47.355097697415154, 47.347438294376666, 516.2128333359647, 533.2707911774403, -125.55985884405936, -81.1117231015188
2025 NOV 25 16:20:04, 817359673.2096659, 769.50794445975, -298.12532311741387, -422.38330427447244, -3336.8514073814667, -125.21509429369353, -81.13668009454004, -81.19314173100479, 47.2583607252199, 47.24939970153012, 515.4763252392028, 532.46813373754, -125.20299708671705, -81.10896219919339
2025 NOV 25 16:20:05, 817359674.2113353, 767.1679640885131, -295.57152841390814, -424.4169017840617, -3336.820921237991, -124.85404391794202, -81.16894009601737, -81.1897236731634, 47.1596950855156, 47.15260594175336, 514.7300243628902, 531.6790549069349, -124.84639738053731, -81.1058545386711
2025 NOV 25 16:20:06, 817359675.2130047, 764.8280972783479, -293.0011799310565, -426.478555773335, -3336.785171230342, -124.49001553767957, -81.08357845538659, -81.08357845538659, 47.061931176785265, 47.05430265674762, 513.9964380735909, 530.8810812187121, -124.490087424827, -81.10240053952522
2025 NOV 25 16:20:07, 817359676.2146742, 762.4883480471584, -290.436502864663, -428.548389972538, -3336.744679111507, -124.1263416750358, -81.1580279938203, -81.18118405938087, 46.96471664273074, 46.95483068248283, 513.27268984316, 530.0771153365266, -124.13409473083482, -81.09860068104035
2025 NOV 25 16:20:08, 817359677.2163436, 760.1487299366833, -287.8844207268766, -430.5824693185347, -3336.704455569991, -123.7664097547466, -81.11922984834398, -81.17668188699767, 46.86501698940189, 46.857141748965994, 512.5349546363303, 529.2909825953476, -123.77844684663079, -81.09445546594358
2025 NOV 25 16:20:09, 817359678.218013, 757.8092471355836, -285.33938331614235, -432.62630148963945, -3336.6592319748615, -123.40691283101951, -81.10253752956676, -81.17162313951995, 46.76606637650711, 46.75808858935843, 511.80865922629266, 528.497297396781, -123.42317084639951, -81.08996548620526
2025 NOV 25 16:20:10, 817359679.2196826, 755.469912560636, -282.798635805337, -434.67497095336387, -3336.6098699472414, -123.04794448889379, -81.09087067946383, -81.16610047082814, 46.667341932457205, 46.658179765449326, 511.0896459604895, 527.7002376454697, -123.06829382325864, -81.08513132271439
2025 NOV 25 16:20:11, 817359680.221352, 753.13073135104, -280.253269464525, -436.71714038480866, -3336.5585762255746, -122.68939340367396, -81.08160799670242, -81.16036928646716, 46.567479868223344, 46.558742819867305, 510.36733024570634, 526.9104030548326, -122.71384274691971, -81.07995361351236
2025 NOV 25 16:20:12, 817359681.2230215, 750.7917163716214, -277.7089701681819, -438.7597569367989, -3336.5039815334676, -122.33139048019875, -81.07301317118095, -81.15427049202758, 46.46732736579494, 46.458952204786684, 509.6483200478949, 526.1212128901595, -122.35984422393419, -81.07443303277559
2025 NOV 25 16:20:13, 817359682.2246909, 748.4528728649536, -275.1653946339774, -440.80319084670913, -3336.4460669481687, -121.97391075803405, -81.06481009239657, -81.14780740842613, 46.366895593088714, 46.35879726562359, 508.9327082393806, 525.3325999653016, -122.00632476137366, -81.06857031449678
2025 NOV 25 16:20:14, 817359683.2263603, 746.1142119870766, -272.6224991128947, -442.8471438603208, -3336.384875104783, -121.61699624465244, -81.05668262070418, -81.14098440629691, 46.26615950581349, 46.25830178652595, 508.22030274805866, 524.5447739876863, -121.65331070217037, -81.06236617230576
2025 NOV 25 16:20:15, 817359684.2280298, 743.7757449621186, -270.0804050975964, -444.8914213445649, -3336.320422346464, -121.260697509045, -81.04843375536917, -81.13380219914197, 46.16511112728808, 46.157473203401246, 507.5110515942502, 523.7578120149229, -121.30082798176684, -81.05582141303718
