# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 OCT 15 15:30:52, 813814321.1823686, 3712.4343380070245, -17.932678237061285, -1830.0076539950762, -2844.0795043691446, -90.56143693742939, -57.08797302420294, -57.239817590664835, 91.51723000276749, 91.52668235802254, 1969.2067562740724, 1744.5881449892352, -90.79498016066972, -59.16101818289777
2025 OCT 15 15:30:53, 813814322.184038, 3706.3421564631376, -16.40154737193198, -1829.5592180735086, -2844.3737447097938, -90.51362877965772, -57.09888099861382, -57.24910751624734, 91.47773260458798, 91.48764654720269, 1965.4930532868607, 1742.1414233138921, -90.74167548114559, -59.158977504085705
2025 OCT 15 15:30:54, 813814323.1857076, 3700.247558005256, -14.870159451566945, -1829.1266598561278, -2844.656982090925, -90.46578436958941, -57.10946523411365, -57.25805224259643, 91.43845010714232, 91.44825358371912, 1961.7978473345918, 1739.6756192162345, -90.68842359286394, -59.15691404022195
2025 OCT 15 15:30:55, 813814324.187377, 3694.1505498616693, -13.339565616727732, -1828.6949420102383, -2844.938774109145, -90.41794136182351, -57.12002766989336, -57.26695347638642, 91.39909505128988, 91.40878843896539, 1958.103301609848, 1737.208578341264, -90.63522441674759, -59.15482784469462
2025 OCT 15 15:30:56, 813814325.1890464, 3688.0511376814934, -11.809757983277184, -1828.2640680216775, -2845.2191206571733, -90.37009964279808, -57.13056868925046, -57.275811181906256, 91.3596670319169, 91.36925077304704, 1954.4094240010725, 1734.740299555895, -90.58207784943525, -59.15271896988125
2025 OCT 15 15:30:57, 813814326.1907159, 3681.949327033278, -10.280731493258143, -1827.834040997603, -2845.4980218398164, -90.32225918777533, -57.141088728798636, -57.284625330218596, 91.3201657630246, 91.3296402497522, 1950.7162224612161, 1732.2707817768862, -90.52898387875193, -59.15058747651316
2025 OCT 15 15:30:58, 813814327.1923853, 3675.8451252681534, -8.753484323492684, -1827.3899825470871, -2845.7849185846694, -90.27445366155274, -57.15188645658731, -57.29369438347082, 91.28030490089728, 91.29024093055385, 1947.0060566542595, 1729.817673300025, -90.47594245713618, -59.148433404327506
2025 OCT 15 15:30:59, 813814328.1940547, 3669.738537974241, -7.225983281319607, -1826.9618363166492, -2846.0608141265184, -90.22661457822399, -57.16236212417229, -57.3024177587162, 91.2406591374249, 91.25048067424719, 1943.314442141668, 1727.3454657561228, -90.42295357163317, -59.14625681372839
2025 OCT 15 15:31:00, 813814329.1957242, 3663.6295707082904, -5.69924270627638, -1826.5345468621551, -2846.335264303395, -90.17877652208827, -57.172818040828346, -57.311097478655995, 91.20093905374999, 91.21064654173074, 1939.6235278039849, 1724.872017565712, -90.37001708109239, -59.144057762078496
2025 OCT 15 15:31:01, 813814330.1973937, 3657.5182312008915, -4.173257322908308, -1826.1081177187239, -2846.608268890354, -90.1309394623665, -57.18325460701359, -57.31973350437717, 91.16114427609564, 91.17073819774544, 1935.9333216186533, 1722.3973287317176, -90.31713298159394, -59.14183629022182
