# MEX_intpoint_lon [deg], MEX_intpoint_lat [deg], MEX_intpoint_angle [deg], TGO_intpoint_lon [deg], TGO_intpoint_lat [deg], TGO_intpoint_angle [deg] 
-67.83430044813414, 18.215633307034622, 20.78369486739736, -39.699609245805824, 44.177297478270496, 62.82190851886579 
-68.70099676040448, 18.666050861106946, 20.78308208834797, -40.021009499364474, 44.57541349069601, 62.8173514097412 
-69.56939605474052, 19.117567686337583, 20.782455108305264, -40.33807118501401, 44.97620043482309, 62.812763893342655 
-70.4396256424884, 19.570082840629997, 20.781814140116623, -40.65070493040484, 45.37961055791607, 62.80814740725738 
-71.31181487261102, 20.023494621323035, 20.781159414063172, -40.95881760717649, 45.78559577252252, 62.80350342682589 
-72.18609512278529, 20.477700523346513, 20.780491177746573, -41.262312104353946, 46.1941076377566, 62.79883346463546 
-73.06259978910887, 20.932597196068553, 20.77980969595465, -41.56108708833474, 46.605097338845425, 62.79413906996821 
-73.94146427413517, 21.388080398875147, 20.779115250505953, -41.85503674850924, 47.0185156648317, 62.789421828203835 
-74.82282597293518, 21.844044955526368, 20.778408140073413, -42.14405052748039, 47.434312984317316, 62.78468336017784 
-75.70682425686296, 22.30038470733716, 20.777688679987264, -42.42801283476499, 47.85243921912109, 62.77992532149472 
-76.59360045467918, 22.75699246523553, 20.776957202017396, -42.7068027427693, 48.272843815713884, 62.77514940179735 
-77.48329783066343, 23.213759960755333, 20.776214054135313, -42.98029366373215, 48.69547571428088, 62.77035732399218 
-78.37606155932119, 23.670577796026826, 20.775459600256085, -43.248353006223155, 49.12028331524765, 62.76555084343138 
-79.2720386962662, 24.12733539283414, 20.774694219960328, -43.510841809667106, 49.54721444309181, 62.76073174705182 
-80.17137814483131, 24.58392094081539, 20.773918308196695, -43.767614355239466, 49.97621630724519, 62.755901852471965 
-81.07423061793443, 25.040221344889133, 20.773132274965093, -44.01851775134176, 50.407235459873775, 62.751063007046845 
-81.98074859469574, 25.496122171998582, 20.772336544980917, -44.26339149171579, 50.840217750302564, 62.74621708688214 
-82.89108627127526, 25.95150759727461, 20.771531557320813, -44.50206698409481, 51.275108275830604, 62.74136599580765 
-83.80539950536628, 26.406260349727766, 20.770717765050126, -44.73436704711334, 51.711851328657374, 62.73651166431137 
-84.72384575375283, 26.86026165759135, 20.76989563483259, -44.96010537300691, 52.15039033861518, 62.731656048434566 
-85.64658400230388, 27.313391193448172, 20.76906564652266, -45.179085953424924, 52.59066781137261, 62.72680112862877 
-86.5737746877487, 27.7655270192873, 20.76822829274084, -45.39110246545524, 53.032625261742155, 62.72194890857586 
-87.50557961054236, 28.216545531650375, 20.7673840784326, -45.59593761471394, 53.476203141688956, 62.71710141397189 
-88.44216183810137, 28.66632140704211, 20.766533520411155, -45.79336243208903, 53.9213407625984, 62.712260691275546 
-89.38368559765522, 29.114727547795447, 20.765677146884904, -45.98313552043906, 54.36797621131681, 62.70742880642257 
-90.3303161579305, 29.561635028599014, 20.764815496969746, -46.16500224723647, 54.816046259430685, 62.70260784350721 
-91.28221969885398, 30.00691304391278, 20.76394912018701, -46.33869387880922, 55.265486265197346, 62.69779990343126 
-92.23956316843235, 30.450428856517252, 20.76307857594746, -46.5039266514705, 55.716230067480105, 62.69300710252279 
-93.2025141259417, 30.892047747462357, 20.762204433021985, -46.66040077443493, 56.16820987097614, 62.68823157112494 
-94.1712405705349, 31.331632967703566, 20.761327268999576, -46.80779935899826, 56.6213561219524, 62.6834754521563 
-95.145910754357, 31.769045691736565, 20.760447669733114, -46.945787268006264, 57.0755973736252, 62.67874089964453 
-96.12669297924141, 32.20414497356527, 20.759566228773714, -47.07400987915501, 57.530860140229386, 62.674030077233894 
-97.11375537605059, 32.636787705363666, 20.758683546794146, -47.192091755150976, 57.98706873872528, 62.66934515666867 
-98.1072656657188, 33.06682857921821, 20.757800231002015, -47.29963521321413, 58.444145116981495, 62.66468831625341 
-99.1073909010578, 33.49412005236452, 20.75691689454345, -47.39621878583307, 58.90200866715121, 62.66006173929186 
-100.11429718839592, 33.918512316360584, 20.75603415589784, -47.48139556408092, 59.360576022824674, 62.65546761250585 
-101.12814938814103, 34.33985327066706, 20.755152638264356, -47.55469141417837, 59.8197608383928, 62.65090812443549 
-102.14911079338691, 34.757988501134335, 20.754272968941, -47.61560305735337, 60.27947354889079, 62.64638546382266 
-103.17734278572549, 35.17276126392606, 20.753395778696838, -47.663596002404994, 60.73962110840977, 62.64190181797913 
-104.21300446748207, 35.58401247543749, 20.752521701138168, -47.698102319745296, 61.200106704962195, 62.63745937114081 
-105.25625226966, 35.99158070879652, 20.7516513720693, -47.718518245086194, 61.66082944946435, 62.63306030281002 
-106.30723953496884, 36.39530219756375, 20.750785428848708, -47.72420160038342, 62.12168403625461, 62.62870678608757 
-107.36611607541266, 36.79501084727483, 20.749924509741327, -47.714469019177685, 62.58256037229518, 62.624400985995635 
-108.43302770404013, 37.19053825549423, 20.749069253267713, -47.688592963128514, 63.04334317191058, 62.62014505779427 
-109.50811574060197, 37.5817137410735, 20.74822029755071, -47.64579851637131, 63.503911513590026, 62.615941145292396 
-110.5915164910291, 37.96836438332766, 20.747378279660698, -47.585259944417395, 63.96413835502974, 62.611791379155434 
-111.68336070083541, 38.35031507186101, 20.7465438349597, -47.50609700474609, 64.42389000220625, 62.60769787521135 
-112.78377298276605, 38.72738856778758, 20.745717596445605, -47.40737099712773, 64.8830255278599, 62.603662732756796 
-113.89287121925535, 39.09940557710032, 20.744900194096875, -47.288080543209226, 65.34139613432474, 62.59968803286549 
-115.0107659405264, 39.466184836945885, 20.744092254218767, -47.14715708717677, 65.7988444551721, 62.5957758367001 
-116.13755967946392, 39.82754321555964, 20.743294398791672, -46.98346011261446, 66.25520378964525, 62.5919281838302 
-117.27334630471526, 40.183295826604244, 20.74250724482243, -46.79577207529318, 66.71029726335559, 62.58814709055754 
-118.41821033382688, 40.533256158637016, 20.74173140369931, -46.582793057913136, 67.16393690820338, 62.58443454825078 
-119.57222622860172, 40.877236220403105, 20.740967480551422, -46.343135161231835, 67.61592265398941, 62.58079252169161 
-120.73545767526633, 41.21504670261389, 20.740216073613418, -46.07531665708805, 68.0660412237243, 62.577222947434 
-121.90795685245973, 41.5464971568201, 20.739477773596057, -45.77775594325496, 68.51406492425063, 62.5737277321783 
-123.08976369050151, 41.871396191929364, 20.738753163063517, -45.44876535863626, 68.95975032351289, 62.570308751162514 
-124.28090512585496, 42.18955168884295, 20.7380428158181, -45.08654494104123, 69.40283680569966, 62.566967846572 
-125.48139435516936, 42.500771033600074, 20.73734729629315, -44.689176239801135, 69.84304499561895, 62.56370682597007 
-126.69123009375846, 42.80486136931612, 20.736667158954784, -44.2546163331891, 70.28007504415177, 62.56052746075067 
-127.9103958438426, 43.10162986708584, 20.736002947713246, -43.78069224754409, 70.71360476759172, 62.55743148461553 
-129.13885917833946, 43.390884015891615, 20.735355195344557, -43.265096032944044, 71.14328763528523, 62.554420592077186 
-130.37657104642847, 43.67243193141165, 20.734724422923133, -42.7053808211326, 71.56875060245157, 62.55149643698991 
-131.62346510752184, 43.94608268346298, 20.73411113926598, -42.09895827715184, 71.98959178864345, 62.54866063111013 
-132.87945710064304, 44.21164664164046, 20.733515840389362, -41.443097958646334, 72.40537800733377, 62.54591474268813 
-134.1444442565311, 44.468935838525894, 20.732939008978274, -40.73492921759592, 72.81564215896854, 62.54326029509269 
-135.41830476003952, 44.71776434964312, 20.732381113869558, -39.9714464190672, 73.21988050896812, 62.54069876547057 
-136.70089727057655, 44.957948689125935, 20.731842609549307, -39.14951840984954, 73.6175498841116, 62.538231583441885 
-137.99206050841926, 45.18930821984911, 20.731323935665024, -38.265903343781034, 74.00806483607232, 62.535860129833935 
-139.291612914725, 45.41166557655064, 20.73082551655312, -37.31727015406057, 74.39079484017637, 62.53358573545381 
-140.59935239293898, 45.62484710024844, 20.730347760782553, -36.30022814497643, 74.76506162127288, 62.53140967990246 
-141.9150561390556, 45.82868328203059, 20.7298910607148, -35.21136633873788, 75.13013672734323, 62.52933319043092 
-143.23848056781975, 46.02300921407812, 20.72945579208105, -34.047304331307764, 75.48523950525406, 62.527357440840575 
-144.5693613414482, 46.20766504556806, 20.72904231357681, -32.80475644743272, 75.82953567150837, 62.525483550428405 
-145.90741350680855, 46.38249644090502, 20.728650966474685, -31.480610890336656, 76.16213671283286, 62.5237125829789 
-147.2523317462103, 46.547355037546986, 20.728282074255546, -30.07202529411258, 76.4821003947209, 62.522045545803984 
-148.60379074604415, 46.70209890053032, 20.727935942258792, -28.576539534685626, 76.78843269690746, 62.520483388831444 
-149.96144568645713, 46.84659297066267, 20.727612857351893, -26.99220576214701, 77.08009152762398, 62.51902700374423 
-151.32493285408125, 46.98070950324696, 20.727313087619795, -25.317734314987543, 77.35599258572309, 62.51767722317034 
-152.69387037855796, 47.104328494127465, 20.72703688207443, -23.552652424237653, 77.61501773170254, 62.51643481992557 
-154.06785909223282, 47.217338089813865, 20.726784470384754, -21.697470425897922, 77.85602618413647, 62.5153005063092 
-155.44648351096077, 47.31963497844447, 20.726556062627647, -19.753847673037395, 78.07786876568616, 62.51427493345403 
-156.82931293248012, 47.411124758397435, 20.726351849059956, -17.724747692450595, 78.27940527336021, 62.5133586907312 
-158.21590264731418, 47.49172228145047, 20.72617199991192, -15.614569720498732, 78.45952483679281, 62.51255230521116 
-159.6057952556699, 47.56135196752571, 20.726016665202287, -13.429242064329591, 78.61716886058281, 62.511856241180716 
-160.99852208235222, 47.61994808823679, 20.72588597457536, -11.176262331888921, 78.7513558390202, 62.51127089971738 
-162.39360468033522, 47.6674550166788, 20.7257800371601, -8.864670993917692, 78.86120701484832, 62.51079661832141 
-163.79055641235152, 47.70382744116582, 20.725698941451455, -6.504948341747663, 78.94597157218669, 62.51043367060572 
-165.18888409871465, 47.72903054092175, 20.725642755214206, -4.108830698761473, 79.00504985923575, 62.510182266044644 
-166.5880897185971, 47.743040122065395, 20.72561152540929, -1.6890492708687939, 79.03801307880238, 62.51004254978115 
-167.98767215117567, 47.74584271259241, 20.725605278142638, 0.7409966722709738, 79.04461799946485, 62.51001460249355 
