# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2025 JUL 17 10:38:31, 806020780.1836574, 551.6343893301407, 496.3674483498271, 1048.0018376799678, 701.9802182871798, -81.74188662550078, -24.781431281116745, -81.55153972278494, -25.02708726344705, 41.982941932572, 41.99201941939598, 41.98748067598399, 5775539.783608632,  nan, 0.2049270037500396, 0.2047658391518477,  nan, 3.972086456089031, 3.968936095966866, 126.24024249242213, 1.1621483820328268e-14, 6.398449153414023e-14, 6.40952568420652e-14, 3.0718383165282896e-14, 3.0771468337201395e-14, 1.6405002074997335e-24, 1.6393384225730232e-24, 3.0718383165282896e-14, 3.0771468337201395e-14, 1.919323240460541e-17, 0.7861940201362235, 84005.8149646724, 1218.2611366481815, 0.7861940201362235, 84005.8149646724, 1218.2611366481815, 0.7861940201362235, 84005.8149646724, 1218.2611366481815, 0.2049452674198803, 3.972440279095266, 0.2049452674198803, 3.972440279095266, 0.2052994382333742, 3.9793826407507824, 0.2052994382333742, 3.9793826407507824, 0.0150843393160745, 0.0420378410823409, 81.28142511924035, 88.13280076520316, -24.875, -81.625, -24.875, -81.625, -77.81887785928194, -29.11052367633806, -85.07895334827721, -20.81160473903589
2025 JUL 17 10:38:32, 806020781.1853268, 550.9239326072452, 496.20238101942016, 1047.1263136266653, 700.9924092012047, -81.73434149743784, -24.727301343266667, -81.54597332958704, -24.97057710360771, 41.95496406876351, 41.96388704589527, 41.95942555732939, 5775922.453371825,  nan, 0.2049488511426898, 0.2047872511586516,  nan, 3.972065054423228, 3.968905871720729, 128.62604293615826, 2.1909307285800532e-14, 5.336348022895608e-14, 5.3456878038534833e-14, 1.905144823518286e-14, 1.9086631153457792e-14, 1.629351646906951e-24, 1.6281980136412303e-24, 4.7409144943555455e-15, 4.749368502544614e-15, 1.9195322192876516e-17, 1.7088276346441291, 36642.289573730726, 188.28575253052296, 0.9839088313224216, 56767.266410086784, 759.8708043776318, 0.9839088313224216, 56767.266410086784, 759.8708043776318, 0.2049607691349004, 3.972294600417064, 0.2049571586797774, 3.972223879191334, 0.2053262555875177, 3.9794595044874255, 0.2053356596144399, 3.979644010158401, 0.0150073847965146, 0.0421391572221701, 81.31778560982998, 88.11054208147624, -24.625, -81.875, -24.625, -81.875, -77.81882196393835, -29.047897745402548, -85.06877877866589, -20.76212168468567
2025 JUL 17 10:38:33, 806020782.1869963, 550.2150784833356, 496.03669018373625, 1046.2517686670717, 700.0041339621824, -81.72681385185189, -24.67315529305511, -81.5404150400003, -24.91406212019302, 41.9268506643348, 41.93562113725225, 41.93123590079352, 5776228.573158011,  nan, 0.2049710654353345, 0.2048090016112212,  nan, 3.9720490854835377, 3.9688805101797056, 130.06924783600513, 2.813195246293053e-14, 5.3347123485402424e-14, 5.344137836309503e-14, 2.324827104949354e-14, 2.3291194786891246e-14, 1.6183058634164011e-24, 1.617160306568163e-24, 9.732059159412018e-15, 9.749409511316606e-15, 1.9197456104122126e-17, 1.3355645348967575, 36642.289573730726, 383.35726538421983, 0.9191070283521672, 56767.266410086784, 920.7868601517214, 0.9191070283521672, 56767.266410086784, 920.7868601517214, 0.2049837977640976, 3.972294600417064, 0.2049801877098082, 3.972223879191334, 0.2053492436546014, 3.9794595044874255, 0.2053586466382272, 3.979644010158401, 0.0149308836598772, 0.0422404181339667, 81.35410093646622, 88.08834334264486, -24.625, -81.875, -24.625, -81.875, -77.81877024175652, -28.98525871113205, -85.05861374633561, -20.712638050675952
2025 JUL 17 10:38:34, 806020783.1886657, 549.5078301694101, 495.87038201560455, 1045.3782121850147, 699.0153937716809, -81.71930365804447, -24.618993164207616, -81.53486483087462, -24.8575423473837, 41.898601486525166, 41.907221231469535, 41.90291135899735, 5774430.6754128495,  nan, 0.2049933412359923, 0.2048308227246405,  nan, 3.972032572950969, 3.968854779740192, 130.08771600887474, 2.8233983373990526e-14, 5.515487799782643e-14, 5.5252320498666636e-14, 2.1109615738387206e-14, 2.1147241601660307e-14, 1.607361913915976e-24, 1.606224358937221e-24, 2.1109615738387206e-14, 2.1147241601660307e-14, 1.9199634649613202e-17, 1.0169947744519667, 36642.289573730726, 824.8951063207082, 1.0169947744519667, 36642.289573730726, 824.8951063207082, 1.0169947744519667, 36642.289573730726, 824.8951063207082, 0.2050069154896916, 3.972294600417064, 0.2050069154896916, 3.972294600417064, 0.2053723206333877, 3.9794595044874255, 0.2053723206333877, 3.9794595044874255, 0.014854832697957, 0.0423416235602495, 81.39037129140428, 88.06620430715822, -24.625, -81.625, -24.625, -81.625, -77.81872267931455, -28.922606638257538, -85.04845821859897, -20.663153850739224
2025 JUL 17 10:38:35, 806020784.1903352, 548.8021909721134, 495.7034559977304, 1044.5056469698438, 698.0261896288731, -81.71181089111839, -24.56481496823939, -81.52932267699929, -24.80101780549524, 41.87021655507112, 41.87868729325309, 41.8744519241621, 5771603.6118866205,  nan, 0.2050156340441157, 0.2048524751875535,  nan, 3.972014653442984, 3.9688240093864544, 130.0392800224993, 2.7946915328425723e-14, 6.59710904091417e-14, 6.608774411713032e-14, 3.805680634812552e-14, 3.8124623676332384e-14, 3.3386125513814365e-24, 3.3393879058199514e-24, 3.805680634812552e-14, 3.8124623676332384e-14, 1.9201858752916518e-17, 0.8204107085424818, 36642.289573730726, 1475.5267047233544, 0.8204107085424818, 36642.289573730726, 1475.5267047233544, 0.8204107085424818, 36642.289573730726, 1475.5267047233544, 0.2050301220348259, 3.972294600417064, 0.2050301220348259, 3.972294600417064, 0.2053954862472387, 3.9794595044874255, 0.2053954862472387, 3.9794595044874255, 0.0147792300796186, 0.0424427702565219, 81.42659621757704, 88.04412538669462, -24.625, -81.625, -24.625, -81.625, -77.81867926385668, -28.85994156952885, -85.03831216593863, -20.613669084200207
2025 JUL 17 10:38:36, 806020785.1920047, 548.0981645438733, 495.53591323105314, 1043.6340777749265, 697.0365221533522, -81.70433553329312, -24.51062070620953, -81.5237885534121, -24.74448851234194, 41.84169529300377, 41.8500192020635, 41.84585724753363, 5775039.475702805,  nan, 0.205038099162608, 0.2048745175690219,  nan, 3.971998361565616, 3.968799117247234, 130.15274522671166, 2.8667483053614254e-14, 6.477772162751953e-14, 6.489244166660325e-14, 3.630938527151062e-14, 3.6374074059551734e-14, 3.2887498433569366e-24, 3.2895134451597124e-24, 3.630938527151062e-14, 3.6374074059551734e-14, 1.920412921909577e-17, 0.8374848534755734, 36642.289573730726, 1397.037257584748, 0.8374848534755734, 36642.289573730726, 1397.037257584748, 0.8374848534755734, 36642.289573730726, 1397.037257584748, 0.2050534173993209, 3.972294600417064, 0.2050534173993209, 3.972294600417064, 0.2054187404957065, 3.9794595044874255, 0.2054187404957065, 3.9794595044874255, 0.0147040735072506, 0.0425438559912432, 81.46277548291597, 88.02210676877675, -24.625, -81.625, -24.625, -81.625, -77.81863998305302, -28.79726354728429, -85.0281755562974, -20.564183748954456
2025 JUL 17 10:38:37, 806020786.1936741, 547.3957557403804, 495.36775382678576, 1042.7635095671662, 696.0463926264299, -81.69687755239397, -24.456410419847483, -81.51826243709547, -24.687954507417256, 41.81303765044589, 41.821216556025846, 41.81712710323587, 5775221.261879187,  nan, 0.2050605023469444, 0.2048964336340053,  nan, 3.9719791176452186, 3.9687700153425, 130.08346614168306, 2.822285413860574e-14, 5.569373051431044e-14, 5.57926676755344e-14, 1.9336321556759065e-14, 1.9370763318119263e-14, 3.239870241569864e-24, 3.2406223235156164e-24, 1.7445441524999098e-14, 1.747719546416375e-14, 1.9206447103382428e-17, 1.2122526969491747, 17094.19588303642, 671.9047118912364, 1.0584794839161693, 36642.289573730726, 738.4422265331955, 1.0584794839161693, 36642.289573730726, 738.4422265331955, 0.2050693685877799, 3.972148925284007, 0.2050768014810259, 3.972294600417064, 0.205442632872627, 3.979470293314194, 0.2054420832765519, 3.9794595044874255, 0.0146293616197, 0.0426448764494176, 81.4989084056222, 88.00014909143513, -24.625, -81.625, -24.625, -81.625, -77.8186048282046, -28.734572631866182, -85.01804836284938, -20.51469786226771
2025 JUL 17 10:38:38, 806020787.1953435, 546.6949648697874, 495.19898289635006, 1041.8939477661374, 695.0558020747357, -81.68943693553881, -24.40218410375485, -81.51274430379027, -24.631415806789583, 41.78424377031511, 41.79227917847153, 41.78826147439332, 5774353.804732764,  nan, 0.2050830260262412, 0.204918572783493,  nan, 3.971960494466221, 3.968743536882637, 130.01946814162056, 2.7836990312247025e-14, 7.503499175288381e-14, 7.516956078705705e-14, 4.8530829975742336e-14, 4.8619144945860686e-14, 3.1919512554667443e-24, 3.19269204499123e-24, 4.8530829975742336e-14, 4.8619144945860686e-14, 1.9208812684698607e-17, 0.8077603140874344, 17094.19588303642, 1854.0512520394468, 0.8077603140874344, 17094.19588303642, 1854.0512520394468, 0.8077603140874344, 17094.19588303642, 1854.0512520394468, 0.2050928419574894, 3.972148925284007, 0.2050928419574894, 3.972148925284007, 0.2054660638500063, 3.979470293314194, 0.2054660638500063, 3.979470293314194, 0.0145550903796685, 0.0427458333517733, 81.53499560305941, 87.97825167931852, -24.375, -81.625, -24.375, -81.625, -77.8185737790847, -28.671868875750057, -85.00793055229786, -20.465211419628545
2025 JUL 17 10:38:39, 806020788.197013, 545.9957965120983, 495.0296005397883, 1041.0253970518866, 694.0647510467064, -81.6820136468098, -24.347941781046764, -81.50723412767807, -24.57487242995464, 41.75531292027829, 41.76320713875565, 41.759260029516966, 5772020.559170301,  nan, 0.205105659441889, 0.2049408992453833,  nan, 3.971942283657664, 3.968718984119596, 130.19058779413143, 2.889871465772445e-14, 1.6287835956517896e-13, 1.6317298150850876e-13, 1.405737487509218e-13, 1.4082950213673026e-13, 3.1449710045995918e-24, 3.145700723938822e-24, 1.405737487509218e-13, 1.4082950213673026e-13, 1.9211227046077506e-17, 0.4751231849711339, 17094.19588303642, 5328.0069975366405, 0.4751231849711339, 17094.19588303642, 5328.0069975366405, 0.4751231849711339, 17094.19588303642, 5328.0069975366405, 0.2051164037553157, 3.972148925284007, 0.2051164037553157, 3.972148925284007, 0.2054895830666125, 3.979470293314194, 0.2054895830666125, 3.979470293314194, 0.0144812584205168, 0.0428467224053655, 81.57103640597624, 87.95641516284263, -24.375, -81.625, -24.375, -81.625, -77.81854682617542, -28.60915231725355, -84.99782209330161, -20.415724420761453
2025 JUL 17 10:38:40, 806020789.1986824, 545.2982543606416, 494.8596059998775, 1040.1578603605192, 693.0732409278924, -81.67460767035729, -24.29368347680329, -81.50173188718914, -24.5183244164141, 41.72624518763438, 41.73399987050928, 41.73012252907184, 5771737.527022432,  nan, 0.2051284719935978, 0.2049630672110471,  nan, 3.971925851278875, 3.968689591070883, 130.15240148745352, 2.861946796773335e-14, 1.8497642129223105e-13, 1.85311419510547e-13, 1.61610342466202e-13, 1.619043012667848e-13, 3.0989081476696714e-24, 3.0996270139889963e-24, 1.61610342466202e-13, 1.619043012667848e-13, 1.9213691127990748e-17, 0.4365997577306644, 17094.19588303642, 6078.069102303881, 0.4365997577306644, 17094.19588303642, 6078.069102303881, 0.4365997577306644, 17094.19588303642, 6078.069102303881, 0.205140053885507, 3.972148925284007, 0.205140053885507, 3.972148925284007, 0.2055131904265937, 3.979470293314194, 0.2055131904265937, 3.979470293314194, 0.014407863969639, 0.0429475402488173, 81.60703034079626, 87.93463996591964, -24.375, -81.625, -24.375, -81.625, -77.81852395934682, -28.546423020899304, -84.9877229605668, -20.366236881670524
