# utc [-], et [s], MEX2TGO [km], midpoint_x [km], midpoint_y [km],midpoint_z [km], midpoint_lon [deg], midpoint_lat [deg], midpoint2MEX[km], midpoint2TGO [km] 
2025 OCT 13 00:38:36, 813587985.1823572, 3769.9589448327747, -657.4947907614609, 1473.9037448091706, -2970.6240120293587, 114.04120702717131, -61.48527767285631, 1862.3533788329798, 1864.6415438507415, 
2025 OCT 13 00:38:37, 813587986.1832352, 3769.936519116988, -658.8736004078797, 1473.4922972050963, -2970.5238204953016, 114.09185526519668, -61.48168833254572, 1859.2290447196117, 1861.4026694698853, 
2025 OCT 13 00:38:38, 813587987.1841131, 3769.9141055881582, -660.2511163015621, 1473.0810559183317, -2970.4231198348903, 114.14244685701946, -61.47808117317844, 1856.103778078672, 1858.1638623406534, 
2025 OCT 13 00:38:39, 813587988.1849911, 3769.8917017017234, -661.6273413978103, 1472.6700204354968, -2970.321911460864, 114.19298187863033, -61.474456251579575, 1852.9775828981944, 1854.9251236676353, 
2025 OCT 13 00:38:40, 813587989.1858691, 3769.8693087781908, -663.0022791837574, 1472.2591910927167, -2970.220196245039, 114.24346041114197, -61.47081360520728, 1849.8504639315363, 1851.6864553155094, 
2025 OCT 13 00:38:41, 813587990.186747, 3769.846928063105, -664.3759330007313, 1471.8485681923735, -2970.1179750999468, 114.29388253160805, -61.467153272990195, 1846.722426236298, 1848.4478594796158, 
2025 OCT 13 00:38:42, 813587991.1876249, 3769.8245570173035, -665.748306124382, 1471.4381511533388, -2970.0152493774845, 114.34424832805465, -61.463475309598394, 1843.5934731397651, 1845.2093366787237, 
2025 OCT 13 00:38:43, 813587992.1885029, 3769.8021969957877, -667.1194018740218, 1471.0279403321804, -2969.9120199528043, 114.39455787645184, -61.45977975263956, 1840.4636097574644, 1841.9708891671416, 
2025 OCT 13 00:38:44, 813587993.1893809, 3769.7798492927495, -668.4892247015191, 1470.6179354101662, -2969.8082877719185, 114.44481129941599, -61.45606664226947, 1837.3328408957511, 1838.7325188562793, 
2025 OCT 13 00:38:45, 813587994.1902589, 3769.7575113320854, -669.8577755807152, 1470.2081371038287, -2969.704054039561, 114.49500859225873, -61.45233602791335, 1834.2011704752217, 1835.4942269532698, 
2025 OCT 13 00:38:46, 813587995.1911368, 3769.735185711925, -671.2250601071318, 1469.7985447041694, -2969.5993196222325, 114.54514992064387, -61.44858794689853, 1831.0686036754057, 1832.2560156961292, 
2025 OCT 13 00:38:47, 813587996.1920148, 3769.712869967557, -672.591079202931, 1469.3891590190208, -2969.494085678415, 114.59523527731066, -61.444822447010566, 1827.935144407933, 1829.017886277346, 
2025 OCT 13 00:38:48, 813587997.1928928, 3769.690565292512, -673.9558373380148, 1468.979979641633, -2969.3883531616625, 114.64526478753828, -61.44103956870938, 1824.8007975421763, 1825.7798406967377, 
2025 OCT 13 00:38:49, 813587998.1937708, 3769.6682730917655, -675.3193389325868, 1468.5710062672701, -2969.282122976746, 114.69523857365361, -61.43723935071892, 1821.6655679601342, 1822.5418809610594, 
2025 OCT 13 00:38:50, 813587999.1946486, 3769.645990740477, -676.6815847300012, 1468.1622396208124, -2969.1753963434903, 114.74515662450801, -61.43342184304144, 1818.5294599902968, 1819.3040087074162, 
2025 OCT 13 00:38:51, 813588000.1955266, 3769.6237195825825, -678.0425794581458, 1467.753679302401, -2969.0681741292983, 114.79501907414131, -61.42958708307965, 1815.3924777758239, 1816.0662251896633, 
2025 OCT 13 00:38:52, 813588001.1964046, 3769.6014609483123, -679.4023273603468, 1467.3453249942834, -2968.960457260537, 114.84482603992419, -61.42573511035462, 1812.2546266420031, 1812.8285328930956, 
2025 OCT 13 00:38:53, 813588002.1972826, 3769.5792122398716, -680.7608303161314, 1466.9371767920204, -2968.85224698784, 114.89457755725316, -61.42186597598973, 1809.115910610961, 1809.5909330956767, 
2025 OCT 13 00:38:54, 813588003.1981605, 3769.556976099643, -682.1180919361053, 1466.52923521078, -2968.743543958915, 114.94427371112855, -61.41797970955694, 1805.9763347986004, 1806.3534280985862, 
2025 OCT 13 00:38:55, 813588004.1990385, 3769.5347499480154, -683.4741140648188, 1466.1215003768411, -2968.6343494051216, 114.99391453578222, -61.41407636150379, 1802.8359032454086, 1803.116019200289, 
2025 OCT 13 00:38:56, 813588005.1999165, 3769.512535080618, -684.8289020522368, 1465.7139712622056, -2968.524664316959, 115.04350019549172, -61.41015597367187, 1799.694621052514, 1799.878708626507, 
2025 OCT 13 00:38:57, 813588006.2007945, 3769.49033286435, -686.1824583309364, 1465.3066487537471, -2968.414489405372, 115.09303073236478, -61.406218577919375, 1796.5524929644562, 1796.641498371552, 
2025 OCT 13 00:38:58, 813588007.2016724, 3769.4681407269436, -687.5347856901757, 1464.8995323643305, -2968.303825964192, 115.14250622075438, -61.4022642269429, 1793.4095232113373, 1793.4043898829411, 
2025 OCT 13 00:38:59, 813588008.2025503, 3769.445959897468, -688.8858863630484, 1464.492622951803, -2968.192674752108, 115.19192669718808, -61.398292954320915, 1790.2657169585514, 1790.1673856057482, 
2025 OCT 13 00:39:00, 813588009.2034283, 3769.4237918373674, -690.2357670422209, 1464.0859188138904, -2968.08103674569, 115.24129237978022, -61.39430480142513, 1787.1210786767772, 1786.9304870814033, 
2025 OCT 13 00:39:01, 813588010.2043062, 3769.4016338722267, -691.5844263949133, 1463.6794219694564, -2967.968912941467, 115.29060317367241, -61.390299810345894, 1783.9756125565202, 1783.6936959075297, 
