# utc [-], et [s], R_T_spoint [km], R_R_spoint [km], R_MEXspointTGO [km], r_MEXTGO [km], spoint_lon [deg], spoint_lat [deg], midpoint_lon [deg], midpoint_lat [deg], emis_MEX [deg], emis_TGO [deg], emis_avg [deg], S_mutualfootprint [km^2], rho_data [-], rho_modelGRS [-], rho_modelFREND [-], dc_data [-], dc_modelGRS [-], dc_modelFREND [-], AGC_data [-], P_R_data [W], P_R_modelGRS [W], P_R_modelFREND [W], P_R_modelGRS_maxcont [W], P_R_modelFREND_maxcont [W], P_R_modelGRS_mincont [W], P_R_modelFREND_mincont [W], P_R_modelGRS_spoint [W], P_R_modelFREND_spoint [W], P_R_freespace [W], gamma_spoint [deg], C_spoint [-], topography_spoint [-], gamma_GRS_maxcont [deg], C_GRS_maxcont [-], topography_GRS_maxcont [-], gamma_FREND_maxcont [deg], C_FREND_maxcont [-], topography_FREND_maxcont [-], rho_modelGRS_spoint [-], dc_modelGRS_spoint [-], rho_modelGRS_maxcont [-], dc_modelGRS_maxcont [-], rho_modelFREND_spoint [-], dc_modelFREND_spoint [-], rho_modelFREND_maxcont [-], dc_modelFREND_maxcont [-], G_T_freespace [-], G_R_freespace [-], angle_MEX2TGO [deg], angle_TGO2MEX [deg], lat_GRS_maxcont [deg], lon_GRS_maxcont [deg], lat_FREND_maxcont [deg], lon_FREND_maxcont [deg], MEXbs_lon [deg], MEXbs_lat [deg], TGObs_lon [deg], TGObs_lat [deg] 
2025 APR 05 16:56:04, 797144233.1856562, 1223.488767526924, 1220.7666825654833, 2444.255450092407, 2395.9881015101155, -46.05499465986937, 66.92588801827227, -46.01014982716293, 66.93204111171524, 78.60643076364349, 78.61630429533325, 78.61136752948838, 1918390.01658787,  nan, 0.0543801276535178,  nan,  nan, 2.651620881614161,  nan, 124.63744882972406, 8.042637327833581e-15, 3.9561720636381125e-17,  nan, 2.5090337889840985e-17,  1.549549455293284e-22, 4.653713343796317e-26,  4.1040283084077584e-24, 5.680233177774581e-19,  nan, 2.9527747651636755e-17, 0.8990934662710842, 998408.5171097926, 257.4597983479631, 0.2584091027066393, 764578.8653291994, 11353.854229201035, 84.87914988368277, 654.6394043375157, 0.0395557418296315, 0.0365016647104718, 2.3476238564809315, 0.0365016647104718, 2.3476238564809315,  nan,  nan,  nan,  nan, 0.0544821019147796, 0.2086001458127219, 71.57005895453585, 71.81224739137753, 66.875, -45.875, 49.875, -61.625, -16.152367230084852, 55.20444296562671, -94.83180396351428, 67.79713613849593
2025 APR 05 16:56:05, 797144234.1873256, 1221.2321738067794, 1217.9853838663046, 2439.217557673084, 2390.419204271833, -46.03054011201598, 66.960200569257, -45.97624636847622, 66.96467275727512, 78.53179031514127, 78.5414867957878, 78.53663855546453, 1932117.1964879008,  nan, 0.0545810453786063,  nan,  nan, 2.6510580809174,  nan, 124.58813787069154, 7.954497659549773e-15, 6.947243233333422e-17,  nan, 5.903500388739273e-17,  1.5571028357745563e-22, 4.733497053282409e-26,  4.123173946773721e-24, 1.4790415213914716e-19,  nan, 2.9391849051283737e-17, 1.4184571432758517, 998408.5171097926, 65.81661822660402, 0.2050903361089435, 412489.4653993306, 26178.426461208437, 84.86943192834407, 654.6394043375157, 0.039557547233643, 0.0366736882381557, 2.3476238564809315, 0.0366736882381557, 2.3476238564809315,  nan,  nan,  nan,  nan, 0.054220687037158, 0.2076724363427254, 71.60888611670009, 71.86280132432815, 66.875, -45.625, 49.875, -61.625, -16.14678294174494, 55.2671243647797, -94.75007737793922, 67.83554339126003
2025 APR 05 16:56:06, 797144235.1889951, 1218.9819691117468, 1215.200144561787, 2434.182113673534, 2384.849135887001, -46.006250266045605, 66.99449813118962, -45.94226319324976, 66.99727628160593, 78.45700673615185, 78.466313232038, 78.46165998409492, 1946026.5179583249,  nan, 0.054764149272098,  nan,  nan, 2.6502115163901503,  nan, 124.63610512171496, 8.040235549800499e-15, 3.1966841369732557e-17,  nan, 2.0862489867248965e-17,  1.564634861065285e-22, 4.814929230732146e-26,  4.142260068656688e-24, 5.954300997605354e-20,  nan, 2.925683144387465e-17, 1.933751135804329, 998408.5171097926, 26.012847687045287, 0.3073894232922546, 396962.67099651735, 9063.124112728749, 84.85987738254848, 654.6394043375157, 0.0395593257147695, 0.0368460065908569, 2.3476238564809315, 0.0368460065908569, 2.3476238564809315,  nan,  nan,  nan,  nan, 0.0539608501268767, 0.2067469711323454, 71.64764386999424, 71.91342283833688, 66.875, -45.375, 49.875, -61.625, -16.141169398577734, 55.329796726982686, -94.66806834761496, 67.87390544121249
2025 APR 05 16:56:07, 797144236.1906645, 1216.7215624603336, 1212.4275804902682, 2429.149142950602, 2379.2779068010154, -45.98140530730728, 67.02870345575153, -45.90820002515784, 67.02985169292133, 78.38163523622985, 78.39122615594906, 78.38643069608946, 1960882.2238783212,  nan, 0.0549925094876546,  nan,  nan, 2.6501909946328164,  nan, 125.0163119902503, 9.779693708271227e-15, 2.1026660784501648e-17,  nan, 5.266842850085093e-18,  1.5721451870558814e-22, 4.89805077756181e-26,  4.161285898093612e-24, 3.5618444310587013e-19,  nan, 2.9122690912159306e-17, 1.5127165518658454, 120944.67304102347, 153.56081547835993, 0.4554556417897804, 716295.1190371495, 2276.4756995908333, 84.85048523146845, 654.6394043375157, 0.0395610772882151, 0.0371933351012032, 2.34989353167804, 0.0371933351012032, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0537025851175411, 0.2058237468268189, 71.68633163565218, 71.96411234977465, 67.125, -46.375, 49.875, -61.625, -16.13552645353666, 55.39245997769533, -94.58577574658209, 67.91222204517037
2025 APR 05 16:56:08, 797144237.1923339, 1214.4659596431418, 1209.652709133411, 2424.118668776553, 2373.705525625733, -45.95663246016754, 67.0629043720872, -45.87405658243473, 67.06239901444805, 78.30607466721698, 78.31582380163276, 78.31094923442487, 1975558.1823646,  nan, 0.0551837867008178,  nan,  nan, 2.649425700081454,  nan, 131.77788194118935, 4.4019384291780245e-14, 2.691292728150217e-17,  nan, 8.918498597153797e-18,  1.5796334953201056e-22, 4.982903862570391e-26,  4.1802507270625686e-24, 1.2475172325306858e-18,  nan, 2.898942350387784e-17, 0.9945955744349466, 120944.67304102347, 527.9285752462938, 0.4618279137394432, 205574.112727532, 3779.439114549197, 84.8412544643743, 654.6394043375157, 0.0395628019727509, 0.03736666574281, 2.34989353167804, 0.03736666574281, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0534458858564053, 0.2049027597770813, 71.72494884764735, 72.01487029488635, 67.125, -46.125, 49.875, -61.625, -16.129853957592353, 55.45511407007346, -94.50319842553864, 67.95049297186719
2025 APR 05 16:56:09, 797144238.1940035, 1212.2148206786096, 1206.8758951030547, 2419.0907157816646, 2368.1320009944257, -45.93191792222049, 67.09709827417667, -45.83983261443573, 67.09491825205154, 78.23031507589621, 78.2401133068513, 78.23521419137376, 1989908.9346683568,  nan, 0.0553821810056363,  nan,  nan, 2.648848895826545,  nan, 131.77906940408113, 4.447837102961537e-14, 4.4694919469217165e-17,  nan, 2.6732347989011952e-17,  1.587099471509664e-22, 5.069531827597191e-26,  4.1991538585760956e-24, 9.376337782164914e-18,  nan, 2.8857025279386505e-17, 0.4909487944578494, 120944.67304102347, 3894.700915122645, 0.3093245676674503, 205574.112727532, 11119.944576546945, 84.83218402451168, 654.6394043375157, 0.0395644998000401, 0.0375403034833074, 2.34989353167804, 0.0375403034833074, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0531907460370567, 0.2039840069585328, 71.76349496321755, 72.06569707913016, 67.125, -46.125, 49.875, -61.625, -16.124151760592007, 55.517758953694425, -94.42033520811476, 67.98871795193315
2025 APR 05 16:56:10, 797144239.1956729, 1209.967700999082, 1204.0976067369295, 2414.065307736012, 2362.557343438641, -45.90727059344982, 67.13125936171194, -45.80552777692288, 67.12740944621552, 78.15434324656226, 78.16410527443784, 78.15922426050005, 2004044.2976879927,  nan, 0.0555981209232453,  nan,  nan, 2.648607724432453,  nan, 131.71691509640323, 4.3185303977221354e-14, 1.0916154285201676e-16,  nan, 9.632920036988275e-17,  1.5945427755398353e-22, 5.157979176500895e-26,  4.2179945276322e-24, 9.632920036988275e-17,  nan, 2.8725492414100066e-17, 0.1741006034887285, 120944.67304102347, 39273.54961054339, 0.1741006034887285, 120944.67304102347, 39273.54961054339, 84.82327303075428, 654.6394043375157, 0.0395661707730558, 0.0377142537556617, 2.34989353167804, 0.0377142537556617, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0529371600491438, 0.2030674837597515, 71.80196933427112, 72.11659319984348, 67.125, -45.875, 49.875, -61.625, -16.11841971399326, 55.58039455885525, -94.33718500542903, 68.02689681109452
2025 APR 05 16:56:11, 797144240.1973423, 1207.724471250565, 1201.3179973435929, 2409.042468594158, 2356.9815614268787, -45.88263093656453, 67.1654313875776, -45.77114184349293, 67.15987258828785, 78.07815527038171, 78.08780089569258, 78.08297808303715, 2018943.4557534903,  nan, 0.0557954879701203,  nan,  nan, 2.6479883479440445,  nan, 132.3622074310178, 5.1807411349887896e-14, 3.4606959465877397e-16,  nan, 3.310151016498832e-16,  1.601963101203134e-22, 5.248291723778927e-26,  4.236772057702243e-24, 5.985622643829782e-18,  nan, 2.859482100493008e-17, 0.5862488672399456, 120944.67304102347, 2395.2007701428797, 0.0960629871825154, 454715.9622815109, 132235.29741448653, 84.81452040194657, 654.6394043375157, 0.0395678149363612, 0.0378885220845487, 2.34989353167804, 0.0378885220845487, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0526851217744615, 0.2021531865477851, 71.84037138890228, 72.16755910432163, 67.125, -45.625, 49.875, -61.625, -16.112657725396232, 55.64302082474778, -94.25374663308988, 68.06502927771294
2025 APR 05 16:56:12, 797144241.1990118, 1205.484812715759, 1198.5374104233674, 2404.0222231391263, 2351.4046644092045, -45.85801262819578, 67.19958957064317, -45.73667446855325, 67.19230772768151, 78.00174119885403, 78.01120735297253, 78.00647427591329, 2034161.872857138,  nan, 0.0559931961835981,  nan,  nan, 2.6473938685905765,  nan, 131.64254242054935, 4.2038917098543175e-14, 3.6065775114226864e-17,  nan, 1.6941305416978692e-17,  1.609360110537351e-22, 5.340516567547587e-26,  4.255485692078265e-24, 1.0543752367261061e-18,  nan, 2.846500720681685e-17, 1.0806755537367674, 120944.67304102347, 414.1018974044139, 0.3203646141829612, 643787.919026413, 6629.543451022426, 86.3869133326079, 2455.9089729104635, 0.0202995355895778, 0.0380631140211519, 2.34989353167804, 0.0380631140211519, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0524346249527781, 0.2012411127574722, 71.87870057729475, 72.21859518421282, 67.125, -45.375, 49.875, -61.875, -16.106865520934054, 55.705637723302985, -94.1700189259153, 68.10311511529862
2025 APR 05 16:56:13, 797144242.2006812, 1203.248548772159, 1195.7560483218208, 2399.00459709398, 2345.8266627549765, -45.8334081170079, 67.23373248354487, -45.702125404640576, 67.22471486012519, 77.92509495273572, 77.93432792408979, 77.92971143841275, 2048315.861748976,  nan, 0.0562084198992361,  nan,  nan, 2.64711902731224,  nan, 131.50167182275553, 4.083011350933451e-14, 2.774172157733682e-17,  nan, 9.600317241254433e-18,  1.6167334962559289e-22, 5.434702150461075e-26,  4.274134751661079e-24, 3.5156566449231324e-19,  nan, 2.8336047224252227e-17, 1.5778500953159342, 120944.67304102347, 135.5148668154426, 0.3926938585865795, 643787.919026413, 3686.8314633837695, 86.37860915528171, 2455.9089729104635, 0.0203000935687307, 0.0382380351272086, 2.34989353167804, 0.0382380351272086, 2.34989353167804,  nan,  nan,  nan,  nan, 0.0521856638033302, 0.2003312584345584, 71.91695627622275, 72.26970191236802, 67.125, -45.375, 49.875, -61.875, -16.101043009562922, 55.7682451744618, -94.08600074628852, 68.14115407167507
