# lon_gridpoint [deg], lat_gridpoint [deg], P_R_modelGRS [W], P_R_modelFREND [W] 
36.125, 29.625, 1.3805953883724527e-23, 1.3632796430579495e-23 
35.625, 29.875, 1.152426310233525e-23, 1.138374003470371e-23 
35.875, 29.875, 1.5494266363414468e-23, 1.5302062400072812e-23 
36.125, 29.875, 1.0257891454771839e-23, 1.0128477869260362e-23 
36.375, 29.875, 1.1792530602860287e-23, 1.164108803159792e-23 
34.875, 30.125, 1.007439461006753e-23, 9.957799465730208e-24 
35.125, 30.125, 7.444177285814867e-24, 7.356000124061097e-24 
35.375, 30.125, 6.266432864379823e-23, 6.190882851775914e-23 
35.625, 30.125, 6.92724186094255e-24, 6.842262117594413e-24 
35.875, 30.125, 5.685238902650669e-24, 5.614294939188333e-24 
36.125, 30.125, 1.0398599570787264e-23, 1.0266488458352674e-23 
36.375, 30.125, 9.471244997680812e-24, 9.347875340085764e-24 
36.625, 30.125, 3.2305734897440604e-23, 3.187540686115869e-23 
36.875, 30.125, 7.973917600016273e-23, 7.866327574152743e-23 
34.375, 30.375, 1.6896465174918078e-23, 1.670799141453167e-23 
34.625, 30.375, 1.4327512292690697e-23, 1.4163664080264136e-23 
34.875, 30.375, 2.7265557697673247e-23, 2.6946338846172147e-23 
35.125, 30.375, 1.0745776242849645e-22, 1.0617697890411633e-22 
35.375, 30.375, 1.1853740922617122e-22, 1.170995371598583e-22 
35.625, 30.375, 1.0058603358834565e-22, 9.934467516938731e-23 
35.875, 30.375, 2.439721272507825e-23, 2.409060874278136e-23 
36.125, 30.375, 4.949636597760584e-23, 4.8858473115214154e-23 
36.375, 30.375, 5.109581181871831e-23, 5.042072835553336e-23 
36.625, 30.375, 1.0491224244497805e-22, 1.034952096483033e-22 
36.875, 30.375, 1.175424442096381e-22, 1.1593457387880168e-22 
37.125, 30.375, 1.2640400623021334e-22, 1.246531523988007e-22 
33.625, 30.625, 1.057042446329677e-23, 1.0459801016953765e-23 
33.875, 30.625, 1.9241077768831878e-23, 1.9034330979559077e-23 
34.125, 30.625, 2.0752536694383648e-23, 2.0523745021851758e-23 
34.375, 30.625, 1.8768743407581636e-23, 1.855657355106784e-23 
34.625, 30.625, 4.730085299939654e-23, 4.6753561661108894e-23 
34.875, 30.625, 9.938106220596867e-23, 9.821019358078019e-23 
35.125, 30.625, 1.0810750856741403e-22, 1.0681100053924635e-22 
35.375, 30.625, 3.1587504086373916e-23, 3.120201306594023e-23 
35.625, 30.625, 1.4880265214448192e-22, 1.4695308637157087e-22 
35.875, 30.625, 1.5058464318201329e-22, 1.4866474200930767e-22 
36.125, 30.625, 9.691837388466693e-23, 9.565125521889874e-23 
36.375, 30.625, 5.450294852442632e-23, 5.37726924556724e-23 
