# utc [-], et [s], MEX2TGO [km], spoint_x [km], spoint_y [km], spoint_z [km], spoint_lon [deg], spoint_lat_sph [deg], spoint_lat [deg], emission_MEX [deg], emission_TGO [deg], spoint2MEX [km], spoint2TGO [km], lon_midpoint [deg], lat_midpoint [deg] 
2025 OCT 16 05:21:53, 813864182.1823716, 4241.07226474784, 657.4609677359234, 897.0593434269168, -3190.027402617376, 53.76205450875114, -70.57542839792052, -70.77934177499009, 90.30677323808247, 90.31626437131303, 2573.7026794157455, 1667.3555641024748, 35.30283932022795, -76.50497253264133
2025 OCT 16 05:21:54, 813864183.1832056, 4235.117580109846, 655.8363283664722, 896.7379147850651, -3190.447183545367, 53.819835173403675, -70.59755744600687, -70.80120759967967, 90.27255776300903, 90.28199150721332, 2569.7914618381546, 1665.299905098626, 35.41062040854995, -76.51939815234883
2025 OCT 16 05:21:55, 813864184.1840397, 4229.160226418117, 654.2124518949956, 896.3996615105054, -3190.8705762436775, 53.87719882844527, -70.61990062804131, -70.82328595129087, 90.2380008188286, 90.24795893255589, 2565.8620804332063, 1663.261201136704, 35.51854659584207, -76.53376711101475
2025 OCT 16 05:21:56, 813864185.1848737, 4223.200209468154, 652.5899872294357, 896.0782468731362, -3191.2881028624356, 53.93514322233267, -70.6419595469757, -70.84508248702213, 90.20368624809245, 90.21358454913454, 2561.949516733791, 1661.204479251604, 35.62661760009983, -76.54807936690722
2025 OCT 16 05:21:57, 813864186.1857077, 4217.237531881613, 650.9686055614407, 895.7567537108216, -3191.704531282643, 53.993167051269545, -70.66398463955998, -70.86684558859189, 90.16932046800757, 90.17916052861217, 2558.036192350522, 1659.1473176696775, 35.734833102658854, -76.56233490125388
2025 OCT 16 05:21:58, 813864187.1865418, 4211.272196390671, 649.3483039502496, 895.4351654244623, -3192.1198687343763, 54.05126998583029, -70.68597614881817, -70.88857552701215, 90.13490292659603, 90.14468693506106, 2554.122091707892, 1657.0897384267644, 35.84319285802626, -76.57653367470932
2025 OCT 16 05:21:59, 813864188.1873758, 4205.30420766731, 647.7290808388442, 895.1134225896704, -3192.534134018069, 54.10945033760046, -70.70793499081587, -70.91027318088818, 90.10043242297854, 90.11016472475134, 2550.2071544521823, 1655.0318038418336, 35.951696498965504, -76.59067566436985
2025 OCT 16 05:22:00, 813864189.1882098, 4199.3335684220765, 646.1109296220912, 894.7913628904828, -3192.947375400828, 54.167703505938256, -70.72986359094111, -70.93194097877691, 90.06590585798509, 90.07559649684187, 2546.291213159027, 1652.9736873397978, 36.06034383896123, -76.60476084425483
2025 OCT 16 05:22:01, 813864190.1890439, 4193.360281250568, 644.4938305947749, 894.4678393995853, -3193.359916212658, 54.22599553670983, -70.75177898008272, -70.95359580622971, 90.03130305356235, 90.04100211769904, 2542.3730782131092, 1650.9165798961312, 36.16913432678969, -76.61878915852195
2025 OCT 16 05:22:02, 813864191.1898779, 4187.384350961854, 642.88670772402, 894.149404975888, -3193.7681695777774, 54.28414858249954, -70.77377078345269, -70.97506329354599, 89.99674866438167, 90.00625661256957, 2538.460187110512, 1648.8530522227682, 36.2780679420373, -76.63276061441539
2025 OCT 16 05:22:03, 813864192.1907119, 4181.4057802708085, 641.2717636190218, 893.8278325431827, -3194.177959868173, 54.342663862634346, -70.79558713801613, -70.99662079936584, 89.96207771414521, 89.97152446409076, 2534.542732001139, 1646.7929108827261, 36.38714405125257, -76.64667514233547
2025 OCT 16 05:22:04, 813864193.191546, 4175.424570613814, 639.6575781721198, 893.4894937203708, -3194.5913430327546, 54.40076617795455, -70.81761807374595, -71.01839129098026, 89.92706233899308, 89.93703333944657, 2530.607192135004, 1644.7496828807043, 36.49636266515184, -76.66053275556222
2025 OCT 16 05:22:05, 813864194.19238, 4169.440729202806, 638.0447797699011, 893.1679865049167, -3194.998907579418, 54.45944888831047, -70.83936381712223, -71.03987901127365, 89.89228930551596, 89.90219592645073, 2526.688467772568, 1642.688471360407, 36.60572317223832, -76.67433339259252
2025 OCT 16 05:22:06, 813864195.1932139, 4163.454256381651, 636.433049374806, 892.8464671300771, -3195.4053768479453, 54.51821413651337, -70.86107486506556, -71.06133246338146, 89.85746420443739, 89.86730623709086, 2522.76906411977, 1640.6267767283102, 36.71522543082471, -76.68807704134946
2025 OCT 16 05:22:07, 813864196.194048, 4157.465157192183, 634.8223877515202, 892.524927236298, -3195.8107550066666, 54.577061685217046, -70.88275135838748, -71.08275175763445, 89.82258668464438, 89.83236427861118, 2518.8489736872702, 1638.564607346136, 36.824868929518594, -76.70176365818017
2025 OCT 16 05:22:08, 813864197.194882, 4151.47343407944, 633.212791854748, 892.2033616076767, -3196.215046096538, 54.6359915546277, -70.90439336456538, -71.10413699835117, 89.78765645657231, 89.79736991665983, 2514.928193707053, 1636.5019742672998, 36.93465340022091, -76.71539321364283
2025 OCT 16 05:22:09, 813864198.195716, 4145.4790910140055, 631.6042609138042, 891.8817808827202, -3196.6182493304264, 54.69500414861727, -70.92600076965978, -71.12548803455127, 89.7526734299084, 89.76232282337934, 2511.0067352666583, 1634.4388663122593, 37.04457847312328, -76.72896568887018
2025 OCT 16 05:22:10, 813864199.1965501, 4139.4821318511595, 629.9967913776035, 891.5601872805411, -3197.0203667839764, 54.754099734434526, -70.94757355814595, -71.1468048666591, 89.71763743104472, 89.72722282623265, 2507.0846020260706, 1632.3752859599992, 37.154643911483426, -76.74248105943244
2025 OCT 16 05:22:11, 813864200.1973841, 4133.48255911386, 628.3903847120848, 891.2385766682191, -3197.4214012987964, 54.813278172010605, -70.9691117718952, -71.16808753589815, 89.682548190668, 89.69206976231291, 2503.1617922410223, 1630.3112380745677, 37.26484914564935, -76.7559392778532
